,State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
0,Alabama,1958,0.1,0.6,0.7,5.5,-0.8,3.2
1,Alaska,1958,0.0,0.0,0.0,0.8,-0.8,0.2
2,Arizona,1958,0.0,0.3,0.4,3.4,-0.8,1.2
3,Arkansas,1958,0.1,0.2,0.3,2.9,-0.8,1.8
4,California,1958,1.4,3.8,5.2,51.2,-0.8,14.5
5,Colorado,1958,0.1,0.5,0.6,4.5,-0.8,1.7
6,Connecticut,1958,0.7,0.7,1.4,7.5,-0.8,2.4
7,Delaware,1958,0.2,0.1,0.3,1.4,-0.8,0.4
8,District of Columbia,1958,0.0,0.1,0.1,3.9,-0.8,0.8
9,Florida,1958,0.2,1.2,1.4,11.1,-0.8,4.4
10,Georgia,1958,0.3,0.7,1.0,7.8,-0.8,3.8
11,Hawaii,1958,0.0,0.0,0.0,1.8,-0.7,0.6
12,Idaho,1958,0.0,0.1,0.1,1.4,-0.7,0.7
13,Illinois,1958,0.7,2.7,3.4,29.8,-0.8,9.8
14,Indiana,1958,0.4,0.5,0.9,11.8,-0.8,4.5
15,Iowa,1958,0.0,0.3,0.3,6.0,-0.8,2.7
16,Kansas,1958,0.2,0.5,0.7,4.6,-0.7,2.1
17,Kentucky,1958,0.1,0.4,0.5,6.3,-0.8,3.0
18,Louisiana,1958,0.3,0.9,1.2,7.3,-0.8,3.1
19,Maine,1958,0.1,0.1,0.2,1.8,-0.8,1.0
20,Maryland,1958,0.5,1.0,1.5,7.7,-0.8,2.9
21,Massachusetts,1958,1.1,1.2,2.3,13.1,-0.8,5.1
22,Michigan,1958,0.7,1.3,2.0,23.0,-0.8,7.5
23,Minnesota,1958,0.1,0.8,0.9,8.1,-0.8,3.3
24,Mississippi,1958,0.1,0.3,0.4,3.3,-0.8,2.2
25,Missouri,1958,0.0,0.8,0.9,10.3,-0.8,4.2
26,Montana,1958,0.0,0.1,0.2,1.5,-0.8,0.7
27,Nebraska,1958,0.0,0.5,0.5,3.2,-0.7,1.4
28,Nevada,1958,0.0,0.1,0.1,1.4,-0.8,0.3
29,New Hampshire,1958,0.1,0.1,0.1,1.2,-0.8,0.6
30,New Jersey,1958,0.9,1.5,2.4,17.7,-0.8,5.8
31,New Mexico,1958,0.0,0.2,0.2,2.3,-0.7,0.9
32,New York,1958,2.2,8.3,10.6,53.3,-0.8,16.4
33,North Carolina,1958,0.3,0.6,0.9,9.5,-0.8,4.5
34,North Dakota,1958,0.0,0.1,0.1,1.2,-0.8,0.6
35,Ohio,1958,0.8,2.1,2.9,25.1,-0.8,9.3
36,Oklahoma,1958,0.2,0.4,0.6,4.6,-0.7,2.3
37,Oregon,1958,0.2,0.3,0.5,4.3,-0.7,1.7
38,Pennsylvania,1958,1.2,2.3,3.5,26.1,-0.8,11.2
39,Rhode Island,1958,0.1,0.2,0.3,2.0,-0.8,0.8
40,South Carolina,1958,0.3,0.2,0.5,3.8,-0.8,2.3
41,South Dakota,1958,0.0,0.1,0.1,1.2,-0.8,0.7
42,Tennessee,1958,0.1,0.9,1.1,6.8,-0.8,3.5
43,Texas,1958,0.2,2.8,3.1,22.1,-0.8,9.2
44,All states combined,1958,15.4,42.8,58.2,481.2,-0.7,173.3
45,Utah,1958,0.0,0.2,0.2,2.3,-0.7,0.8
46,Vermont,1958,0.0,0.0,0.1,0.7,-0.8,0.4
47,Virginia,1958,0.2,0.7,0.8,8.8,-0.8,3.8
48,Washington,1958,0.4,1.4,1.7,8.4,-0.8,2.8
49,West Virginia,1958,0.3,0.1,0.4,3.5,-0.7,1.9
50,Wisconsin,1958,0.0,0.6,0.6,9.6,-0.8,3.8
51,Wyoming,1958,0.0,0.1,0.1,1.0,-0.8,0.3
