,State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
0,Alabama,1979,1.1,2.9,3.9,33.7,1.9,3.8
1,Alaska,1979,1.4,2.4,3.7,10.9,10.2,0.4
2,Arizona,1979,0.1,3.3,3.4,27.5,9.1,2.6
3,Arkansas,1979,0.2,1.1,1.4,19.1,0.9,2.2
4,California,1979,7.7,14.7,22.3,293.5,3.1,23.3
5,Colorado,1979,0.4,2.6,3.0,33.8,6.1,2.8
6,Connecticut,1979,3.6,1.9,5.5,36.9,2.4,3.1
7,Delaware,1979,0.9,0.4,1.3,7.3,0.0,0.6
8,District of Columbia,1979,0.0,2.7,2.7,18.4,0.3,0.6
9,Florida,1979,2.7,7.1,9.8,86.3,5.3,9.4
10,Georgia,1979,1.4,4.4,5.7,51.6,3.1,5.4
11,Hawaii,1979,1.7,0.3,2.0,11.9,4.3,0.9
12,Idaho,1979,0.2,0.3,0.5,9.3,1.5,0.9
13,Illinois,1979,5.7,7.9,13.6,139.3,0.4,11.4
14,Indiana,1979,0.6,2.9,3.5,57.9,-0.5,5.5
15,Iowa,1979,0.4,1.5,1.9,33.5,0.5,2.9
16,Kansas,1979,0.5,2.2,2.6,26.3,6.4,2.4
17,Kentucky,1979,2.8,4.0,6.8,35.8,1.3,3.6
18,Louisiana,1979,2.6,3.4,6.0,51.7,5.5,4.1
19,Maine,1979,0.7,0.6,1.3,9.3,2.0,1.1
20,Maryland,1979,3.7,3.6,7.3,43.6,1.9,4.2
21,Massachusetts,1979,5.4,4.4,9.8,63,2.2,5.7
22,Michigan,1979,2.5,7.7,10.2,105.4,-2.0,9.2
23,Minnesota,1979,1.9,4.4,6.3,46.9,3.9,4.0
24,Mississippi,1979,0.8,1.2,2.0,20,4.1,2.5
25,Missouri,1979,0.7,2.7,3.4,50.6,1.2,4.9
26,Montana,1979,0.1,0.5,0.7,8.2,1.4,0.8
27,Nebraska,1979,0.1,4.2,4.3,17.4,1.5,1.6
28,Nevada,1979,0.4,0.6,1.0,10.3,6.4,0.8
29,New Hampshire,1979,0.7,0.4,1.1,8.4,4.4,0.9
30,New Jersey,1979,5.4,5.8,11.2,81.1,2.6,7.3
31,New Mexico,1979,0.5,1.1,1.6,13.1,5.2,1.3
32,New York,1979,23.0,23.7,46.7,217.7,0.5,17.6
33,North Carolina,1979,1.1,2.4,3.5,54.5,0.9,5.8
34,North Dakota,1979,0.1,0.5,0.6,7.2,3.9,0.6
35,Ohio,1979,3.7,6.1,9.8,117.1,0.6,10.8
36,Oklahoma,1979,1.5,1.6,3.1,31.5,7.5,3.0
37,Oregon,1979,3.8,1.8,5.7,28.4,3.2,2.6
38,Pennsylvania,1979,6.4,13.4,19.8,120.5,1.1,11.9
39,Rhode Island,1979,1.2,0.5,1.7,8.8,2.4,0.9
40,South Carolina,1979,1.6,1.3,2.9,25.5,2.5,3.1
41,South Dakota,1979,0.6,0.3,0.9,6.7,3.9,0.7
42,Tennessee,1979,1.4,3.7,5.1,42.2,2.0,4.5
43,Texas,1979,2.3,15.4,17.7,171.6,6.3,13.9
44,All states combined,1979,112.0,192.0,304.0,"2,627.30",3.2,224.1
45,Utah,1979,0.4,0.8,1.2,13.7,5.5,1.4
46,Vermont,1979,0.5,0.1,0.7,4.4,3.0,0.5
47,Virginia,1979,1.7,3.7,5.3,53.4,1.9,5.3
48,Washington,1979,1.5,9.0,10.5,48.7,5.4,4.1
49,West Virginia,1979,1.6,1.2,2.8,17.4,0.8,1.9
50,Wisconsin,1979,2.2,3.0,5.2,50.1,1.9,4.7
51,Wyoming,1979,0.2,0.6,0.8,8.1,11.3,0.5
