,State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
0,Alabama,1961,0.3,0.7,1.0,6.5,2.6,3.3
1,Alaska,1961,0.0,0.1,0.1,1.0,2.6,0.2
2,Arizona,1961,0.0,0.5,0.5,4.0,2.6,1.3
3,Arkansas,1961,0.1,0.2,0.3,3.3,2.6,1.8
4,California,1961,2.5,5.4,7.9,59.8,2.6,16.1
5,Colorado,1961,0.1,0.6,0.6,5.2,2.6,1.8
6,Connecticut,1961,1.0,0.8,1.7,8.7,2.6,2.6
7,Delaware,1961,0.2,0.1,0.3,1.7,2.6,0.5
8,District of Columbia,1961,0.0,0.2,0.2,4.5,2.6,0.8
9,Florida,1961,0.3,1.6,1.9,13.0,2.6,5.1
10,Georgia,1961,0.3,0.8,1.1,9.1,2.6,4.0
11,Hawaii,1961,0.2,0.1,0.3,2.1,2.6,0.6
12,Idaho,1961,0.0,0.1,0.1,1.6,2.6,0.7
13,Illinois,1961,0.7,3.8,4.5,34.9,2.6,10.2
14,Indiana,1961,0.4,0.8,1.2,13.8,2.6,4.7
15,Iowa,1961,0.1,0.5,0.5,7.0,2.6,2.8
16,Kansas,1961,0.2,0.6,0.8,5.4,2.6,2.2
17,Kentucky,1961,0.3,0.5,0.8,7.4,2.6,3.1
18,Louisiana,1961,0.4,1.0,1.4,8.5,2.6,3.3
19,Maine,1961,0.1,0.1,0.2,2.1,2.6,1.0
20,Maryland,1961,0.6,1.2,1.8,9.1,2.6,3.2
21,Massachusetts,1961,1.3,1.4,2.8,15.4,2.6,5.2
22,Michigan,1961,0.8,1.8,2.6,26.9,2.6,7.9
23,Minnesota,1961,0.2,1.0,1.2,9.5,2.6,3.5
24,Mississippi,1961,0.2,0.4,0.6,3.9,2.6,2.2
25,Missouri,1961,0.1,1.0,1.1,12.0,2.6,4.4
26,Montana,1961,0.1,0.1,0.2,1.7,2.6,0.7
27,Nebraska,1961,0.0,0.6,0.6,3.8,2.6,1.4
28,Nevada,1961,0.0,0.1,0.1,1.6,2.6,0.3
29,New Hampshire,1961,0.1,0.1,0.2,1.5,2.5,0.6
30,New Jersey,1961,0.9,1.9,2.8,20.6,2.6,6.2
31,New Mexico,1961,0.1,0.2,0.3,2.7,2.6,1.0
32,New York,1961,3.2,10.0,13.2,62.3,2.6,16.9
33,North Carolina,1961,0.3,0.7,1.0,11.1,2.6,4.6
34,North Dakota,1961,0.0,0.1,0.1,1.4,2.6,0.6
35,Ohio,1961,0.9,2.6,3.5,29.3,2.6,9.8
36,Oklahoma,1961,0.2,0.5,0.7,5.4,2.6,2.4
37,Oregon,1961,0.3,0.3,0.7,5.0,2.6,1.8
38,Pennsylvania,1961,1.5,3.2,4.7,30.5,2.6,11.4
39,Rhode Island,1961,0.1,0.2,0.3,2.4,2.6,0.9
40,South Carolina,1961,0.3,0.2,0.5,4.5,2.6,2.4
41,South Dakota,1961,0.0,0.1,0.1,1.4,2.6,0.7
42,Tennessee,1961,0.1,1.1,1.3,8.0,2.6,3.6
43,Texas,1961,0.4,3.5,3.9,25.8,2.6,9.7
44,All states combined,1961,20.0,55.0,75.0,562.2,2.6,181.6
45,Utah,1961,0.0,0.2,0.2,2.6,2.6,0.9
46,Vermont,1961,0.1,0.0,0.1,0.9,2.6,0.4
47,Virginia,1961,0.2,1.0,1.2,10.3,2.6,4.0
48,Washington,1961,0.4,1.8,2.2,9.9,2.6,2.9
49,West Virginia,1961,0.3,0.2,0.5,4.1,2.6,1.8
50,Wisconsin,1961,0.1,0.9,1.0,11.2,2.6,4.0
51,Wyoming,1961,0.0,0.1,0.1,1.2,2.6,0.3
