,State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
0,Alabama,1963,0.3,0.8,1.1,7.3,4.3,3.3
1,Alaska,1963,0.1,0.1,0.2,1.1,4.3,0.2
2,Arizona,1963,0.0,0.6,0.6,4.5,4.3,1.4
3,Arkansas,1963,0.1,0.3,0.4,3.8,4.3,1.8
4,California,1963,2.9,6.5,9.5,67.8,4.3,16.9
5,Colorado,1963,0.1,0.6,0.7,5.9,4.3,1.9
6,Connecticut,1963,1.1,0.9,2.0,9.9,4.3,2.7
7,Delaware,1963,0.2,0.1,0.4,1.9,4.3,0.5
8,District of Columbia,1963,0.0,0.3,0.3,5.1,4.3,0.8
9,Florida,1963,0.5,1.9,2.4,14.7,4.3,5.4
10,Georgia,1963,0.5,1.0,1.5,10.3,4.3,4.1
11,Hawaii,1963,0.2,0.2,0.4,2.4,4.3,0.7
12,Idaho,1963,0.0,0.1,0.2,1.8,4.4,0.7
13,Illinois,1963,1.0,3.7,4.8,39.5,4.3,10.4
14,Indiana,1963,0.5,0.9,1.3,15.6,4.3,4.8
15,Iowa,1963,0.0,0.5,0.5,7.9,4.3,2.8
16,Kansas,1963,0.2,0.7,0.9,6.1,4.3,2.2
17,Kentucky,1963,0.6,0.7,1.3,8.4,4.3,3.1
18,Louisiana,1963,0.5,1.2,1.7,9.7,4.3,3.4
19,Maine,1963,0.1,0.1,0.3,2.4,4.3,1.0
20,Maryland,1963,0.7,1.3,2.1,10.3,4.3,3.3
21,Massachusetts,1963,1.5,1.6,3.1,17.4,4.3,5.3
22,Michigan,1963,1.0,2.5,3.5,30.5,4.3,8.1
23,Minnesota,1963,0.2,1.2,1.5,10.7,4.3,3.5
24,Mississippi,1963,0.2,0.4,0.6,4.4,4.3,2.2
25,Missouri,1963,0.1,1.1,1.2,13.6,4.3,4.4
26,Montana,1963,0.1,0.2,0.2,2.0,4.4,0.7
27,Nebraska,1963,0.0,0.6,0.6,4.3,4.3,1.4
28,Nevada,1963,0.0,0.1,0.1,1.8,4.3,0.3
29,New Hampshire,1963,0.1,0.1,0.2,1.7,4.4,0.6
30,New Jersey,1963,1.0,2.1,3.1,23.4,4.3,6.4
31,New Mexico,1963,0.1,0.2,0.3,3.0,4.3,1.0
32,New York,1963,3.5,11.3,14.8,70.6,4.3,17.2
33,North Carolina,1963,0.2,0.8,1.0,12.6,4.3,4.7
34,North Dakota,1963,0.0,0.1,0.2,1.6,4.3,0.6
35,Ohio,1963,0.8,2.9,3.8,33.3,4.3,10.0
36,Oklahoma,1963,0.3,0.6,0.9,6.2,4.3,2.4
37,Oregon,1963,0.4,0.4,0.8,5.7,4.3,1.9
38,Pennsylvania,1963,1.6,4.1,5.6,34.5,4.3,11.5
39,Rhode Island,1963,0.1,0.2,0.4,2.7,4.3,0.9
40,South Carolina,1963,0.3,0.3,0.5,5.1,4.3,2.4
41,South Dakota,1963,0.0,0.1,0.1,1.6,4.3,0.7
42,Tennessee,1963,0.2,1.6,1.7,9.1,4.3,3.7
43,Texas,1963,0.5,4.0,4.5,29.3,4.3,10.0
44,All states combined,1963,23.2,61.9,85.1,637.5,4.4,186.2
45,Utah,1963,0.0,0.3,0.3,3.0,4.3,0.9
46,Vermont,1963,0.1,0.1,0.1,1.0,4.3,0.4
47,Virginia,1963,0.2,1.1,1.3,11.7,4.3,4.2
48,Washington,1963,0.5,2.1,2.6,11.2,4.3,3.0
49,West Virginia,1963,0.3,0.2,0.5,4.6,4.3,1.8
50,Wisconsin,1963,0.1,1.1,1.3,12.7,4.3,4.1
51,Wyoming,1963,0.0,0.1,0.1,1.4,4.3,0.3
