,State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
0,Alabama,1977,1.0,2.3,3.3,26.7,3.4,3.8
1,Alaska,1977,0.9,1.4,2.3,7.5,-4.9,0.4
2,Arizona,1977,0.1,2.8,2.9,19.6,8.8,2.4
3,Arkansas,1977,0.1,1.0,1.2,15.2,4.3,2.2
4,California,1977,6.7,14.2,21.0,229.6,9.5,22.5
5,Colorado,1977,0.2,2.2,2.3,25.4,7.6,2.7
6,Connecticut,1977,3.2,1.9,5.1,29.6,6.2,3.1
7,Delaware,1977,0.7,0.4,1.2,6.1,4.2,0.6
8,District of Columbia,1977,0.0,2.5,2.5,15.6,5.2,0.7
9,Florida,1977,2.0,6.0,8.0,65.3,4.6,8.7
10,Georgia,1977,1.3,3.3,4.6,40.8,5.4,5.2
11,Hawaii,1977,1.5,0.3,1.8,9.4,4.3,0.9
12,Idaho,1977,0.1,0.3,0.3,7.2,2.9,0.9
13,Illinois,1977,4.1,7.7,11.7,115.1,3.4,11.3
14,Indiana,1977,0.6,2.3,2.9,47.9,3.0,5.4
15,Iowa,1977,0.1,1.4,1.5,27,4.1,2.9
16,Kansas,1977,0.4,1.8,2.2,20.5,2.0,2.3
17,Kentucky,1977,2.0,2.7,4.8,29.2,5.5,3.5
18,Louisiana,1977,1.8,2.9,4.6,39.7,8.5,4.0
19,Maine,1977,0.6,0.5,1.1,7.6,3.3,1.1
20,Maryland,1977,3.1,3.3,6.3,35.6,2.6,4.1
21,Massachusetts,1977,5.2,3.9,9.1,50.7,5.0,5.7
22,Michigan,1977,2.0,6.9,8.8,89.3,6.8,9.1
23,Minnesota,1977,1.2,3.8,5.1,36.8,5.6,4.0
24,Mississippi,1977,0.8,1.1,1.9,16,3.2,2.4
25,Missouri,1977,0.4,2.7,3.1,41.2,4.1,4.8
26,Montana,1977,0.1,0.4,0.5,6.4,-0.9,0.8
27,Nebraska,1977,0.1,3.1,3.1,13.9,0.2,1.5
28,Nevada,1977,0.1,0.6,0.7,7.4,11.5,0.7
29,New Hampshire,1977,0.4,0.4,0.7,6.3,7.6,0.9
30,New Jersey,1977,4.1,5.4,9.4,65.8,2.5,7.3
31,New Mexico,1977,0.2,0.7,0.9,10.1,2.8,1.2
32,New York,1977,20.0,26.4,46.4,179.9,3.7,17.8
33,North Carolina,1977,0.8,1.9,2.7,43.8,2.0,5.6
34,North Dakota,1977,0.1,0.4,0.4,5.2,-2.3,0.6
35,Ohio,1977,3.2,5.8,9.0,97,4.5,10.8
36,Oklahoma,1977,0.9,1.3,2.3,24,8.6,2.9
37,Oregon,1977,2.4,1.4,3.9,22,5.1,2.5
38,Pennsylvania,1977,6.4,10.6,17.0,99,2.7,11.8
39,Rhode Island,1977,0.6,0.5,1.1,7.2,4.5,0.9
40,South Carolina,1977,1.3,1.0,2.4,20.1,4.1,3.0
41,South Dakota,1977,0.2,0.1,0.4,5.1,3.7,0.7
42,Tennessee,1977,1.2,3.5,4.7,33.6,3.5,4.4
43,Texas,1977,2.1,12.1,14.2,130.4,7.9,13.2
44,All states combined,1977,90.0,169.0,259.0,"2,081.80",4.6,219.3
45,Utah,1977,0.1,0.5,0.7,10.4,5.1,1.3
46,Vermont,1977,0.5,0.2,0.6,3.3,-2.2,0.5
47,Virginia,1977,0.9,3.5,4.4,43.2,2.8,5.1
48,Washington,1977,1.4,6.9,8.3,36.8,5.9,3.9
49,West Virginia,1977,1.3,0.4,1.8,14.4,2.6,1.9
50,Wisconsin,1977,1.7,2.3,4.0,40.7,3.4,4.6
51,Wyoming,1977,0.1,0.4,0.5,5.5,10.5,0.4
