,State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
0,Alabama,1978,1.0,2.7,3.7,30.5,6.8,3.8
1,Alaska,1978,1.1,2.1,3.2,9.1,13.1,0.4
2,Arizona,1978,0.1,3.4,3.5,23.3,10.9,2.5
3,Arkansas,1978,0.2,1.1,1.3,17.5,7.5,2.2
4,California,1978,7.1,13.5,20.6,262.8,6.9,22.9
5,Colorado,1978,0.3,2.2,2.5,29.4,8.0,2.7
6,Connecticut,1978,3.3,1.9,5.2,33.2,4.9,3.1
7,Delaware,1978,0.8,0.4,1.2,6.7,4.1,0.6
8,District of Columbia,1978,0.0,2.6,2.6,17,1.7,0.7
9,Florida,1978,2.3,6.9,9.3,75.7,8.3,9.1
10,Georgia,1978,1.3,3.9,5.2,46.2,5.7,5.3
11,Hawaii,1978,1.7,0.4,2.1,10.5,4.0,0.9
12,Idaho,1978,0.1,0.2,0.4,8.5,9.6,0.9
13,Illinois,1978,5.1,7.7,12.8,128.1,4.0,11.4
14,Indiana,1978,0.6,2.5,3.1,53.7,4.8,5.4
15,Iowa,1978,0.2,1.3,1.5,30.8,6.4,2.9
16,Kansas,1978,0.4,2.5,2.9,22.8,3.8,2.3
17,Kentucky,1978,2.6,2.7,5.3,32.7,4.7,3.6
18,Louisiana,1978,2.0,3.2,5.2,45.2,6.5,4.1
19,Maine,1978,0.7,0.5,1.2,8.4,3.2,1.1
20,Maryland,1978,3.8,3.6,7.4,39.5,3.9,4.2
21,Massachusetts,1978,5.1,3.8,8.9,56.9,4.8,5.7
22,Michigan,1978,2.2,7.2,9.3,99.3,3.9,9.2
23,Minnesota,1978,1.8,3.8,5.5,41.6,5.6,4.0
24,Mississippi,1978,1.3,1.0,2.3,17.8,4.0,2.5
25,Missouri,1978,0.6,2.7,3.3,46.2,4.8,4.9
26,Montana,1978,0.1,0.5,0.6,7.4,9.5,0.8
27,Nebraska,1978,0.1,3.7,3.7,15.9,6.7,1.6
28,Nevada,1978,0.2,0.6,0.9,8.9,12.5,0.7
29,New Hampshire,1978,0.4,0.4,0.8,7.4,9.6,0.9
30,New Jersey,1978,4.7,5.2,9.9,72.9,3.5,7.3
31,New Mexico,1978,0.3,0.9,1.3,11.5,6.7,1.2
32,New York,1978,22.4,26.2,48.6,200.1,3.9,17.7
33,North Carolina,1978,0.8,2.0,2.7,49.9,6.3,5.7
34,North Dakota,1978,0.1,0.6,0.7,6.4,14.3,0.6
35,Ohio,1978,3.4,5.9,9.3,107.6,3.6,10.8
36,Oklahoma,1978,1.1,1.5,2.6,27.1,5.4,2.9
37,Oregon,1978,3.1,1.7,4.8,25.4,7.6,2.5
38,Pennsylvania,1978,6.5,9.7,16.2,110.1,3.8,11.9
39,Rhode Island,1978,0.9,0.5,1.4,8,2.8,0.9
40,South Carolina,1978,1.8,1.4,3.2,23,6.8,3.0
41,South Dakota,1978,0.4,0.3,0.6,6,9.0,0.7
42,Tennessee,1978,1.4,3.9,5.3,38.2,6.2,4.4
43,Texas,1978,2.1,13.2,15.4,149.1,6.8,13.6
44,All states combined,1978,103.0,178.0,281.0,"2,351.60",5.5,221.7
45,Utah,1978,0.3,0.6,0.9,12,8.0,1.4
46,Vermont,1978,0.5,0.2,0.6,3.9,10.0,0.5
47,Virginia,1978,1.3,3.2,4.5,48.4,4.6,5.2
48,Washington,1978,1.4,8.4,9.8,42.7,8.2,4.0
49,West Virginia,1978,1.4,0.6,2.0,16,3.3,1.9
50,Wisconsin,1978,2.0,2.4,4.3,45.4,4.3,4.6
51,Wyoming,1978,0.1,0.5,0.6,6.7,12.8,0.4
