,State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
0,Alabama,1957,0.1,0.5,0.6,5.5,2.1,3.2
1,Alaska,1957,0.0,0.0,0.0,0.8,2.1,0.2
2,Arizona,1957,0.0,0.3,0.3,3.3,2.1,1.1
3,Arkansas,1957,0.1,0.2,0.3,2.8,2.1,1.8
4,California,1957,1.2,3.4,4.6,50.4,2.1,14.0
5,Colorado,1957,0.0,0.4,0.5,4.4,2.1,1.6
6,Connecticut,1957,0.6,0.6,1.1,7.3,2.1,2.4
7,Delaware,1957,0.1,0.1,0.2,1.4,2.1,0.4
8,District of Columbia,1957,0.0,0.1,0.1,3.8,2.1,0.8
9,Florida,1957,0.2,1.1,1.3,10.9,2.1,4.2
10,Georgia,1957,0.3,0.6,0.9,7.7,2.1,3.8
11,Hawaii,1957,0.1,0.1,0.2,1.8,2.1,0.6
12,Idaho,1957,0.0,0.1,0.1,1.4,2.1,0.6
13,Illinois,1957,0.6,2.5,3.1,29.4,2.1,9.6
14,Indiana,1957,0.3,0.5,0.8,11.6,2.1,4.4
15,Iowa,1957,0.0,0.3,0.3,5.9,2.1,2.7
16,Kansas,1957,0.2,0.5,0.7,4.6,2.1,2.1
17,Kentucky,1957,0.1,0.4,0.5,6.2,2.1,3.0
18,Louisiana,1957,0.3,0.8,1.1,7.2,2.1,3.1
19,Maine,1957,0.1,0.1,0.2,1.8,2.1,1.0
20,Maryland,1957,0.5,0.9,1.4,7.6,2.1,2.9
21,Massachusetts,1957,1.0,1.1,2.2,13.0,2.1,5.0
22,Michigan,1957,0.6,1.2,1.8,22.7,2.1,7.4
23,Minnesota,1957,0.1,0.6,0.7,8.0,2.1,3.3
24,Mississippi,1957,0.1,0.2,0.3,3.3,2.1,2.2
25,Missouri,1957,0.0,0.7,0.7,10.1,2.1,4.2
26,Montana,1957,0.0,0.1,0.1,1.5,2.2,0.6
27,Nebraska,1957,0.0,0.5,0.5,3.2,2.1,1.4
28,Nevada,1957,0.0,0.1,0.1,1.4,2.2,0.2
29,New Hampshire,1957,0.1,0.1,0.1,1.2,2.1,0.6
30,New Jersey,1957,0.9,1.4,2.3,17.4,2.1,5.7
31,New Mexico,1957,0.0,0.2,0.2,2.3,2.1,0.9
32,New York,1957,2.0,7.8,9.8,52.5,2.1,16.2
33,North Carolina,1957,0.3,0.5,0.8,9.4,2.1,4.4
34,North Dakota,1957,0.0,0.1,0.1,1.2,2.1,0.6
35,Ohio,1957,0.7,1.9,2.7,24.7,2.1,9.1
36,Oklahoma,1957,0.2,0.4,0.6,4.6,2.1,2.3
37,Oregon,1957,0.2,0.3,0.5,4.2,2.1,1.7
38,Pennsylvania,1957,1.2,2.3,3.5,25.7,2.1,11.1
39,Rhode Island,1957,0.1,0.2,0.3,2.0,2.1,0.8
40,South Carolina,1957,0.2,0.2,0.4,3.8,2.2,2.3
41,South Dakota,1957,0.0,0.0,0.0,1.2,2.1,0.7
42,Tennessee,1957,0.1,0.9,1.0,6.7,2.1,3.5
43,Texas,1957,0.2,2.7,2.9,21.8,2.1,9.0
44,All states combined,1957,13.7,39.3,53.0,474.0,2.1,170.4
45,Utah,1957,0.0,0.2,0.2,2.2,2.1,0.8
46,Vermont,1957,0.0,0.0,0.1,0.7,2.1,0.4
47,Virginia,1957,0.2,0.6,0.8,8.7,2.1,3.8
48,Washington,1957,0.3,1.1,1.3,8.3,2.1,2.7
49,West Virginia,1957,0.3,0.1,0.4,3.4,2.1,1.9
50,Wisconsin,1957,0.0,0.6,0.6,9.5,2.1,3.8
51,Wyoming,1957,0.0,0.1,0.1,1.0,2.1,0.3
