,State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
0,Alabama,2016,8.7,20.2,28.9,203.4,0.5,4.9
1,Alaska,2016,6,3.3,9.3,49.4,-1.8,0.7
2,Arizona,2016,14.4,34.4,48.8,311.4,3.3,6.9
3,Arkansas,2016,4.8,11.1,15.9,120.1,0.5,3.0
4,California,2016,151.3,282.5,433.8,"2,663.40",3.0,39.2
5,Colorado,2016,16.7,36.2,52.9,329.1,2.4,5.5
6,Connecticut,2016,37,11.3,48.3,263,-0.2,3.6
7,Delaware,2016,5,2.5,7.6,70.4,-2.9,0.9
8,District of Columbia,2016,0,14.5,14.5,129.8,2.0,0.7
9,Florida,2016,33.5,105.6,139.1,938.4,3.4,20.6
10,Georgia,2016,13.1,44.8,57.9,538.2,3.3,10.3
11,Hawaii,2016,9.2,6.2,15.4,85.9,2.3,1.4
12,Idaho,2016,3.5,2.4,6,69.3,3.7,1.7
13,Illinois,2016,65.8,85.9,151.7,805.4,0.3,12.8
14,Indiana,2016,22.5,28.4,50.8,338.2,1.7,6.6
15,Iowa,2016,6,12.6,18.5,180.4,0.4,3.1
16,Kansas,2016,9.5,19.7,29.2,155.7,2.3,2.9
17,Kentucky,2016,14.5,24.4,38.8,195.1,0.5,4.4
18,Louisiana,2016,17.9,19.2,37.1,228.1,-1.2,4.7
19,Maine,2016,4.8,3,7.8,59.6,2.1,1.3
20,Maryland,2016,27.9,25,52.9,384.2,3.1,6.0
21,Massachusetts,2016,76.9,18.1,95,519.7,1.7,6.8
22,Michigan,2016,33.7,38.8,72.5,490.2,1.9,10.0
23,Minnesota,2016,16.2,35,51.2,338.6,2.0,5.5
24,Mississippi,2016,7.3,6.7,14,106.9,0.3,3.0
25,Missouri,2016,19.1,26.8,45.9,296.1,-0.9,6.1
26,Montana,2016,3.1,2.2,5.3,45.6,-1.1,1.0
27,Nebraska,2016,2,13.3,15.3,116.1,0.5,1.9
28,Nevada,2016,3.2,25.9,29.1,150.4,2.4,2.9
29,New Hampshire,2016,7.9,2.6,10.4,78.4,1.9,1.3
30,New Jersey,2016,66.7,33.4,100.1,581.3,0.7,8.9
31,New Mexico,2016,7,8.4,15.3,91,0.1,2.1
32,New York,2016,137.5,219,356.5,"1,541.50",1.4,19.6
33,North Carolina,2016,16.9,30.3,47.2,518.2,1.1,10.2
34,North Dakota,2016,2.4,4.4,6.8,50.8,-7.1,0.8
35,Ohio,2016,33.2,52.1,85.2,621.4,0.7,11.6
36,Oklahoma,2016,8.7,10,18.7,178.5,-2.8,3.9
37,Oregon,2016,13.4,20.5,33.9,215.2,4.6,4.1
38,Pennsylvania,2016,47.1,74.8,121.9,724.3,1.1,12.8
39,Rhode Island,2016,9.1,2.7,11.7,57.7,0.0,1.1
40,South Carolina,2016,16.2,27.4,43.6,212.7,2.8,5.0
41,South Dakota,2016,3.4,2.4,5.8,48.5,0.3,0.9
42,Tennessee,2016,6.1,36.6,42.7,334.4,1.9,6.6
43,Texas,2016,49.4,230,279.3,"1,564.40",0.2,27.9
44,All states combined,2016,"1,160.50","1,842.20","3,002.70","18,715.00",1.6,322.9
45,Utah,2016,7,11.4,18.4,157.9,3.9,3.0
46,Vermont,2016,2.5,1.1,3.6,31.6,1.6,0.6
47,Virginia,2016,28.6,37.5,66.1,493.9,0.3,8.4
48,Washington,2016,33.1,52,85.1,492.9,3.8,7.3
49,West Virginia,2016,7.2,3.5,10.7,69.8,-1.2,1.8
50,Wisconsin,2016,23.1,0,23.1,312.1,1.1,5.8
51,Wyoming,2016,0.8,1.1,1.9,35.9,-3.8,0.6
