State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,0.3,a,0.8,a,1.2,a,8.2,a,10.3,a,3.3,i
Alaska,0.1,a,0.1,a,0.2,a,1.2,a,11.9,a,0.3,i
Arizona,0,a,0.6,a,0.6,a,4.8,a,5.9,a,1.5,i
Arkansas,0.1,a,0.3,a,0.4,a,4.1,a,7.8,a,1.8,i
California,3.3,a,6.9,a,10.2,a,73.5,a,6.8,a,17.3,i
Colorado,0.1,a,0.7,a,0.8,a,6.2,a,3.5,a,1.9,i
Connecticut,1.2,a,1,a,2.1,a,10.6,a,5.2,a,2.7,i
Delaware,0.3,a,0.3,a,0.5,a,2.1,a,8.1,a,0.5,i
District of Columbia,0,a,0.3,a,0.3,a,5.6,a,6.5,a,0.8,i
Florida,0.6,a,1.9,a,2.5,a,16,a,7.5,a,5.6,i
Georgia,0.5,a,1,a,1.5,a,11.3,a,7.4,a,4.2,i
Hawaii,0.3,a,0.2,a,0.5,a,2.6,a,7,a,0.7,i
Idaho,0,a,0.1,a,0.2,a,1.9,a,4.1,a,0.7,i
Illinois,1.1,a,3.8,a,4.9,a,42.5,a,5.9,a,10.5,i
Indiana,0.5,a,0.9,a,1.4,a,16.7,a,5.3,a,4.9,i
Iowa,0.1,a,0.5,a,0.5,a,8.4,a,3.8,a,2.8,i
Kansas,0.2,a,0.7,a,0.9,a,6.4,a,3,a,2.2,i
Kentucky,0.7,a,0.7,a,1.4,a,8.8,a,3.4,a,3.1,i
Louisiana,0.6,a,1.3,a,1.8,a,10.5,a,6.8,a,3.4,i
Maine,0.2,a,0.1,a,0.3,a,2.6,a,6,a,1,i
Maryland,0.8,a,1.4,a,2.1,a,11.2,a,7.2,a,3.4,i
Massachusetts,1.5,a,1.5,a,3.1,a,18.6,a,5.3,a,5.4,i
Michigan,1,a,2.8,a,3.7,a,32.6,a,5.3,a,8.2,i
Minnesota,0.3,a,1.3,a,1.6,a,11.4,a,4.1,a,3.6,i
Mississippi,0.2,a,0.4,a,0.7,a,4.5,a,0.7,a,2.2,i
Missouri,0.1,a,1.2,a,1.3,a,14.5,a,4.6,a,4.5,i
Montana,0.1,a,0.2,a,0.2,a,2,a,1,a,0.7,i
Nebraska,0,a,0.6,a,0.7,a,4.4,a,1.7,a,1.4,i
Nevada,0,a,0.2,a,0.2,a,1.9,a,4.7,a,0.4,i
New Hampshire,0.1,a,0.1,a,0.2,a,1.8,a,8.1,a,0.7,i
New Jersey,1,a,2.2,a,3.2,a,24.8,a,4.3,a,6.5,i
New Mexico,0.1,a,0.2,a,0.3,a,3.2,a,2.6,a,1,i
New York,3.9,a,11.7,a,15.5,a,75.5,a,5.3,a,17.4,i
North Carolina,0.2,a,0.8,a,1.1,a,13.5,a,5.1,a,4.8,i
North Dakota,0,a,0.2,a,0.2,a,1.6,a,-3.5,a,0.6,i
Ohio,0.8,a,2.9,a,3.8,a,35.7,a,5.6,a,10.1,i
Oklahoma,0.4,a,0.7,a,1,a,6.5,a,4.8,a,2.4,i
Oregon,0.4,a,0.4,a,0.9,a,6.2,a,6.4,a,1.9,i
Pennsylvania,1.7,a,4.4,a,6.1,a,37.4,a,6.6,a,11.5,i
Rhode Island,0.2,a,0.3,a,0.4,a,2.9,a,5.6,a,0.9,i
South Carolina,0.2,a,0.3,a,0.5,a,5.5,a,8,a,2.5,i
South Dakota,0,a,0.1,a,0.1,a,1.6,a,-2.3,a,0.7,i
Tennessee,0.2,a,1.8,a,2,a,9.8,a,6.1,a,3.7,i
Texas,0.5,a,4.1,a,4.6,a,31.4,a,5.6,a,10.2,i
All states combined,25,a,67.2,a,92.2,a,684.5,a,5.8,a,188.6,i
Utah,0,a,0.3,a,0.3,a,3.1,a,1.1,a,1,i
Vermont,0.1,a,0.1,a,0.1,a,1.1,a,8.1,a,0.4,i
Virginia,0.2,a,1.2,a,1.4,a,12.7,a,7.2,a,4.2,i
Washington,0.5,a,2.1,a,2.7,a,11.4,a,0.5,a,3.1,i
West Virginia,0.3,a,0.2,a,0.5,a,4.9,a,4.4,a,1.8,i
Wisconsin,0.2,a,1.2,a,1.4,a,13.7,a,6.1,a,4.1,i
Wyoming,0,a,0.1,a,0.1,a,1.4,a,2.3,a,0.3,i
