State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,0.1,a,0.5,a,0.6,a,5.5,e,2.1,e,3.2,i
Alaska,0,i,0,i,0,i,0.8,e,2.1,e,0.2,i
Arizona,0,a,0.3,a,0.3,a,3.3,e,2.1,e,1.1,i
Arkansas,0.1,a,0.2,a,0.3,a,2.8,e,2.1,e,1.8,i
California,1.2,a,3.4,a,4.6,a,50.4,e,2.1,e,14,i
Colorado,0,a,0.4,a,0.5,a,4.4,e,2.1,e,1.6,i
Connecticut,0.6,a,0.6,a,1.1,a,7.3,e,2.1,e,2.4,i
Delaware,0.1,a,0.1,a,0.2,a,1.4,e,2.1,e,0.4,i
District of Columbia,0,a,0.1,a,0.1,a,3.8,e,2.1,e,0.8,i
Florida,0.2,a,1.1,a,1.3,a,10.9,e,2.1,e,4.2,i
Georgia,0.3,a,0.6,a,0.9,a,7.7,e,2.1,e,3.8,i
Hawaii,0.1,i,0.1,i,0.2,i,1.8,e,2.1,e,0.6,i
Idaho,0,a,0.1,a,0.1,a,1.4,e,2.1,e,0.6,i
Illinois,0.6,a,2.5,a,3.1,a,29.4,e,2.1,e,9.6,i
Indiana,0.3,a,0.5,a,0.8,a,11.6,e,2.1,e,4.4,i
Iowa,0,a,0.3,a,0.3,a,5.9,e,2.1,e,2.7,i
Kansas,0.2,a,0.5,a,0.7,a,4.6,e,2.1,e,2.1,i
Kentucky,0.1,a,0.4,a,0.5,a,6.2,e,2.1,e,3,i
Louisiana,0.3,a,0.8,a,1.1,a,7.2,e,2.1,e,3.1,i
Maine,0.1,a,0.1,a,0.2,a,1.8,e,2.1,e,1,i
Maryland,0.5,a,0.9,a,1.4,a,7.6,e,2.1,e,2.9,i
Massachusetts,1,a,1.1,a,2.2,a,13,e,2.1,e,5,i
Michigan,0.6,a,1.2,a,1.8,a,22.7,e,2.1,e,7.4,i
Minnesota,0.1,a,0.6,a,0.7,a,8,e,2.1,e,3.3,i
Mississippi,0.1,a,0.2,a,0.3,a,3.3,e,2.1,e,2.2,i
Missouri,0,a,0.7,a,0.7,a,10.1,e,2.1,e,4.2,i
Montana,0,a,0.1,a,0.1,a,1.5,e,2.2,e,0.6,i
Nebraska,0,a,0.5,a,0.5,a,3.2,e,2.1,e,1.4,i
Nevada,0,a,0.1,a,0.1,a,1.4,e,2.2,e,0.2,i
New Hampshire,0.1,a,0.1,a,0.1,a,1.2,e,2.1,e,0.6,i
New Jersey,0.9,a,1.4,a,2.3,a,17.4,e,2.1,e,5.7,i
New Mexico,0,a,0.2,a,0.2,a,2.3,e,2.1,e,0.9,i
New York,2,a,7.8,a,9.8,a,52.5,e,2.1,e,16.2,i
North Carolina,0.3,a,0.5,a,0.8,a,9.4,e,2.1,e,4.4,i
North Dakota,0,a,0.1,a,0.1,a,1.2,e,2.1,e,0.6,i
Ohio,0.7,a,1.9,a,2.7,a,24.7,e,2.1,e,9.1,i
Oklahoma,0.2,a,0.4,a,0.6,a,4.6,e,2.1,e,2.3,i
Oregon,0.2,a,0.3,a,0.5,a,4.2,e,2.1,e,1.7,i
Pennsylvania,1.2,a,2.3,a,3.5,a,25.7,e,2.1,e,11.1,i
Rhode Island,0.1,a,0.2,a,0.3,a,2,e,2.1,e,0.8,i
South Carolina,0.2,a,0.2,a,0.4,a,3.8,e,2.2,e,2.3,i
South Dakota,0,a,0,a,0,a,1.2,e,2.1,e,0.7,i
Tennessee,0.1,a,0.9,a,1,a,6.7,e,2.1,e,3.5,i
Texas,0.2,a,2.7,a,2.9,a,21.8,e,2.1,e,9,i
All states combined,13.7,a,39.3,a,53,a,474,a,2.1,a,170.4,i
Utah,0,a,0.2,a,0.2,a,2.2,e,2.1,e,0.8,i
Vermont,0,a,0,a,0.1,a,0.7,e,2.1,e,0.4,i
Virginia,0.2,a,0.6,a,0.8,a,8.7,e,2.1,e,3.8,i
Washington,0.3,a,1.1,a,1.3,a,8.3,e,2.1,e,2.7,i
West Virginia,0.3,a,0.1,a,0.4,a,3.4,e,2.1,e,1.9,i
Wisconsin,0,a,0.6,a,0.6,a,9.5,e,2.1,e,3.8,i
Wyoming,0,a,0.1,a,0.1,a,1,e,2.1,e,0.3,i
