State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,8.7,a,21.6,a,30.3,a,186.3,a,0.7,a,4.8,e
Alaska,5.9,a,3.6,a,9.5,a,57.7,a,5.5,a,0.7,e
Arizona,14.5,a,35,a,49.5,a,268.3,a,1.9,a,6.6,e
Arkansas,3.7,a,10.3,a,14,a,108.7,a,0.4,a,3,e
California,153.5,a,266.6,a,420.1,a,"2,144.50",a,2.5,a,37.9,e
Colorado,16,a,35.4,a,51.4,a,273.5,a,1.8,a,5.2,e
Connecticut,32,a,10.9,a,42.8,a,243.8,a,0.7,a,3.6,e
Delaware,5.8,a,2.4,a,8.2,a,62,a,-0.1,a,0.9,e
District of Columbia,0,a,11.6,a,11.6,a,112.7,a,0.6,a,0.6,e
Florida,38.2,a,108.8,a,146.9,a,769.3,a,0.7,a,19.3,e
Georgia,13.4,a,42.4,a,55.8,a,444.1,a,1,a,9.9,e
Hawaii,8.4,a,5.6,a,14,a,73.6,a,2.1,a,1.4,e
Idaho,3.9,a,2.3,a,6.2,a,57.8,a,-0.1,a,1.6,e
Illinois,64.3,a,81.9,a,146.2,a,720.7,a,1.9,a,12.9,e
Indiana,22.5,a,27.4,a,49.9,a,297.6,a,0.4,a,6.5,e
Iowa,6.2,a,12,a,18.2,a,157.3,a,4,a,3.1,e
Kansas,6.9,a,19.9,a,26.7,a,140.5,a,1.4,a,2.9,e
Kentucky,15.1,a,27.5,a,42.6,a,176.3,a,1.2,a,4.4,e
Louisiana,18.7,a,20.5,a,39.3,a,233.6,a,-0.2,a,4.6,e
Maine,5.6,a,3,a,8.6,a,52.9,a,-0.4,a,1.3,e
Maryland,25.8,a,20.4,a,46.2,a,334.8,a,0.2,a,5.9,e
Massachusetts,79.5,a,16.4,a,95.9,a,444.3,a,2.2,a,6.7,e
Michigan,30.8,a,46.3,a,77.1,a,418.9,a,1.8,a,9.9,e
Minnesota,13.2,a,35.1,a,48.4,a,294.3,a,1.3,a,5.4,e
Mississippi,7.2,a,7.4,a,14.6,a,99.6,a,0.9,a,3,e
Missouri,20.4,a,25.8,a,46.2,a,268.8,a,0.8,a,6,e
Montana,4,a,1.8,a,5.8,a,42,a,1.3,a,1,e
Nebraska,2.1,a,13,a,15.1,a,102.3,a,-0.1,a,1.9,e
Nevada,3.9,a,24.8,a,28.7,a,128,a,-1.3,a,2.7,e
New Hampshire,8,a,2.8,a,10.8,a,67.7,a,1.3,a,1.3,e
New Jersey,64.9,a,38.1,a,103,a,519.7,a,1.7,a,8.8,e
New Mexico,7.6,a,8.9,a,16.5,a,87.6,a,0.5,a,2.1,e
New York,135.9,a,204.6,a,340.5,a,"1,322.50",a,4.2,a,19.6,e
North Carolina,18.3,a,32.5,a,50.8,a,439.6,a,0.1,a,9.7,e
North Dakota,2.1,a,2.9,a,4.9,a,51.3,a,22.4,a,0.7,e
Ohio,33.6,a,47.6,a,81.2,a,540.8,a,0.4,a,11.5,e
Oklahoma,10,a,8.9,a,18.8,a,173.5,a,5,a,3.8,e
Oregon,13.8,a,20.7,a,34.5,a,174.5,a,0.4,a,3.9,e
Pennsylvania,46.2,a,83.3,a,129.5,a,641.3,a,1.6,a,12.8,e
Rhode Island,9.2,a,2.7,a,11.9,a,51.6,a,0.7,a,1.1,e
South Carolina,14.9,a,26.1,a,41,a,175.4,a,0.7,a,4.7,e
South Dakota,3.6,a,2.2,a,5.9,a,43.4,a,1.5,a,0.8,e
Tennessee,6.2,a,30.9,a,37,a,283.7,a,3.2,a,6.5,e
Texas,45.6,a,225.2,a,270.8,a,"1,411.40",a,5,a,26.1,e
All states combined,"1,148.90",a,"1,800.90",a,"2,949.80",a,"16,197.00",a,2.2,a,313.8,e
Utah,7.1,a,12.7,a,19.7,a,128.7,a,1.3,a,2.9,e
Vermont,3.4,a,1.2,a,4.6,a,28.9,a,0.5,a,0.6,e
Virginia,27.8,a,37.5,a,65.3,a,445,a,0.8,a,8.2,e
Washington,29.1,a,47,a,76.1,a,400.9,a,3.4,a,6.9,e
West Virginia,7.3,a,3.6,a,10.9,a,69.4,a,-0.4,a,1.9,e
Wisconsin,23,a,20.6,a,43.6,a,274.3,a,1.5,a,5.7,e
Wyoming,1.3,a,1.1,a,2.4,a,38.4,a,-2.4,a,0.6,e
