State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,6.4,a,15.3,a,21.6,a,146.5,a,6.4,a,4.5,i
Alaska,5.7,a,2.9,a,8.6,a,35,a,3.8,a,0.7,i
Arizona,6.8,a,23.1,a,29.8,a,205.4,a,4.2,a,5.8,i
Arkansas,3.7,a,6.7,a,10.4,a,84.6,a,4.8,a,2.7,i
California,105.5,a,164.9,a,270.4,a,"1,632.20",a,4.2,a,35.6,i
Colorado,10,a,24,a,33.9,a,204,a,0.9,a,4.6,i
Connecticut,22.9,a,7.9,a,30.9,a,198.7,a,6.7,a,3.5,i
Delaware,4.2,a,1.9,a,6.1,a,51.4,a,4.7,a,0.8,i
District of Columbia,0,a,6.5,a,6.5,a,80.5,a,5.1,a,0.6,i
Florida,26.8,a,83.1,a,109.9,a,635.5,a,5.8,a,17.4,i
Georgia,8.7,a,26.2,a,34.8,a,364.3,a,4.6,a,8.9,i
Hawaii,5.7,a,3.4,a,9.1,a,53.8,a,6.7,a,1.3,i
Idaho,2.4,a,1.6,a,4,a,43.7,a,5.6,a,1.4,i
Illinois,48.7,a,53.6,a,102.3,a,558.7,a,2.7,a,12.6,i
Indiana,14.7,a,16.5,a,31.2,a,236.9,a,3.4,a,6.2,i
Iowa,4.9,a,6.5,a,11.3,a,116.7,a,8.1,a,2.9,i
Kansas,4.6,a,11.5,a,16.1,a,97.7,a,0.3,a,2.7,i
Kentucky,8.1,a,21,a,29.1,a,134.2,a,2.7,a,4.1,i
Louisiana,10.2,a,12,a,22.2,a,169.9,a,4.7,a,4.5,i
Maine,4.6,a,2.3,a,6.9,a,44.5,a,3.5,a,1.3,i
Maryland,15.2,a,14.2,a,29.4,a,246.8,a,5.1,a,5.5,i
Massachusetts,57.2,a,21.9,a,79.1,a,330.7,a,2.6,a,6.5,i
Michigan,25,a,36.6,a,61.7,a,381.2,a,0.1,a,10.1,i
Minnesota,6.7,a,27,a,33.7,a,230.3,a,4.1,a,5.1,i
Mississippi,4.4,a,5.9,a,10.3,a,77.2,a,2.1,a,2.9,i
Missouri,16.2,a,14.2,a,30.4,a,214.2,a,2.2,a,5.8,i
Montana,3,a,1.2,a,4.3,a,27.9,a,4.5,a,0.9,i
Nebraska,1.9,a,6.9,a,8.8,a,70.3,a,2.3,a,1.7,i
Nevada,3.8,a,14.2,a,18.1,a,104.4,a,11.5,a,2.3,i
New Hampshire,6.5,a,2.2,a,8.8,a,54.1,a,3.1,a,1.3,i
New Jersey,40.6,a,28.5,a,69.1,a,422.9,a,1.6,a,8.6,i
New Mexico,5.4,a,4.3,a,9.7,a,69.7,a,7.4,a,1.9,i
New York,97.9,a,123.5,a,221.4,a,955.2,a,2.5,a,19.3,i
North Carolina,14.1,a,23.9,a,38,a,328,a,3.8,a,8.5,i
North Dakota,1.7,a,1.5,a,3.1,a,23.2,a,1,a,0.6,i
Ohio,21.8,a,35.7,a,57.6,a,445.5,a,2.2,a,11.5,i
Oklahoma,7,a,6.3,a,13.3,a,113.1,a,3.3,a,3.5,i
Oregon,10.5,a,14.3,a,24.8,a,136.2,a,5,a,3.6,i
Pennsylvania,26,a,70.4,a,96.4,a,481.7,a,2.8,a,12.4,i
Rhode Island,6.5,a,1.7,a,8.2,a,43.2,a,4.5,a,1.1,i
South Carolina,11.9,a,14.8,a,26.7,a,135.2,a,1.3,a,4.2,i
South Dakota,2.6,a,1.2,a,3.8,a,29.6,a,4.2,a,0.8,i
Tennessee,3.6,a,20.9,a,24.4,a,218,a,4.6,a,5.9,i
Texas,23.3,a,123.5,a,146.8,a,906.3,a,5.2,a,22.4,i
All states combined,779.5,a,"1,197.00",a,"1,976.60",a,"12,213.70",a,3.8,a,293,i
Utah,5,a,9.3,a,14.3,a,85.7,a,5.2,a,2.4,i
Vermont,2.5,a,0.8,a,3.3,a,22.7,a,5,a,0.6,i
Virginia,15.4,a,24.7,a,40.1,a,332.3,a,4.6,a,7.5,i
Washington,15.8,a,34.6,a,50.4,a,270.1,a,1.8,a,6.2,i
West Virginia,4.6,a,3.5,a,8.1,a,49.3,a,1.4,a,1.8,i
Wisconsin,17.7,a,17.6,a,35.3,a,215.1,a,3.3,a,5.5,i
Wyoming,0.9,a,0.9,a,1.8,a,23.2,a,3,a,0.5,i
