State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,1,a,3,a,4.1,a,36.1,a,-1.7,a,3.9,a
Alaska,1.5,a,2.5,a,4,a,15.3,a,28.7,a,0.4,a
Arizona,0.1,a,4.7,a,4.8,a,30.8,a,2.6,a,2.7,a
Arkansas,0.4,a,1.7,a,2,a,20.3,a,-2.6,a,2.3,a
California,8.4,a,15.8,a,24.2,a,328,a,2.5,a,23.7,a
Colorado,0.5,a,3.3,a,3.8,a,38.3,a,4.1,a,2.9,a
Connecticut,3.9,a,1.9,a,5.8,a,40.8,a,1.5,a,3.1,a
Delaware,1,a,0.6,a,1.6,a,7.9,a,-0.8,a,0.6,a
District of Columbia,0,a,2.7,a,2.7,a,19.9,a,-1.1,a,0.6,a
Florida,2.6,a,7.8,a,10.5,a,97.9,a,4.1,a,9.7,a
Georgia,1.4,a,4.8,a,6.2,a,56.2,a,0,a,5.5,a
Hawaii,1.9,a,0.3,a,2.2,a,13.4,a,3.4,a,1,a
Idaho,0.3,a,0.3,a,0.7,a,9.9,a,-2.1,a,0.9,a
Illinois,6.3,a,9,a,15.3,a,145.3,a,-4.3,a,11.4,a
Indiana,0.6,a,3.3,a,3.9,a,58.9,a,-6.8,a,5.5,a
Iowa,0.4,a,1.9,a,2.3,a,34.6,a,-5.3,a,2.9,a
Kansas,0.4,a,2.8,a,3.3,a,28.3,a,-1.3,a,2.4,a
Kentucky,3,a,4.4,a,7.4,a,37,a,-5.3,a,3.7,a
Louisiana,3,a,4.1,a,7.1,a,63.9,a,13.5,a,4.2,a
Maine,0.7,a,0.6,a,1.3,a,10.3,a,0.8,a,1.1,a
Maryland,3.5,a,4,a,7.5,a,47.5,a,-0.1,a,4.2,a
Massachusetts,5.8,a,4.5,a,10.2,a,69.7,a,1.5,a,5.7,a
Michigan,2.9,a,8.2,a,11.1,a,104.1,a,-9.4,a,9.3,a
Minnesota,2.1,a,6.6,a,8.7,a,50.2,a,-1.7,a,4.1,a
Mississippi,0.8,a,1.3,a,2.1,a,21.4,a,-2.1,a,2.5,a
Missouri,1,a,3.2,a,4.2,a,52.4,a,-5,a,4.9,a
Montana,0.3,a,0.5,a,0.9,a,8.9,a,0.2,a,0.8,a
Nebraska,0.2,a,4.4,a,4.6,a,18.3,a,-3.7,a,1.6,a
Nevada,0.5,a,0.8,a,1.3,a,11.6,a,3.6,a,0.8,a
New Hampshire,0.9,a,0.4,a,1.3,a,9.3,a,1.7,a,0.9,a
New Jersey,6.5,a,6.1,a,12.6,a,88.3,a,0,a,7.4,a
New Mexico,0.7,a,1.2,a,1.9,a,15.7,a,9.8,a,1.3,a
New York,23.6,a,22.9,a,46.5,a,235.7,a,-0.7,a,17.6,a
North Carolina,1.3,a,3.2,a,4.4,a,58.8,a,-1.1,a,5.9,a
North Dakota,0.2,a,0.6,a,0.8,a,7.6,a,-2.9,a,0.7,a
Ohio,4,a,6.5,a,10.5,a,121.2,a,-5.1,a,10.8,a
Oklahoma,1.5,a,1.8,a,3.4,a,37.6,a,9.3,a,3,a
Oregon,4.9,a,2.1,a,7,a,30,a,-3,a,2.6,a
Pennsylvania,6.3,a,14,a,20.4,a,127.2,a,-3.2,a,11.9,a
Rhode Island,1.5,a,0.6,a,2,a,9.6,a,-0.2,a,0.9,a
South Carolina,1.9,a,1.4,a,3.3,a,27.6,a,-0.7,a,3.1,a
South Dakota,0.7,a,0.4,a,1.1,a,6.8,a,-7.7,a,0.7,a
Tennessee,1.4,a,4.6,a,6,a,45,a,-2.2,a,4.6,a
Texas,2.5,a,18.2,a,20.7,a,203.1,a,8.5,a,14.2,a
All states combined,122,a,214,a,336,a,"2,857.30",a,-0.3,a,226.5,a
Utah,0.5,a,0.9,a,1.4,a,15.3,a,2.4,a,1.5,a
Vermont,0.7,a,0.1,a,0.8,a,4.9,a,1.2,a,0.5,a
Virginia,1.9,a,3.9,a,5.9,a,58.7,a,0.8,a,5.3,a
Washington,1.6,a,10,a,11.6,a,52.7,a,-0.8,a,4.1,a
West Virginia,1.8,a,1.4,a,3.2,a,18.4,a,-3.1,a,1.9,a
Wisconsin,2.4,a,3.2,a,5.7,a,52.9,a,-3.2,a,4.7,a
Wyoming,0.4,a,0.8,a,1.2,a,10.4,a,18.6,a,0.5,a
