State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,4.1,a,8.4,a,12.5,a,104.1,a,5,a,4.3,i
Alaska,3.3,a,3.8,a,7.1,a,25.7,a,15.7,a,0.6,i
Arizona,2.7,a,18.5,a,21.3,a,132.4,a,3.2,a,4.6,i
Arkansas,2.2,a,3.8,a,6,a,59.9,a,4.5,a,2.6,i
California,45.3,a,110.8,a,156.1,a,"1,070.50",a,4.6,a,32.6,i
Colorado,3.4,a,16,a,19.4,a,136.7,a,11.3,a,4,i
Connecticut,17.1,a,4.6,a,21.6,a,138.6,a,8.1,a,3.4,i
Delaware,3.4,a,1.3,a,4.7,a,33,a,13.5,a,0.7,i
District of Columbia,0,a,4.3,a,4.3,a,52.5,a,21.9,a,0.6,i
Florida,16,a,54.4,a,70.4,a,401.7,a,10.7,a,15,i
Georgia,6.2,a,19.7,a,25.9,a,242.6,a,9.4,a,7.6,i
Hawaii,5.3,a,2.1,a,7.4,a,37.7,a,6.9,a,1.2,i
Idaho,1.6,a,1,a,2.6,a,29.4,a,-6.3,a,1.2,i
Illinois,23.8,a,28.4,a,52.2,a,415.8,a,10.3,a,12.1,i
Indiana,6.8,a,10,a,16.8,a,170.5,a,7.3,a,5.9,i
Iowa,2,a,4.2,a,6.3,a,82.6,a,5.3,a,2.9,i
Kansas,1.2,a,7.6,a,8.8,a,74.7,a,10.1,a,2.6,i
Kentucky,7.1,a,13.9,a,21,a,104.6,a,11.3,a,3.9,i
Louisiana,7,a,9.2,a,16.2,a,116.5,a,24.3,a,4.4,i
Maine,3.2,a,1.6,a,4.8,a,30.6,a,7.6,a,1.3,i
Maryland,9.9,a,12.6,a,22.5,a,159.3,a,11.6,a,5.1,i
Massachusetts,29.4,a,12.1,a,41.5,a,237.3,a,5.2,a,6.2,i
Michigan,14.4,a,21.1,a,35.6,a,299.8,a,7.6,a,9.7,i
Minnesota,4.9,a,18.6,a,23.5,a,155.9,a,6.3,a,4.7,i
Mississippi,2.5,a,4.5,a,7,a,58.3,a,6,a,2.8,i
Missouri,7.6,a,7.5,a,15.1,a,163.2,a,12.7,a,5.4,i
Montana,2.1,a,1.2,a,3.3,a,19.3,a,17.8,a,0.9,i
Nebraska,1.5,a,4.7,a,6.2,a,49.9,a,5.6,a,1.7,i
Nevada,2.8,a,7.5,a,10.3,a,60.6,a,21.5,a,1.7,i
New Hampshire,5.8,a,1.2,a,7.1,a,38.2,a,2.5,a,1.2,i
New Jersey,26.6,a,16.7,a,43.3,a,307.9,a,12.1,a,8.2,i
New Mexico,2.5,a,3.9,a,6.3,a,52.5,a,10.8,a,1.7,i
New York,74.1,a,77.5,a,151.5,a,718.3,a,15.3,a,18.7,i
North Carolina,5.7,a,18.2,a,23.9,a,233.9,a,13.6,a,7.6,i
North Dakota,0.9,a,1,a,1.9,a,15.7,a,-0.5,a,0.6,i
Ohio,13.4,a,17.7,a,31.1,a,343.5,a,11,a,11.2,i
Oklahoma,3.8,a,5.8,a,9.6,a,79.1,a,10.7,a,3.4,i
Oregon,5.8,a,7.3,a,13.1,a,100.9,a,-7,a,3.2,i
Pennsylvania,15.4,a,44.5,a,59.9,a,356.1,a,11.6,a,12.2,i
Rhode Island,5.3,a,1.1,a,6.4,a,28.9,a,11.1,a,1,i
South Carolina,5.3,a,8.8,a,14.1,a,97.4,a,8.8,a,3.8,i
South Dakota,1.8,a,0.8,a,2.7,a,19,a,-5.9,a,0.7,i
Tennessee,3.3,a,12.2,a,15.5,a,154.4,a,7.8,a,5.4,i
Texas,12.5,a,65.9,a,78.3,a,610.3,a,15.8,a,19.6,i
All states combined,456.7,a,764.8,a,"1,221.50",a,"8,577.60",a,4.4,a,271.2,i
Utah,2.5,a,9.5,a,12,a,57.7,a,13.5,a,2.1,i
Vermont,2,a,0.6,a,2.7,a,15.4,a,-0.1,a,0.6,i
Virginia,9.9,a,17.5,a,27.5,a,217.3,a,11.6,a,6.8,i
Washington,9.5,a,24.1,a,33.6,a,193.9,a,19.3,a,5.6,i
West Virginia,3,a,3.7,a,6.7,a,38.8,a,16.5,a,1.8,i
Wisconsin,9.8,a,12,a,21.8,a,153.2,a,6.8,a,5.2,i
Wyoming,0.9,a,1.2,a,2.1,a,14.7,a,17.3,a,0.5,i
