State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,1.3,a,3.3,a,4.6,a,40.3,a,1.8,a,3.9,i
Alaska,2.4,a,2.8,a,5.2,a,21.8,a,30.5,a,0.4,i
Arizona,0.1,a,5.2,a,5.3,a,34.3,a,1.8,a,2.8,i
Arkansas,0.5,a,1.9,a,2.3,a,22.9,a,3.1,a,2.3,i
California,9,a,17.3,a,26.3,a,368.8,a,2.7,a,24.2,i
Colorado,0.7,a,3.7,a,4.5,a,44,a,4.8,a,2.9,i
Connecticut,4.4,a,2,a,6.4,a,45.6,a,2.3,a,3.1,i
Delaware,1.1,a,0.7,a,1.8,a,8.8,a,2.2,a,0.6,i
District of Columbia,0,a,2.7,a,2.7,a,21.7,a,0,a,0.6,i
Florida,2.8,a,9.8,a,12.6,a,112.2,a,4.7,a,10,i
Georgia,1.4,a,5.5,a,6.9,a,63.8,a,3.6,a,5.6,i
Hawaii,1.9,a,0.3,a,2.1,a,14.6,a,0,a,1,i
Idaho,0.4,a,0.4,a,0.8,a,10.7,a,-1.6,a,1,i
Illinois,6.9,a,9.6,a,16.5,a,159.6,a,0.4,a,11.4,i
Indiana,1,a,3.4,a,4.4,a,64.7,a,0.4,a,5.5,i
Iowa,0.4,a,2,a,2.4,a,38.3,a,1.1,a,2.9,i
Kansas,0.4,a,3.6,a,4,a,32,a,3.2,a,2.4,i
Kentucky,3,a,4.4,a,7.5,a,41.1,a,1.4,a,3.7,i
Louisiana,3.5,a,5.2,a,8.7,a,77.2,a,10.3,a,4.2,i
Maine,0.8,a,0.6,a,1.4,a,11.3,a,0.2,a,1.1,i
Maryland,4,a,4.5,a,8.5,a,53.1,a,2.1,a,4.3,i
Massachusetts,6.3,a,4.5,a,10.7,a,77.8,a,2,a,5.8,i
Michigan,3.5,a,8.2,a,11.7,a,114.7,a,0.6,a,9.3,i
Minnesota,2.4,a,5.5,a,7.9,a,55.4,a,0.8,a,4.1,i
Mississippi,0.8,a,1.4,a,2.2,a,24,a,2.8,a,2.5,i
Missouri,1.3,a,3.2,a,4.6,a,57.8,a,0.7,a,4.9,i
Montana,0.3,a,0.9,a,1.2,a,10.2,a,4.4,a,0.8,i
Nebraska,0.2,a,4.5,a,4.7,a,20.9,a,4.2,a,1.6,i
Nevada,0.6,a,0.8,a,1.4,a,13.2,a,3.7,a,0.8,i
New Hampshire,1,a,0.4,a,1.5,a,10.5,a,3.4,a,0.9,i
New Jersey,7.6,a,6.6,a,14.2,a,98.8,a,2.1,a,7.4,i
New Mexico,0.8,a,1.9,a,2.7,a,18.5,a,7.5,a,1.3,i
New York,24.7,a,22.5,a,47.2,a,261.8,a,1.5,a,17.6,i
North Carolina,1.4,a,3.6,a,5,a,65.9,a,2.4,a,6,i
North Dakota,0.2,a,0.6,a,0.8,a,10,a,18.9,a,0.7,i
Ohio,4.7,a,6.6,a,11.3,a,132.8,a,0.1,a,10.8,i
Oklahoma,1.7,a,2.1,a,3.9,a,45.4,a,10.4,a,3,i
Oregon,5.9,a,2.4,a,8.3,a,31.6,a,-3.8,a,2.7,i
Pennsylvania,6.3,a,13.1,a,19.4,a,138.6,a,-0.5,a,11.9,i
Rhode Island,1.7,a,0.6,a,2.3,a,10.7,a,1.8,a,1,i
South Carolina,2.5,a,1.6,a,4.1,a,31,a,2.7,a,3.2,i
South Dakota,0.7,a,0.4,a,1.1,a,7.7,a,3.5,a,0.7,i
Tennessee,1.5,a,5.1,a,6.5,a,50.3,a,2.1,a,4.6,i
Texas,2.7,a,19.9,a,22.5,a,245.2,a,10.3,a,14.5,i
All states combined,135,a,229,a,364,a,"3,207.00",a,2.5,a,228.7,i
Utah,0.6,a,1.6,a,2.2,a,17.3,a,3.3,a,1.5,i
Vermont,0.7,a,0.2,a,0.9,a,5.4,a,2.3,a,0.5,i
Virginia,2.1,a,4.1,a,6.3,a,66.2,a,3.1,a,5.4,i
Washington,1.8,a,11.4,a,13.2,a,58.9,a,2.2,a,4.2,i
West Virginia,1.8,a,1.9,a,3.7,a,19.8,a,-1.6,a,1.9,i
Wisconsin,2.6,a,3.5,a,6.1,a,57.5,a,-0.7,a,4.7,i
Wyoming,0.5,a,1.1,a,1.5,a,12.7,a,11.3,a,0.5,i
