State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,6.3,a,14,i,20.2,i,133.7,a,2.6,a,4.5,i
Alaska,5.8,a,3.1,i,8.9,i,31.8,a,-1.7,a,0.7,i
Arizona,5.6,a,22.7,i,28.2,i,192.8,a,6.4,a,5.6,i
Arkansas,3.3,a,6.2,i,9.5,i,78.2,a,3.9,a,2.7,i
California,95.2,a,151.7,i,246.9,i,"1,527.30",a,4.7,a,35.3,i
Colorado,8.9,a,22.6,i,31.6,i,196.5,a,0.7,a,4.5,i
Connecticut,22.5,a,7.5,i,30,i,181.3,a,1,a,3.5,i
Delaware,4.4,a,1.7,i,6.1,i,47.8,a,2,a,0.8,i
District of Columbia,0,a,6,i,6,i,74.1,a,2,a,0.6,i
Florida,22,a,76.6,i,98.6,i,583.7,a,4.4,a,17,i
Georgia,8.9,a,26.1,i,35,i,340.4,a,2.6,a,8.7,i
Hawaii,5.7,a,3.1,i,8.7,i,48.9,a,5.1,a,1.2,i
Idaho,2.6,a,1.5,i,4.1,i,40.3,a,2.8,a,1.4,i
Illinois,46.7,a,49.9,i,96.6,i,529.5,a,1.2,a,12.6,i
Indiana,11.9,a,15.6,i,27.4,i,223.5,a,3.8,a,6.2,i
Iowa,4.3,a,6.1,i,10.4,i,105.1,a,4.2,a,2.9,i
Kansas,2.5,a,10.8,i,13.3,i,94.6,a,1.7,a,2.7,i
Kentucky,7.1,a,20.5,i,27.6,i,127,a,2.3,a,4.1,i
Louisiana,9.8,a,11.9,i,21.6,i,154.4,a,3.8,a,4.5,i
Maine,4.4,a,2.2,i,6.6,i,41.8,a,2.2,a,1.3,i
Maryland,13,a,13.8,i,26.7,i,228.7,a,2.6,a,5.5,i
Massachusetts,48.5,a,21,i,69.5,i,315.3,a,2.5,a,6.5,i
Michigan,22.5,a,34.5,i,57,i,373.8,a,2,a,10.1,i
Minnesota,7.2,a,26.3,i,33.5,i,215.2,a,4.5,a,5,i
Mississippi,4.2,a,5.8,i,10,i,73.3,a,4.1,a,2.9,i
Missouri,13.9,a,12.9,i,26.7,i,204,a,2,a,5.7,i
Montana,2.9,a,1.2,i,4.1,i,25.6,a,4,a,0.9,i
Nebraska,2.1,a,6.3,i,8.4,i,66.4,a,5.6,a,1.7,i
Nevada,3.6,a,13.2,i,16.8,i,90.8,a,5,a,2.2,i
New Hampshire,5.6,a,2,i,7.6,i,51.4,a,4.4,a,1.3,i
New Jersey,33.6,a,27,i,60.6,i,405.2,a,2.6,a,8.6,i
New Mexico,4.6,a,4.2,i,8.8,i,62.9,a,3.8,a,1.9,i
New York,91.6,a,115.4,i,207,i,905.3,a,0.3,a,19.2,i
North Carolina,12.1,a,23.1,i,35.2,i,309.3,a,2.3,a,8.4,i
North Dakota,1.6,a,1.4,i,3,i,22.1,a,6.2,a,0.6,i
Ohio,21.1,a,33.5,i,54.6,i,424.9,a,1.5,a,11.4,i
Oklahoma,6.7,a,6.2,i,12.9,i,105.2,a,1.5,a,3.5,i
Oregon,7.5,a,12.7,i,20.2,i,127.2,a,4.2,a,3.6,i
Pennsylvania,24.3,a,66.6,i,90.9,i,455.1,a,2.2,a,12.4,i
Rhode Island,6.2,a,1.6,i,7.8,i,40.3,a,3.7,a,1.1,i
South Carolina,11,a,13.8,i,24.7,i,130.3,a,3.5,a,4.1,i
South Dakota,2.6,a,1.2,i,3.8,i,27.4,a,2.1,a,0.8,i
Tennessee,3.5,a,19.2,i,22.7,i,203.8,a,3,a,5.9,i
Texas,14.6,a,111.1,i,125.8,i,829.8,a,0.6,a,22.1,i
All states combined,697.9,a,"1,120.80",i,"1,818.70",i,"11,458.20",a,2.9,a,290.3,i
Utah,5.1,a,8.9,i,14,i,79.1,a,2,a,2.4,i
Vermont,2.5,a,0.8,i,3.3,i,21.1,a,3.5,a,0.6,i
Virginia,13.5,a,23.2,i,36.7,i,310,a,3.8,a,7.4,i
Washington,14.6,a,33.3,i,47.9,i,258.3,a,1.9,a,6.1,i
West Virginia,4.3,a,3.5,i,7.8,i,46.7,a,0.1,a,1.8,i
Wisconsin,14.8,a,16.5,i,31.3,i,203.1,a,2.9,a,5.5,i
Wyoming,1.1,a,1,i,2.1,i,21,a,2.5,a,0.5,i
