State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,1,a,2,a,3,a,24.3,a,8,a,3.7,i
Alaska,0.8,a,0.6,a,1.4,a,7.5,a,13.8,a,0.4,i
Arizona,0.1,a,2.3,a,2.4,a,17,a,5.2,a,2.3,i
Arkansas,0.1,a,1,a,1.1,a,13.7,a,8.8,a,2.1,i
California,6.5,a,13.9,a,20.4,a,197.3,a,4.9,a,22.1,i
Colorado,0.1,a,2,a,2.1,a,22.3,a,4.6,a,2.6,i
Connecticut,3.1,a,1.9,a,5,a,26.2,a,3.7,a,3.1,i
Delaware,0.7,a,0.4,a,1.1,a,5.5,a,3.2,a,0.6,i
District of Columbia,0,a,2.4,a,2.4,a,13.9,a,4,a,0.7,i
Florida,1.7,a,5.4,a,7.1,a,58.7,a,0.7,a,8.4,i
Georgia,1.3,a,2.7,a,4,a,36.4,a,7.9,a,5.1,i
Hawaii,1.3,a,0.3,a,1.6,a,8.5,a,-1.1,a,0.9,i
Idaho,0,a,0.2,a,0.3,a,6.6,a,7.1,a,0.8,i
Illinois,3.4,a,7.1,a,10.5,a,104.8,a,3.6,a,11.3,i
Indiana,0.6,a,2.2,a,2.8,a,43.8,a,10.1,a,5.4,i
Iowa,0.1,a,1.2,a,1.3,a,24.4,a,5.3,a,2.9,i
Kansas,0.4,a,1.7,a,2.1,a,19,a,6.6,a,2.3,i
Kentucky,2,a,2.1,a,4.1,a,26,a,8.2,a,3.5,i
Louisiana,1.5,a,2.9,a,4.3,a,34.4,a,6.3,a,4,i
Maine,0.5,a,0.4,a,1,a,7,a,10.2,a,1.1,i
Maryland,2.5,a,3.3,a,5.8,a,32.6,a,4.4,a,4.1,i
Massachusetts,5,a,3.8,a,8.8,a,45.5,a,2.9,a,5.7,i
Michigan,1.9,a,6.9,a,8.8,a,78.8,a,11.4,a,9.1,i
Minnesota,1,a,3.8,a,4.8,a,32.8,a,4.9,a,4,i
Mississippi,0.8,a,1,a,1.8,a,14.6,a,12.2,a,2.4,i
Missouri,0.3,a,2.5,a,2.8,a,37.2,a,6.9,a,4.8,i
Montana,0.1,a,0.4,a,0.5,a,6,a,9.6,a,0.7,i
Nebraska,0.1,a,2.5,a,2.6,a,13,a,4.1,a,1.5,i
Nevada,0.1,a,0.6,a,0.7,a,6.3,a,7.4,a,0.7,i
New Hampshire,0.3,a,0.4,a,0.7,a,5.5,a,7.9,a,0.8,i
New Jersey,4,a,5,a,9,a,60.5,a,2.3,a,7.3,i
New Mexico,0.2,a,0.6,a,0.8,a,9.3,a,8.3,a,1.2,i
New York,20.5,a,25.6,a,46,a,163.3,a,-0.3,a,17.8,i
North Carolina,0.7,a,1.9,a,2.6,a,40.5,a,6.5,a,5.5,i
North Dakota,0.1,a,0.3,a,0.4,a,5.1,a,-1.6,a,0.6,i
Ohio,3,a,5.5,a,8.5,a,87.4,a,6,a,10.7,i
Oklahoma,0.9,a,1.3,a,2.3,a,20.8,a,8.7,a,2.8,i
Oregon,2,a,1.3,a,3.4,a,19.8,a,11.3,a,2.4,i
Pennsylvania,5.9,a,9.7,a,15.6,a,90.7,a,2.2,a,11.8,i
Rhode Island,0.5,a,0.5,a,1,a,6.5,a,3.1,a,0.9,i
South Carolina,1,a,1.1,a,2.2,a,18.2,a,7.5,a,2.9,i
South Dakota,0.1,a,0.1,a,0.2,a,4.6,a,0.1,a,0.7,i
Tennessee,1,a,3.1,a,4.1,a,30.5,a,8.7,a,4.3,i
Texas,2.1,a,10,a,12.1,a,113.8,a,9.1,a,12.9,i
All states combined,85,a,156,a,241,a,"1,873.40",a,5.4,a,216.9,i
Utah,0.2,a,0.5,a,0.7,a,9.3,a,7.7,a,1.3,i
Vermont,0.4,a,0.2,a,0.6,a,3.2,a,8.8,a,0.5,i
Virginia,0.7,a,3.2,a,3.9,a,39.6,a,7,a,5.1,i
Washington,1.2,a,4.8,a,6,a,32.7,a,6,a,3.8,i
West Virginia,1.2,a,0.6,a,1.8,a,13.2,a,4.9,a,1.9,i
Wisconsin,1.4,a,2.2,a,3.5,a,37,a,8.7,a,4.6,i
Wyoming,0.1,a,0.4,a,0.5,a,4.7,a,12.4,a,0.4,i
