State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,9,a,21.1,a,30.1,a,200.5,a,1.3,a,4.9,e
Alaska,5.7,a,3.3,a,9.1,a,50.6,a,0.7,a,0.7,e
Arizona,14.2,a,33.7,a,47.9,a,297.1,a,2.2,a,6.8,e
Arkansas,5,a,11.6,a,16.6,a,118.5,a,0.4,a,3,e
California,151.7,a,269.3,a,421,a,"2,558.20",a,5,a,38.9,e
Colorado,17.2,a,38.9,a,56.1,a,318.2,a,4.4,a,5.5,e
Connecticut,35.4,a,11.6,a,46.9,a,259.7,a,1.8,a,3.6,e
Delaware,5,a,2.7,a,7.6,a,70.9,a,3,a,0.9,e
District of Columbia,0,a,13.9,a,13.9,a,125.2,a,1.8,a,0.7,e
Florida,33.3,a,115.3,a,148.7,a,894,a,3.9,a,20.2,e
Georgia,13.2,a,42.9,a,56.2,a,512.7,a,3.3,a,10.2,e
Hawaii,8.8,a,6.1,a,14.8,a,82.8,a,3.4,a,1.4,e
Idaho,3.7,a,2.7,a,6.3,a,66.3,a,3,a,1.7,e
Illinois,64.2,a,84.3,a,148.5,a,792.6,a,1,a,12.9,e
Indiana,22.5,a,28.4,a,50.8,a,329.7,a,-1,a,6.6,e
Iowa,6.1,a,12.4,a,18.5,a,178,a,2.1,a,3.1,e
Kansas,7.6,a,20.7,a,28.3,a,151.7,a,1.2,a,2.9,e
Kentucky,13.8,a,26.2,a,40,a,192,a,0.5,a,4.4,e
Louisiana,17.6,a,21.9,a,39.4,a,234.3,a,-0.2,a,4.7,e
Maine,5,a,2.9,a,7.9,a,57.5,a,0.4,a,1.3,e
Maryland,26.6,a,24.5,a,51.1,a,367.2,a,1.7,a,6,e
Massachusetts,75.3,a,17.9,a,93.2,a,502.7,a,3.6,a,6.8,e
Michigan,33.2,a,43.2,a,76.5,a,474,a,2.3,a,9.9,e
Minnesota,16.8,a,34.7,a,51.4,a,328.7,a,1,a,5.5,e
Mississippi,7.5,a,6.7,a,14.2,a,105.8,a,0.4,a,3,e
Missouri,19.4,a,27.6,a,46.9,a,294.8,a,1.1,a,6.1,e
Montana,3.2,a,1.9,a,5.2,a,46.2,a,3.8,a,1,e
Nebraska,1.8,a,13.7,a,15.5,a,115.1,a,2.4,a,1.9,e
Nevada,3.4,a,25.3,a,28.7,a,144.3,a,4.2,a,2.9,e
New Hampshire,8.2,a,2.6,a,10.8,a,75.9,a,2.4,a,1.3,e
New Jersey,66.9,a,33.2,a,100.1,a,569.5,a,1.6,a,8.9,e
New Mexico,6.7,a,8.8,a,15.5,a,90.9,a,1.9,a,2.1,e
New York,137.4,a,208.8,a,346.1,a,"1,487.80",a,1.6,a,19.7,e
North Carolina,17.5,a,32.7,a,50.1,a,503.3,a,3.1,a,10,e
North Dakota,2.1,a,4,a,6,a,54.9,a,-3,a,0.8,e
Ohio,33.1,a,52.6,a,85.7,a,609.8,a,1.2,a,11.6,e
Oklahoma,8.9,a,10,a,18.9,a,185.3,a,3.5,a,3.9,e
Oregon,13.1,a,21.8,a,34.9,a,203.3,a,5.3,a,4,e
Pennsylvania,47.1,a,80.1,a,127.1,a,710,a,2,a,12.8,e
Rhode Island,9,a,2.6,a,11.6,a,56.8,a,1.5,a,1.1,e
South Carolina,15.1,a,28.3,a,43.4,a,203.8,a,3.2,a,4.9,e
South Dakota,3.3,a,2.5,a,5.8,a,47.7,a,2.6,a,0.9,e
Tennessee,6,a,38.8,a,44.8,a,322.7,a,3.1,a,6.6,e
Texas,48.2,a,229.4,a,277.6,a,"1,568.20",a,5.1,a,27.5,e
All states combined,"1,149.90",a,"1,847.80",a,"2,997.80",a,"18,224.80",a,2.9,a,320.6,e
Utah,7.5,a,12.8,a,20.3,a,149.5,a,4,a,3,e
Vermont,3.3,a,1.2,a,4.6,a,30.7,a,1.1,a,0.6,e
Virginia,28.2,a,36.9,a,65.1,a,484.6,a,1.9,a,8.4,e
Washington,32.2,a,49.2,a,81.4,a,470.6,a,4.2,a,7.2,e
West Virginia,7.1,a,3.3,a,10.5,a,70.3,a,-0.5,a,1.8,e
Wisconsin,22.1,a,21.8,a,43.9,a,304.9,a,1.4,a,5.8,e
Wyoming,0.8,a,1.1,a,2,a,37.7,a,2.6,a,0.6,e
