State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,3.8,a,5.2,a,9,a,56.1,a,2.2,a,4,i
Alaska,7,a,4.9,a,11.9,a,19.2,a,-28.1,a,0.5,i
Arizona,1.5,a,12.3,a,13.8,a,55.9,a,8,a,3.3,i
Arkansas,1.1,a,2.7,a,3.8,a,30.8,a,3,a,2.3,i
California,20.1,a,45,a,65.1,a,563.1,a,5.4,a,27.2,i
Colorado,2,a,7.6,a,9.6,a,61,a,0.2,a,3.1,i
Connecticut,7.3,a,2.5,a,9.9,a,75.3,a,6.6,a,3.2,i
Delaware,2.6,a,0.9,a,3.6,a,14.1,a,5.9,a,0.6,i
District of Columbia,0,a,3.7,a,3.7,a,30.1,a,3.3,a,0.6,i
Florida,5.7,a,26,a,31.7,a,185.9,a,6.6,a,11.6,i
Georgia,2.5,a,10,a,12.4,a,108.1,a,7.9,a,6.1,i
Hawaii,2.8,a,0.6,a,3.4,a,22.4,a,6.1,a,1,i
Idaho,0.7,a,0.6,a,1.2,a,13.2,a,-0.7,a,1,i
Illinois,12,a,13.6,a,25.6,a,218.7,a,3.9,a,11.4,i
Indiana,2.2,a,5.1,a,7.3,a,86.4,a,3.3,a,5.5,i
Iowa,1.6,a,3,a,4.6,a,43.2,a,-0.1,a,2.8,i
Kansas,0.4,a,5.3,a,5.7,a,41.8,a,0.8,a,2.4,i
Kentucky,4.1,a,7.3,a,11.4,a,53.2,a,0.5,a,3.7,i
Louisiana,10.5,a,8.2,a,18.7,a,77.1,a,-10.4,a,4.2,i
Maine,1.6,a,0.8,a,2.4,a,17.4,a,6.2,a,1.2,i
Maryland,5.4,a,8.4,a,13.8,a,83.7,a,6.8,a,4.5,i
Massachusetts,11.8,a,5.9,a,17.8,a,127.2,a,6.9,a,5.9,i
Michigan,7.1,a,10.7,a,17.8,a,163.5,a,4.3,a,9.3,i
Minnesota,3.8,a,12.7,a,16.4,a,79.5,a,2.7,a,4.3,i
Mississippi,1.2,a,2.3,a,3.5,a,31,a,0.8,a,2.6,i
Missouri,3.8,a,4,a,7.7,a,83.3,a,4.8,a,5,i
Montana,1.2,a,1.2,a,2.4,a,11,a,-1.6,a,0.8,i
Nebraska,1.3,a,4.9,a,6.2,a,26,a,-0.7,a,1.6,i
Nevada,1.2,a,1.8,a,3,a,19.7,a,7.8,a,1,i
New Hampshire,2.4,a,0.5,a,2.9,a,18.4,a,8.6,a,1,i
New Jersey,16.9,a,9.9,a,26.8,a,158.8,a,6.7,a,7.6,i
New Mexico,2.1,a,2.8,a,5,a,21.8,a,-5.1,a,1.4,i
New York,36.4,a,34.5,a,70.9,a,390.1,a,5,a,17.8,i
North Carolina,2.6,a,10.3,a,12.9,a,104.8,a,6.4,a,6.3,i
North Dakota,0.7,a,0.7,a,1.5,a,9.8,a,-10.1,a,0.6,i
Ohio,8.9,a,9.2,a,18,a,182.6,a,2.8,a,10.8,i
Oklahoma,3.8,a,4.5,a,8.3,a,49,a,-9,a,3.1,i
Oregon,7.1,a,3.3,a,10.4,a,41.7,a,3.7,a,2.8,i
Pennsylvania,7.8,a,23.5,a,31.4,a,187.4,a,3.9,a,11.9,i
Rhode Island,3,a,0.6,a,3.6,a,16.6,a,7,a,1,i
South Carolina,3.7,a,4.9,a,8.6,a,47.7,a,6.4,a,3.3,i
South Dakota,1.3,a,0.4,a,1.7,a,10.1,a,2.9,a,0.7,i
Tennessee,2.2,a,7.6,a,9.8,a,73.3,a,5,a,4.8,i
Texas,5.4,a,42.3,a,47.7,a,295.7,a,-5.6,a,15.8,i
All states combined,247.7,a,411.2,a,658.9,a,"4,579.60",a,3.5,a,239.6,i
Utah,1.3,a,7.4,a,8.8,a,24.3,a,-1.2,a,1.6,i
Vermont,1,a,0.4,a,1.4,a,8.2,a,6.4,a,0.5,i
Virginia,3.8,a,6.3,a,10.2,a,107.3,a,7.4,a,5.8,i
Washington,3.6,a,15.4,a,19,a,84,a,6.5,a,4.6,i
West Virginia,2.1,a,2.9,a,5,a,22.9,a,-2.2,a,1.9,i
Wisconsin,4.7,a,4.8,a,9.5,a,77.8,a,3.3,a,4.8,i
Wyoming,0.8,a,1.5,a,2.3,a,10.5,a,-15.5,a,0.5,i
