State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,0.3,a,0.8,a,1.1,a,7,e,6.1,e,3.3,i
Alaska,0,a,0.1,a,0.1,a,1,e,6.1,e,0.2,i
Arizona,0,a,0.5,a,0.6,a,4.2,e,6.1,e,1.4,i
Arkansas,0.1,a,0.3,a,0.4,a,3.6,e,6.1,e,1.8,i
California,2.8,a,5.9,a,8.7,a,64.3,e,6.1,e,16.5,i
Colorado,0.1,a,0.6,a,0.7,a,5.6,e,6.1,e,1.8,i
Connecticut,1.1,a,0.9,a,2,a,9.4,e,6.1,e,2.6,i
Delaware,0.2,a,0.1,a,0.3,a,1.8,e,6.1,e,0.5,i
District of Columbia,0,a,0.2,a,0.2,a,4.9,e,6.1,e,0.8,i
Florida,0.4,a,1.6,a,2,a,13.9,e,6.1,e,5.3,i
Georgia,0.4,a,0.9,a,1.3,a,9.8,e,6.1,e,4.1,i
Hawaii,0.2,a,0.2,a,0.4,a,2.2,e,6.1,e,0.7,i
Idaho,0,a,0.1,a,0.1,a,1.7,e,6.1,e,0.7,i
Illinois,0.9,a,3.8,a,4.7,a,37.4,e,6.1,e,10.3,i
Indiana,0.4,a,0.9,a,1.3,a,14.8,e,6.1,e,4.8,i
Iowa,0,a,0.5,a,0.5,a,7.5,e,6.1,e,2.8,i
Kansas,0.2,a,0.7,a,0.9,a,5.8,e,6.1,e,2.2,i
Kentucky,0.6,a,0.6,a,1.2,a,7.9,e,6.1,e,3.1,i
Louisiana,0.4,a,1.2,a,1.5,a,9.2,e,6.1,e,3.3,i
Maine,0.1,a,0.1,a,0.3,a,2.3,e,6.1,e,1,i
Maryland,0.7,a,1.2,a,1.9,a,9.7,e,6.1,e,3.3,i
Massachusetts,1.5,a,1.4,a,2.9,a,16.5,e,6.1,e,5.3,i
Michigan,0.9,a,2.1,a,3.1,a,28.9,e,6.1,e,8,i
Minnesota,0.2,a,1.1,a,1.3,a,10.2,e,6.1,e,3.5,i
Mississippi,0.2,a,0.4,a,0.7,a,4.2,e,6.1,e,2.2,i
Missouri,0.1,a,1.1,a,1.1,a,12.9,e,6.1,e,4.4,i
Montana,0.1,a,0.1,a,0.2,a,1.9,e,6.1,e,0.7,i
Nebraska,0,a,0.6,a,0.6,a,4,e,6.1,e,1.4,i
Nevada,0,a,0.1,a,0.1,a,1.7,e,6.1,e,0.3,i
New Hampshire,0.1,a,0.1,a,0.2,a,1.6,e,6.1,e,0.6,i
New Jersey,0.9,a,2,a,2.9,a,22.2,e,6.1,e,6.3,i
New Mexico,0.1,a,0.2,a,0.3,a,2.9,e,6.1,e,1,i
New York,3.3,a,10.7,a,14,a,66.9,e,6.1,e,17.1,i
North Carolina,0.3,a,0.7,a,1,a,12,e,6.1,e,4.7,i
North Dakota,0,a,0.1,a,0.2,a,1.5,e,6.1,e,0.6,i
Ohio,0.9,a,2.7,a,3.6,a,31.5,e,6.1,e,9.9,i
Oklahoma,0.3,a,0.6,a,0.9,a,5.8,e,6.1,e,2.4,i
Oregon,0.4,a,0.4,a,0.8,a,5.4,e,6.1,e,1.8,i
Pennsylvania,1.5,a,3.4,a,5,a,32.7,e,6.1,e,11.4,i
Rhode Island,0.1,a,0.2,a,0.4,a,2.5,e,6.1,e,0.9,i
South Carolina,0.3,a,0.3,a,0.5,a,4.8,e,6.1,e,2.4,i
South Dakota,0,a,0.1,a,0.1,a,1.5,e,6.2,e,0.7,i
Tennessee,0.1,a,1.3,a,1.4,a,8.6,e,6.1,e,3.6,i
Texas,0.4,a,3.7,a,4.2,a,27.7,e,6.1,e,9.9,i
All states combined,22,a,58.8,a,80.8,a,603.9,a,6.1,a,183.9,i
Utah,0,a,0.3,a,0.3,a,2.8,e,6.2,e,0.9,i
Vermont,0.1,a,0.1,a,0.1,a,0.9,e,6.1,e,0.4,i
Virginia,0.2,a,1.1,a,1.3,a,11.1,e,6.1,e,4.1,i
Washington,0.5,a,1.9,a,2.4,a,10.6,e,6.1,e,3,i
West Virginia,0.3,a,0.2,a,0.5,a,4.4,e,6.1,e,1.8,i
Wisconsin,0.1,a,1,a,1.2,a,12.1,e,6.1,e,4,i
Wyoming,0,a,0.1,a,0.1,a,1.3,e,6.2,e,0.3,i
