State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,6.3,a,16.3,a,22.5,a,156,a,3.3,a,4.5,i
Alaska,5.8,a,3,a,8.8,a,39.8,a,3,a,0.7,i
Arizona,8,a,24.8,a,32.8,a,228.2,a,8.1,a,6,i
Arkansas,4.3,a,6.9,a,11.2,a,89.6,a,3.4,a,2.8,i
California,107.4,a,179.4,a,286.8,a,"1,753.90",a,4.6,a,35.8,i
Colorado,12.7,a,26.7,a,39.4,a,219.9,a,4.2,a,4.7,i
Connecticut,23.2,a,8,a,31.2,a,208.8,a,2.3,a,3.5,i
Delaware,4.4,a,1.9,a,6.2,a,52.2,a,-1.2,a,0.8,i
District of Columbia,0,a,6.7,a,6.7,a,85.3,a,2.2,a,0.6,i
Florida,28.3,a,85,a,113.3,a,696.7,a,6.5,a,17.8,i
Georgia,9.2,a,29.7,a,39,a,386.8,a,3.8,a,9.1,i
Hawaii,5.8,a,3.4,a,9.3,a,58.7,a,5.6,a,1.3,i
Idaho,2.4,a,1.6,a,4,a,48,a,8.1,a,1.4,i
Illinois,51.3,a,55.4,a,106.7,a,586.7,a,1.9,a,12.7,i
Indiana,14.9,a,17.2,a,32.1,a,243.7,a,0.3,a,6.3,i
Iowa,4.9,a,6.7,a,11.6,a,122.2,a,3,a,2.9,i
Kansas,5.1,a,12.4,a,17.6,a,103.9,a,3.7,a,2.7,i
Kentucky,8.6,a,21.6,a,30.2,a,142.6,a,3.3,a,4.2,i
Louisiana,11.5,a,13.3,a,24.8,a,197.6,a,6,a,4.5,i
Maine,4.6,a,2.3,a,7,a,45.9,a,0.2,a,1.3,i
Maryland,15.2,a,14.3,a,29.5,a,265.9,a,4.8,a,5.6,i
Massachusetts,60,a,22,a,82,a,345.6,a,1.9,a,6.5,i
Michigan,24.4,a,42.7,a,67,a,394.2,a,1.5,a,10.1,i
Minnesota,7.3,a,29,a,36.3,a,242.9,a,2.7,a,5.1,i
Mississippi,4.3,a,5.9,a,10.2,a,81,a,1.7,a,2.9,i
Missouri,16.2,a,15.1,a,31.3,a,223.5,a,1.7,a,5.8,i
Montana,3.9,a,1.4,a,5.4,a,30.5,a,4.8,a,0.9,i
Nebraska,1.7,a,6.8,a,8.6,a,74,a,3.3,a,1.8,i
Nevada,4.1,a,14.6,a,18.7,a,117.9,a,8.4,a,2.4,i
New Hampshire,6.9,a,2.4,a,9.3,a,56.4,a,1.4,a,1.3,i
New Jersey,42.3,a,30.6,a,72.9,a,440.8,a,1.2,a,8.6,i
New Mexico,5.9,a,4.6,a,10.4,a,73.7,a,1.2,a,1.9,i
New York,102.6,a,130.3,a,232.9,a,"1,015.10",a,3.4,a,19.3,i
North Carolina,15.8,a,25.1,a,40.9,a,352.4,a,4.8,a,8.7,i
North Dakota,1.7,a,1.6,a,3.3,a,24.4,a,3,a,0.6,i
Ohio,23.2,a,37.5,a,60.7,a,465.8,a,1.8,a,11.5,i
Oklahoma,7.5,a,6.9,a,14.4,a,124.6,a,4.1,a,3.5,i
Oregon,10.5,a,15.4,a,25.9,a,143.7,a,3.7,a,3.6,i
Pennsylvania,27.6,a,72.9,a,100.5,a,505.6,a,1.7,a,12.4,i
Rhode Island,6.8,a,1.9,a,8.7,a,45.2,a,1.4,a,1.1,i
South Carolina,13.4,a,16.5,a,29.9,a,142.6,a,2.7,a,4.3,i
South Dakota,2.6,a,1.3,a,3.8,a,30.7,a,2.4,a,0.8,i
Tennessee,3.6,a,22.2,a,25.8,a,228.1,a,2,a,6,i
Texas,18.2,a,133.9,a,152.1,a,986.4,a,2.7,a,22.8,i
All states combined,810.9,a,"1,274.20",a,"2,085.00",a,"13,036.60",a,3.5,a,295.8,i
Utah,5.3,a,9.6,a,14.8,a,94.2,a,6.3,a,2.5,i
Vermont,2.8,a,0.8,a,3.6,a,23.5,a,1.3,a,0.6,i
Virginia,16.9,a,27.6,a,44.5,a,360.3,a,5.5,a,7.6,i
Washington,17,a,36,a,53,a,296.1,a,6.6,a,6.3,i
West Virginia,5.1,a,3.4,a,8.5,a,53.3,a,2.9,a,1.8,i
Wisconsin,18.8,a,18.2,a,36.9,a,225.7,a,2.4,a,5.5,i
Wyoming,0.9,a,1,a,1.9,a,27.2,a,5,a,0.5,i
