,State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
0,Alabama,1984,2.9,4.2,7.1,50,5.7,4.0
1,Alaska,1984,5.5,4.2,9.7,23.8,1.6,0.5
2,Arizona,1984,0.6,9.6,10.2,46.1,12.0,3.1
3,Arkansas,1984,0.7,2.3,3.0,28.5,8.6,2.3
4,California,1984,13.6,25.8,39.3,482.2,9.2,25.9
5,Colorado,1984,1.3,6.2,7.4,56.2,7.0,3.0
6,Connecticut,1984,5.5,2.5,7.9,63.6,10.6,3.2
7,Delaware,1984,1.8,0.7,2.5,11.9,8.5,0.6
8,District of Columbia,1984,0.0,3.1,3.1,26.6,4.4,0.6
9,Florida,1984,3.9,17.3,21.2,156,10.1,10.9
10,Georgia,1984,1.8,7.7,9.5,88.5,11.3,5.8
11,Hawaii,1984,2.5,0.4,2.9,19.1,7.0,1.0
12,Idaho,1984,0.6,0.5,1.1,12.6,2.6,1.0
13,Illinois,1984,8.6,11.1,19.8,194.2,8.3,11.4
14,Indiana,1984,1.6,4.9,6.4,78.9,9.8,5.5
15,Iowa,1984,0.7,2.5,3.1,41.3,6.3,2.9
16,Kansas,1984,0.4,5.2,5.6,38.4,5.2,2.4
17,Kentucky,1984,3.4,6.3,9.6,49.3,8.0,3.7
18,Louisiana,1984,6.5,7.2,13.7,82.6,3.7,4.2
19,Maine,1984,1.2,0.7,1.9,14.9,8.6,1.2
20,Maryland,1984,4.8,6.8,11.6,69.9,8.5,4.4
21,Massachusetts,1984,8.9,5.2,14.0,106.4,10.4,5.8
22,Michigan,1984,5.2,9.4,14.7,143.7,8.5,9.3
23,Minnesota,1984,3.4,8.8,12.2,71.4,11.2,4.2
24,Mississippi,1984,1.0,2.1,3.1,28.7,6.8,2.5
25,Missouri,1984,2.8,3.5,6.3,74.5,9.8,5.0
26,Montana,1984,0.7,1.1,1.8,11,0.4,0.8
27,Nebraska,1984,0.6,4.8,5.4,24.6,8.9,1.6
28,Nevada,1984,0.9,1.5,2.3,16.5,5.8,0.9
29,New Hampshire,1984,1.7,0.5,2.2,14.8,12.9,1.0
30,New Jersey,1984,11.5,8.1,19.7,133.6,9.3,7.5
31,New Mexico,1984,1.2,2.6,3.8,21.4,3.9,1.4
32,New York,1984,29.4,27.6,57.0,339.4,7.3,17.7
33,North Carolina,1984,1.9,7.2,9.1,88.2,9.7,6.2
34,North Dakota,1984,0.4,0.7,1.2,10.6,2.3,0.6
35,Ohio,1984,6.7,8.5,15.2,163.9,9.1,10.8
36,Oklahoma,1984,3.0,4.1,7.2,51.3,3.8,3.1
37,Oregon,1984,6.5,2.9,9.4,37.4,7.2,2.7
38,Pennsylvania,1984,6.6,17.5,24.2,167.4,6.3,11.9
39,Rhode Island,1984,2.3,0.6,2.9,13.8,8.1,1.0
40,South Carolina,1984,3.2,2.6,5.8,41.2,10.9,3.3
41,South Dakota,1984,0.9,0.5,1.4,9.2,9.2,0.7
42,Tennessee,1984,1.7,5.6,7.3,64,8.2,4.7
43,Texas,1984,4.0,32.1,36.1,288.6,5.2,15.3
44,All states combined,1984,186.0,319.0,505.0,"4,037.60",7.2,235.2
45,Utah,1984,1.2,6.0,7.2,22.1,8.2,1.6
46,Vermont,1984,0.8,0.3,1.1,6.9,6.2,0.5
47,Virginia,1984,2.9,4.8,7.7,89.8,9.1,5.7
48,Washington,1984,3.1,14.7,17.8,74.2,5.4,4.4
49,West Virginia,1984,1.6,2.5,4.1,22.2,4.9,1.9
50,Wisconsin,1984,3.6,3.9,7.5,70,7.0,4.8
51,Wyoming,1984,0.7,1.3,2.0,12.2,1.3,0.5
