,State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
0,Alabama,2017,8.8,21.2,30,211.7,1.8,4.9
1,Alaska,2017,5.9,3.5,9.5,51.7,-0.2,0.7
2,Arizona,2017,14.3,32.8,47.1,326.5,3.0,7.0
3,Arkansas,2017,4.8,11.6,16.4,123.7,0.9,3.0
4,California,2017,152.8,314.7,467.5,"2,809.90",3.6,39.4
5,Colorado,2017,17,40.4,57.3,347.2,3.1,5.6
6,Connecticut,2017,38.8,11.2,50,265.5,-0.6,3.6
7,Delaware,2017,4.6,2.5,7.1,72.2,-0.1,1.0
8,District of Columbia,2017,0,14.9,14.9,134.9,1.7,0.7
9,Florida,2017,28.8,105.9,134.7,979.5,2.5,21.0
10,Georgia,2017,13.1,44.8,57.8,562.1,2.9,10.4
11,Hawaii,2017,9.7,6.3,16,89,1.6,1.4
12,Idaho,2017,3.4,2.7,6.1,72.4,2.4,1.7
13,Illinois,2017,61.8,93.1,154.9,825.8,0.6,12.8
14,Indiana,2017,21.8,25.9,47.7,351.1,1.6,6.7
15,Iowa,2017,6.1,13.2,19.4,183,-0.3,3.1
16,Kansas,2017,7.5,19.6,27.2,160.1,0.8,2.9
17,Kentucky,2017,14.4,30.4,44.8,201,1.1,4.5
18,Louisiana,2017,18.1,18.2,36.3,238.1,0.1,4.7
19,Maine,2017,4.8,3.1,7.9,61.7,1.7,1.3
20,Maryland,2017,28,26.5,54.5,398.4,2.0,6.0
21,Massachusetts,2017,77,20,97,540.9,2.2,6.9
22,Michigan,2017,33.5,38.6,72,505.8,1.6,10.0
23,Minnesota,2017,16.4,36.7,53,352.3,2.1,5.6
24,Mississippi,2017,7.5,7.1,14.6,109.9,0.5,3.0
25,Missouri,2017,18.4,28.7,47.1,304.1,0.9,6.1
26,Montana,2017,2.8,2.5,5.3,47.1,0.4,1.1
27,Nebraska,2017,2,13.9,15.9,118.5,0.3,1.9
28,Nevada,2017,3.2,24.1,27.4,157,2.5,3.0
29,New Hampshire,2017,7.7,2.7,10.4,81.2,2.0,1.3
30,New Jersey,2017,65.9,31.1,97,599.3,1.3,8.9
31,New Mexico,2017,7.1,8.7,15.8,94.2,0.0,2.1
32,New York,2017,139.2,211,350.3,"1,598.50",1.4,19.6
33,North Carolina,2017,16.3,31,47.3,537.9,1.9,10.3
34,North Dakota,2017,2.9,5.1,8,51.6,-1.6,0.8
35,Ohio,2017,33.5,54.2,87.7,645.8,1.6,11.7
36,Oklahoma,2017,8.5,10.3,18.7,187.3,0.2,3.9
37,Oregon,2017,12.7,22.9,35.5,226.1,3.2,4.1
38,Pennsylvania,2017,47.5,75.3,122.9,752.3,1.7,12.8
39,Rhode Island,2017,8.9,2.7,11.6,59.3,0.8,1.1
40,South Carolina,2017,15.7,23.3,39.1,221.9,2.6,5.0
41,South Dakota,2017,3.5,2.7,6.2,49.6,-0.4,0.9
42,Tennessee,2017,6.1,36.4,42.6,347.8,2.4,6.7
43,Texas,2017,51,238.7,289.6,"1,654.50",2.0,28.3
44,All states combined,2017,"1,155.50","1,905.80","3,061.30","19,519.40",2.4,325.0
45,Utah,2017,7.5,13.3,20.7,165.7,2.7,3.1
46,Vermont,2017,3.5,1.3,4.8,32.6,1.3,0.6
47,Virginia,2017,27.8,38.1,65.9,510.4,1.8,8.5
48,Washington,2017,33.4,55.1,88.6,522.4,4.1,7.4
49,West Virginia,2017,7.5,3.6,11.2,73.1,1.4,1.8
50,Wisconsin,2017,23.3,23.1,46.3,321.6,1.4,5.8
51,Wyoming,2017,0.8,1.2,2,37.6,0.5,0.6
