,State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
0,Alabama,2012,8.7,21.6,30.3,186.3,0.7,4.8
1,Alaska,2012,5.9,3.6,9.5,57.7,5.5,0.7
2,Arizona,2012,14.5,35,49.5,268.3,1.9,6.6
3,Arkansas,2012,3.7,10.3,14,108.7,0.4,3.0
4,California,2012,153.5,266.6,420.1,"2,144.50",2.5,37.9
5,Colorado,2012,16,35.4,51.4,273.5,1.8,5.2
6,Connecticut,2012,32,10.9,42.8,243.8,0.7,3.6
7,Delaware,2012,5.8,2.4,8.2,62,-0.1,0.9
8,District of Columbia,2012,0,11.6,11.6,112.7,0.6,0.6
9,Florida,2012,38.2,108.8,146.9,769.3,0.7,19.3
10,Georgia,2012,13.4,42.4,55.8,444.1,1.0,9.9
11,Hawaii,2012,8.4,5.6,14,73.6,2.1,1.4
12,Idaho,2012,3.9,2.3,6.2,57.8,-0.1,1.6
13,Illinois,2012,64.3,81.9,146.2,720.7,1.9,12.9
14,Indiana,2012,22.5,27.4,49.9,297.6,0.4,6.5
15,Iowa,2012,6.2,12,18.2,157.3,4.0,3.1
16,Kansas,2012,6.9,19.9,26.7,140.5,1.4,2.9
17,Kentucky,2012,15.1,27.5,42.6,176.3,1.2,4.4
18,Louisiana,2012,18.7,20.5,39.3,233.6,-0.2,4.6
19,Maine,2012,5.6,3,8.6,52.9,-0.4,1.3
20,Maryland,2012,25.8,20.4,46.2,334.8,0.2,5.9
21,Massachusetts,2012,79.5,16.4,95.9,444.3,2.2,6.7
22,Michigan,2012,30.8,46.3,77.1,418.9,1.8,9.9
23,Minnesota,2012,13.2,35.1,48.4,294.3,1.3,5.4
24,Mississippi,2012,7.2,7.4,14.6,99.6,0.9,3.0
25,Missouri,2012,20.4,25.8,46.2,268.8,0.8,6.0
26,Montana,2012,4,1.8,5.8,42,1.3,1.0
27,Nebraska,2012,2.1,13,15.1,102.3,-0.1,1.9
28,Nevada,2012,3.9,24.8,28.7,128,-1.3,2.7
29,New Hampshire,2012,8,2.8,10.8,67.7,1.3,1.3
30,New Jersey,2012,64.9,38.1,103,519.7,1.7,8.8
31,New Mexico,2012,7.6,8.9,16.5,87.6,0.5,2.1
32,New York,2012,135.9,204.6,340.5,"1,322.50",4.2,19.6
33,North Carolina,2012,18.3,32.5,50.8,439.6,0.1,9.7
34,North Dakota,2012,2.1,2.9,4.9,51.3,22.4,0.7
35,Ohio,2012,33.6,47.6,81.2,540.8,0.4,11.5
36,Oklahoma,2012,10,8.9,18.8,173.5,5.0,3.8
37,Oregon,2012,13.8,20.7,34.5,174.5,0.4,3.9
38,Pennsylvania,2012,46.2,83.3,129.5,641.3,1.6,12.8
39,Rhode Island,2012,9.2,2.7,11.9,51.6,0.7,1.1
40,South Carolina,2012,14.9,26.1,41,175.4,0.7,4.7
41,South Dakota,2012,3.6,2.2,5.9,43.4,1.5,0.8
42,Tennessee,2012,6.2,30.9,37,283.7,3.2,6.5
43,Texas,2012,45.6,225.2,270.8,"1,411.40",5.0,26.1
44,All states combined,2012,"1,148.90","1,800.90","2,949.80","16,197.00",2.2,313.8
45,Utah,2012,7.1,12.7,19.7,128.7,1.3,2.9
46,Vermont,2012,3.4,1.2,4.6,28.9,0.5,0.6
47,Virginia,2012,27.8,37.5,65.3,445,0.8,8.2
48,Washington,2012,29.1,47,76.1,400.9,3.4,6.9
49,West Virginia,2012,7.3,3.6,10.9,69.4,-0.4,1.9
50,Wisconsin,2012,23,20.6,43.6,274.3,1.5,5.7
51,Wyoming,2012,1.3,1.1,2.4,38.4,-2.4,0.6
