,State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
0,Alabama,2011,9.1,20.6,29.7,181.4,1.5,4.8
1,Alaska,2011,6.4,3.7,10.1,56.3,0.9,0.7
2,Arizona,2011,14.2,36.1,50.3,257.9,2.2,6.5
3,Arkansas,2011,3.7,9.8,13.6,106.1,2.2,2.9
4,California,2011,149.7,271.1,420.7,"2,050.10",1.6,37.6
5,Colorado,2011,16.3,35.3,51.6,264.4,1.5,5.1
6,Connecticut,2011,30.5,10.9,41.5,236.5,-2.2,3.6
7,Delaware,2011,5.8,2.5,8.3,60.4,3.3,0.9
8,District of Columbia,2011,0,11.3,11.3,110.1,1.9,0.6
9,Florida,2011,43.5,108.6,152,746.8,-0.3,19.1
10,Georgia,2011,13.4,40.9,54.3,429.6,1.6,9.8
11,Hawaii,2011,7.9,5.5,13.4,70.5,1.5,1.4
12,Idaho,2011,3.9,2.2,6.2,56.5,-0.2,1.6
13,Illinois,2011,64.8,80.6,145.4,688.3,1.7,12.9
14,Indiana,2011,22.1,27.5,49.7,288.7,0.5,6.5
15,Iowa,2011,7.6,10.8,18.4,147.2,1.1,3.1
16,Kansas,2011,6.9,20.2,27.1,135.3,2.7,2.9
17,Kentucky,2011,14.8,27.7,42.4,169.9,1.2,4.4
18,Louisiana,2011,18.4,20.4,38.8,229,-5.4,4.6
19,Maine,2011,5.9,3.1,9,51.9,-1.3,1.3
20,Maryland,2011,25.3,19.4,44.6,328.1,2.2,5.8
21,Massachusetts,2011,79.9,18.3,98.2,425.6,2.4,6.6
22,Michigan,2011,31,42.9,73.9,401.1,2.6,9.9
23,Minnesota,2011,12.9,33.9,46.8,283.8,2.0,5.3
24,Mississippi,2011,6.8,7.4,14.2,96.4,-1.3,3.0
25,Missouri,2011,20.7,25.6,46.3,260.1,-1.1,6.0
26,Montana,2011,4,1.7,5.7,40.6,2.3,1.0
27,Nebraska,2011,2.3,12.6,14.9,99.6,4.6,1.8
28,Nevada,2011,4.2,24.1,28.3,126.7,0.7,2.7
29,New Hampshire,2011,8.5,2.8,11.2,65.4,0.6,1.3
30,New Jersey,2011,64,38.3,102.3,499.1,-1.1,8.8
31,New Mexico,2011,8.1,9.3,17.4,86.6,0.2,2.1
32,New York,2011,134.9,199.7,334.7,"1,236.10",0.0,19.5
33,North Carolina,2011,18.6,32.8,51.3,427.2,1.3,9.7
34,North Dakota,2011,2.1,2.4,4.4,41.2,11.3,0.7
35,Ohio,2011,32.2,46.9,79.1,525.4,3.4,11.5
36,Oklahoma,2011,10.3,9.1,19.3,165,3.7,3.8
37,Oregon,2011,14.3,20.8,35.1,170.6,2.9,3.9
38,Pennsylvania,2011,45.3,79.6,124.9,619,1.4,12.7
39,Rhode Island,2011,9.2,2.8,11.9,50.2,-0.4,1.1
40,South Carolina,2011,15.3,25.8,41.1,170.1,2.3,4.7
41,South Dakota,2011,3.5,2.2,5.7,41.5,6.6,0.8
42,Tennessee,2011,5.9,31.4,37.3,267.7,3.0,6.4
43,Texas,2011,38.5,222,260.6,"1,331.20",3.2,25.6
44,All states combined,2011,"1,139.70","1,783.50","2,923.10","15,542.60",1.6,311.6
45,Utah,2011,7.2,12.9,20.1,124.5,3.0,2.8
46,Vermont,2011,3.5,1.1,4.6,28.1,2.2,0.6
47,Virginia,2011,26.5,37.4,63.9,432.4,1.0,8.1
48,Washington,2011,28.2,45.9,74.1,379.5,1.7,6.8
49,West Virginia,2011,7.4,3.6,11,68.5,1.8,1.9
50,Wisconsin,2011,22.9,21.3,44.2,263.9,2.1,5.7
51,Wyoming,2011,1.4,1,2.3,39.4,-1.0,0.6
