,State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
0,Alabama,1959,0.2,0.6,0.8,6.0,6.9,3.2
1,Alaska,1959,0.0,0.1,0.1,0.9,7.0,0.2
2,Arizona,1959,0.0,0.4,0.4,3.7,6.9,1.2
3,Arkansas,1959,0.1,0.2,0.3,3.1,6.9,1.8
4,California,1959,1.7,4.3,6.0,55.5,6.9,15.1
5,Colorado,1959,0.1,0.5,0.6,4.8,6.9,1.7
6,Connecticut,1959,0.8,0.7,1.5,8.1,6.9,2.5
7,Delaware,1959,0.2,0.1,0.3,1.5,6.9,0.4
8,District of Columbia,1959,0.0,0.1,0.1,4.2,6.9,0.8
9,Florida,1959,0.3,1.3,1.5,12.0,6.9,4.7
10,Georgia,1959,0.3,0.7,1.0,8.4,6.9,3.9
11,Hawaii,1959,0.0,0.0,0.0,1.9,6.9,0.6
12,Idaho,1959,0.0,0.1,0.1,1.5,6.9,0.7
13,Illinois,1959,0.7,3.2,4.0,32.3,6.9,9.9
14,Indiana,1959,0.4,0.7,1.1,12.8,6.9,4.6
15,Iowa,1959,0.0,0.3,0.4,6.5,6.9,2.7
16,Kansas,1959,0.2,0.6,0.7,5.0,6.9,2.1
17,Kentucky,1959,0.1,0.4,0.5,6.8,6.9,3.0
18,Louisiana,1959,0.4,0.9,1.3,7.9,6.9,3.2
19,Maine,1959,0.1,0.1,0.2,2.0,6.9,1.0
20,Maryland,1959,0.6,1.0,1.6,8.4,6.9,3.0
21,Massachusetts,1959,1.2,1.3,2.5,14.2,6.9,5.1
22,Michigan,1959,0.8,1.5,2.3,24.9,6.9,7.7
23,Minnesota,1959,0.2,0.9,1.0,8.8,6.9,3.4
24,Mississippi,1959,0.1,0.3,0.5,3.6,6.9,2.2
25,Missouri,1959,0.1,0.9,0.9,11.1,6.9,4.3
26,Montana,1959,0.0,0.1,0.2,1.6,6.9,0.7
27,Nebraska,1959,0.0,0.6,0.6,3.5,6.9,1.4
28,Nevada,1959,0.0,0.1,0.1,1.5,6.9,0.3
29,New Hampshire,1959,0.1,0.1,0.2,1.4,6.9,0.6
30,New Jersey,1959,0.9,1.6,2.5,19.1,6.9,5.9
31,New Mexico,1959,0.1,0.2,0.2,2.5,6.9,0.9
32,New York,1959,2.6,9.0,11.6,57.8,6.9,16.6
33,North Carolina,1959,0.3,0.6,0.9,10.3,6.9,4.5
34,North Dakota,1959,0.0,0.1,0.1,1.3,6.9,0.6
35,Ohio,1959,0.8,2.3,3.1,27.2,6.9,9.5
36,Oklahoma,1959,0.2,0.4,0.6,5.0,6.9,2.3
37,Oregon,1959,0.3,0.3,0.6,4.7,6.9,1.7
38,Pennsylvania,1959,1.4,2.7,4.1,28.3,6.9,11.2
39,Rhode Island,1959,0.1,0.2,0.3,2.2,7.0,0.9
40,South Carolina,1959,0.3,0.2,0.5,4.1,6.9,2.4
41,South Dakota,1959,0.0,0.1,0.1,1.3,6.9,0.7
42,Tennessee,1959,0.1,1.0,1.1,7.4,6.9,3.5
43,Texas,1959,0.3,3.0,3.3,23.9,6.9,9.4
44,All states combined,1959,16.9,47.2,64.1,521.7,6.9,176.3
45,Utah,1959,0.0,0.2,0.2,2.5,6.9,0.9
46,Vermont,1959,0.0,0.1,0.1,0.8,6.9,0.4
47,Virginia,1959,0.2,0.7,0.9,9.6,6.9,3.9
48,Washington,1959,0.4,1.6,2.0,9.1,6.9,2.8
49,West Virginia,1959,0.3,0.2,0.4,3.8,6.9,1.9
50,Wisconsin,1959,0.0,0.7,0.7,10.4,6.9,3.9
51,Wyoming,1959,0.0,0.1,0.1,1.1,6.9,0.3
