State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,3.8,a,7.5,a,11.2,a,95.8,a,4.2,a,4.2,i
Alaska,3.2,a,3.8,a,7.1,a,25.4,a,5.6,a,0.6,i
Arizona,3,a,15.4,a,18.4,a,109.9,a,7.2,a,4.3,i
Arkansas,2,a,3.1,a,5.1,a,54.6,a,4,a,2.5,i
California,48.2,a,93.8,a,142,a,911.6,a,3.7,a,31.7,i
Colorado,3.4,a,15.6,a,19,a,112.7,a,5.6,a,3.8,i
Connecticut,15.5,a,4,a,19.4,a,123.2,a,6.7,a,3.3,i
Delaware,3.5,a,1.2,a,4.7,a,27.7,a,5.9,a,0.7,i
District of Columbia,0,a,4.4,a,4.4,a,47.1,a,-1.1,a,0.6,i
Florida,15.4,a,49.1,a,64.5,a,347,a,3.9,a,14.4,i
Georgia,5.6,a,17.2,a,22.8,a,203.4,a,6,a,7.3,i
Hawaii,5.2,a,2,a,7.2,a,37.8,a,-1.1,a,1.2,i
Idaho,1.3,a,0.8,a,2.1,a,27.8,a,6.8,a,1.1,i
Illinois,22,a,26.9,a,48.8,a,364.5,a,2.6,a,11.9,i
Indiana,5.5,a,7.9,a,13.4,a,150.4,a,2.8,a,5.8,i
Iowa,2.1,a,5.3,a,7.4,a,73.1,a,2.1,a,2.9,i
Kansas,1.1,a,6.8,a,7.9,a,65.3,a,1,a,2.6,i
Kentucky,7.1,a,12.3,a,19.4,a,91.9,a,2.7,a,3.9,i
Louisiana,8.5,a,8.8,a,17.3,a,112.9,a,5.2,a,4.3,i
Maine,3,a,1.6,a,4.6,a,28.2,a,3.9,a,1.3,i
Maryland,9.4,a,12,a,21.4,a,139.1,a,2.2,a,5,i
Massachusetts,27.7,a,10.5,a,38.2,a,196.4,a,3.6,a,6.2,i
Michigan,12.5,a,17.6,a,30.1,a,256.6,a,-0.1,a,9.6,i
Minnesota,4.5,a,17.2,a,21.7,a,135.1,a,3.3,a,4.6,i
Mississippi,1.9,a,3.7,a,5.6,a,55,a,4.4,a,2.7,i
Missouri,6.7,a,6.5,a,13.2,a,140.1,a,5.1,a,5.4,i
Montana,2.2,a,0.7,a,2.9,a,17.5,a,0.6,a,0.8,i
Nebraska,1.4,a,4.7,a,6.1,a,45.1,a,1.6,a,1.6,i
Nevada,2,a,5.4,a,7.4,a,49.2,a,6.8,a,1.5,i
New Hampshire,5.8,a,1.2,a,6.9,a,31.9,a,7,a,1.2,i
New Jersey,24.4,a,15.4,a,39.8,a,263.5,a,2.6,a,8.1,i
New Mexico,1.8,a,3.1,a,4.9,a,42.1,a,-1,a,1.7,i
New York,68.5,a,73.7,a,142.2,a,582.7,a,2.8,a,18.5,i
North Carolina,4.5,a,17.4,a,22,a,193.5,a,4.5,a,7.3,i
North Dakota,0.9,a,1,a,1.8,a,14.8,a,1.6,a,0.6,i
Ohio,12.3,a,16.1,a,28.3,a,297.5,a,3.4,a,11.1,i
Oklahoma,3.7,a,5.1,a,8.8,a,70.9,a,1.7,a,3.3,i
Oregon,5.5,a,5.9,a,11.4,a,81.6,a,6,a,3.1,i
Pennsylvania,14.3,a,38.5,a,52.8,a,313,a,3.4,a,12.1,i
Rhode Island,5.5,a,0.8,a,6.3,a,25.6,a,2.8,a,1,i
South Carolina,5,a,7.1,a,12.1,a,87.2,a,4.1,a,3.7,i
South Dakota,1.7,a,0.7,a,2.4,a,18.1,a,2,a,0.7,i
Tennessee,2.8,a,18.3,a,21.1,a,137.1,a,3.4,a,5.3,i
Texas,9.9,a,55.8,a,65.7,a,507.7,a,4.5,a,18.8,i
All states combined,427.2,a,688.1,a,"1,115.40",a,"7,639.70",a,2.7,a,264.6,i
Utah,2.1,a,8.8,a,10.8,a,46.7,a,7.5,a,2,i
Vermont,1.7,a,0.5,a,2.2,a,13.9,a,-0.6,a,0.6,i
Virginia,8.7,a,13.4,a,22.1,a,186.2,a,3,a,6.6,i
Washington,8.8,a,24.6,a,33.4,a,155.1,a,0.7,a,5.4,i
West Virginia,2.6,a,3.9,a,6.5,a,36.1,a,2.4,a,1.8,i
Wisconsin,8.2,a,10.2,a,18.5,a,135.3,a,2.4,a,5.1,i
Wyoming,0.8,a,1.1,a,1.9,a,14.6,a,1.7,a,0.5,i
