State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,0.9,a,2,a,2.8,a,19.5,a,2.4,a,3.6,i
Alaska,0.6,a,0.5,a,1,a,4,a,20.7,a,0.3,i
Arizona,0.1,a,1.6,a,1.7,a,14.6,a,0.6,a,2.1,i
Arkansas,0.1,a,0.9,a,1,a,10.9,a,0.8,a,2.1,i
California,6.2,a,13.1,a,19.3,a,161.8,a,0.8,a,21.4,i
Colorado,0.1,a,1.6,a,1.8,a,17.9,a,1.6,a,2.5,i
Connecticut,2.6,a,1.8,a,4.4,a,22.5,a,-0.8,a,3.1,i
Delaware,0.6,a,0.3,a,0.9,a,4.7,a,-3.8,a,0.6,i
District of Columbia,0,a,1.9,a,1.9,a,11.4,a,0.8,a,0.7,i
Florida,1.5,a,4.6,a,6,a,52.1,a,1.8,a,7.8,i
Georgia,1.1,a,2.5,a,3.6,a,30.4,a,-1.3,a,4.9,i
Hawaii,1.1,a,0.3,a,1.4,a,7.1,a,3.2,a,0.8,i
Idaho,0,a,0.2,a,0.2,a,5.2,a,6.2,a,0.8,i
Illinois,2.3,a,6.4,a,8.8,a,88.1,a,-0.6,a,11.2,i
Indiana,0.6,a,2,a,2.7,a,35.6,a,-3.8,a,5.3,i
Iowa,0.1,a,1.1,a,1.2,a,19.3,a,-4.1,a,2.9,i
Kansas,0.2,a,1.4,a,1.6,a,15.1,a,-1.3,a,2.3,i
Kentucky,1.9,a,1.8,a,3.7,a,21.2,a,2.8,a,3.4,i
Louisiana,1.2,a,2.6,a,3.9,a,26.9,a,8.5,a,3.9,i
Maine,0.4,a,0.3,a,0.7,a,5.6,a,-1.2,a,1,i
Maryland,1.8,a,2.9,a,4.7,a,27.4,a,0,a,4,i
Massachusetts,3.2,a,3.5,a,6.7,a,39.3,a,-2.3,a,5.7,i
Michigan,1.4,a,6.6,a,8.1,a,63,a,-8.1,a,9,i
Minnesota,0.8,a,3.1,a,3.8,a,27.7,a,-2.3,a,3.9,i
Mississippi,0.6,a,0.9,a,1.5,a,11.3,a,-2,a,2.3,i
Missouri,0.2,a,2.5,a,2.8,a,30.5,a,-4.5,a,4.8,i
Montana,0.1,a,0.3,a,0.4,a,4.7,a,-1.5,a,0.7,i
Nebraska,0.1,a,2.1,a,2.2,a,10.4,a,-3.8,a,1.5,i
Nevada,0.1,a,0.5,a,0.6,a,5,a,0.6,a,0.6,i
New Hampshire,0.2,a,0.3,a,0.5,a,4.5,a,-1.7,a,0.8,i
New Jersey,3.6,a,4.7,a,8.3,a,53,a,-1.4,a,7.2,i
New Mexico,0.2,a,0.4,a,0.6,a,7.1,a,5.5,a,1.1,i
New York,13.4,a,24.1,a,37.5,a,145.4,a,-2.2,a,18,i
North Carolina,0.5,a,1.6,a,2.1,a,33.6,a,-2.9,a,5.4,i
North Dakota,0.1,a,0.2,a,0.3,a,4.5,a,-6.1,a,0.6,i
Ohio,2.4,a,5.1,a,7.5,a,74.2,a,-2.5,a,10.7,i
Oklahoma,0.8,a,1.3,a,2.1,a,16.2,a,2.7,a,2.7,i
Oregon,1.3,a,1,a,2.3,a,15.4,a,-0.2,a,2.3,i
Pennsylvania,5.1,a,9.1,a,14.2,a,78.2,a,-0.1,a,11.8,i
Rhode Island,0.4,a,0.4,a,0.8,a,5.6,a,-5.2,a,0.9,i
South Carolina,0.9,a,0.9,a,1.8,a,15.3,a,2.1,a,2.8,i
South Dakota,0,a,0.1,a,0.1,a,4,a,-8.1,a,0.7,i
Tennessee,0.7,a,3,a,3.7,a,25.1,a,-0.5,a,4.2,i
Texas,1.8,a,9.2,a,11,a,85.4,a,6.1,a,12.3,i
All states combined,65,a,141,a,206,a,"1,545.20",a,-0.5,a,212.3,i
Utah,0.1,a,0.4,a,0.5,a,7.3,a,4.2,a,1.2,i
Vermont,0.4,a,0.2,a,0.6,a,2.6,a,-4.8,a,0.5,i
Virginia,0.6,a,2.8,a,3.4,a,32.4,a,1,a,4.9,i
Washington,1.2,a,4.2,a,5.4,a,26.2,a,3.1,a,3.7,i
West Virginia,0.9,a,0.5,a,1.4,a,10.7,a,6.7,a,1.8,i
Wisconsin,0.9,a,2.1,a,3.1,a,28.7,a,-2.6,a,4.5,i
Wyoming,0.1,a,0.3,a,0.3,a,3.5,a,12,a,0.4,i
