State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,5.6,a,12.1,i,17.7,i,122.4,a,-0.1,a,4.5,i
Alaska,4.5,a,3.2,i,7.7,i,28.4,a,3.7,a,0.6,i
Arizona,3.7,a,21.4,i,25.1,i,171.5,a,2.3,a,5.3,i
Arkansas,2.8,a,5.4,i,8.3,i,70.6,a,-0.3,a,2.7,i
California,62.3,a,129.6,i,191.9,i,"1,384.10",a,-0.4,a,34.5,i
Colorado,4.9,a,20,i,25,i,187.6,a,1.6,a,4.4,i
Connecticut,19,a,6,i,25,i,173.1,a,1.8,a,3.4,i
Delaware,3.9,a,1.4,i,5.3,i,46.4,a,4.9,a,0.8,i
District of Columbia,0,a,5.2,i,5.2,i,65.6,a,3.8,a,0.6,i
Florida,18.6,a,65.2,i,83.8,i,516.7,a,2.5,a,16.4,i
Georgia,7.5,a,24.5,i,32,i,318.8,a,0.9,a,8.4,i
Hawaii,5.3,a,2.6,i,7.9,i,42.9,a,-0.7,a,1.2,i
Idaho,2.3,a,1.3,i,3.6,i,37.4,a,-2.7,a,1.3,i
Illinois,30.2,a,42.5,i,72.7,i,502.3,a,0.4,a,12.5,i
Indiana,8.5,a,13.3,i,21.8,i,204.6,a,-1.9,a,6.1,i
Iowa,2.5,a,5.4,i,7.9,i,94.8,a,-1.2,a,2.9,i
Kansas,2.2,a,9.3,i,11.5,i,88.4,a,-0.1,a,2.7,i
Kentucky,8.3,a,17.8,i,26.2,i,117.4,a,-0.1,a,4.1,i
Louisiana,8,a,11,i,19,i,137.8,a,1.1,a,4.5,i
Maine,4.2,a,1.9,i,6.1,i,38.5,a,1.8,a,1.3,i
Maryland,11.7,a,12.9,i,24.6,i,205.5,a,3.9,a,5.4,i
Massachusetts,42.1,a,18.2,i,60.3,i,296.8,a,0.8,a,6.4,i
Michigan,20.1,a,30.1,i,50.2,i,348.5,a,-3.3,a,10,i
Minnesota,5.6,a,23.7,i,29.3,i,194.6,a,0,a,5,i
Mississippi,3.8,a,5.5,i,9.4,i,67,a,-1.1,a,2.9,i
Missouri,11.4,a,10.5,i,21.9,i,191.2,a,-0.7,a,5.6,i
Montana,2.7,a,1.2,i,4,i,22.9,a,0.9,a,0.9,i
Nebraska,1.8,a,5.3,i,7.1,i,59.5,a,2.1,a,1.7,i
Nevada,3.4,a,11.2,i,14.6,i,80.4,a,1.2,a,2.1,i
New Hampshire,5.6,a,1.7,i,7.3,i,46.6,a,1.3,a,1.3,i
New Jersey,29.7,a,23.4,i,53.2,i,373.8,a,0.7,a,8.5,i
New Mexico,4.3,a,4.1,i,8.4,i,56,a,0.1,a,1.8,i
New York,80.4,a,103.1,i,183.5,i,877.1,a,2.2,a,19.1,i
North Carolina,10,a,21.1,i,31.1,i,288.7,a,1.8,a,8.2,i
North Dakota,1.5,a,1.2,i,2.8,i,18.9,a,1.7,a,0.6,i
Ohio,18.7,a,27.7,i,46.4,i,395.6,a,-1.4,a,11.4,i
Oklahoma,6,a,5.9,i,11.9,i,96.8,a,3.7,a,3.5,i
Oregon,6.4,a,10.3,i,16.7,i,117.3,a,-0.8,a,3.5,i
Pennsylvania,19.2,a,58.8,i,78,i,425,a,1.4,a,12.3,i
Rhode Island,5.8,a,1.3,i,7.2,i,36,a,1.5,a,1.1,i
South Carolina,9.6,a,12.2,i,21.7,i,119.3,a,0.4,a,4.1,i
South Dakota,2.2,a,1.1,i,3.3,i,23.5,a,1.2,a,0.8,i
Tennessee,3.4,a,16.3,i,19.7,i,185.8,a,-0.2,a,5.8,i
Texas,16.8,a,89.9,i,106.7,i,773,a,2.4,a,21.3,i
All states combined,576.6,a,974.3,i,"1,550.90",i,"10,581.80",a,1,a,285.1,i
Utah,4,a,8.5,i,12.5,i,73.2,a,1.5,a,2.3,i
Vermont,2.3,a,0.7,i,3,i,19.3,a,3,a,0.6,i
Virginia,13,a,20.6,i,33.5,i,284,a,3.6,a,7.2,i
Washington,12.6,a,29.5,i,42.1,i,239.4,a,-2.3,a,6,i
West Virginia,4.1,a,3.5,i,7.6,i,44,a,-0.1,a,1.8,i
Wisconsin,12.2,a,14.8,i,27,i,187.9,a,1.3,a,5.4,i
Wyoming,1.3,a,1.1,i,2.5,i,18.7,a,5.5,a,0.5,i
