State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,2,a,3.8,a,5.7,a,41.8,a,-2.3,a,3.9,i
Alaska,3.7,a,3.1,a,6.8,a,23.5,a,1.2,a,0.4,i
Arizona,0.2,a,7.1,a,7.3,a,35.8,a,-1.6,a,2.9,i
Arkansas,0.6,a,1.9,a,2.5,a,23.5,a,-3.2,a,2.3,i
California,10.3,a,19,a,29.4,a,393.8,a,0.6,a,24.8,i
Colorado,0.7,a,4.7,a,5.4,a,47.7,a,2.1,a,3,i
Connecticut,4.6,a,2.2,a,6.8,a,50.2,a,3.6,a,3.1,i
Delaware,1.4,a,0.7,a,2,a,9.5,a,1.2,a,0.6,i
District of Columbia,0,a,2.8,a,2.8,a,23,a,-0.5,a,0.6,i
Florida,3,a,11.1,a,14.1,a,122.3,a,2.7,a,10.3,i
Georgia,1.6,a,5.9,a,7.6,a,68.5,a,1.1,a,5.7,i
Hawaii,2.1,a,0.3,a,2.4,a,15.7,a,1.3,a,1,i
Idaho,0.4,a,0.5,a,1,a,10.7,a,-5.7,a,1,i
Illinois,7.5,a,9.8,a,17.3,a,164.3,a,-3.1,a,11.4,i
Indiana,1,a,3.5,a,4.5,a,65,a,-5.4,a,5.5,i
Iowa,0.5,a,2.4,a,2.8,a,37.3,a,-8.2,a,2.9,i
Kansas,0.4,a,4.5,a,4.9,a,33.5,a,-1.4,a,2.4,i
Kentucky,2.7,a,5,a,7.7,a,42.2,a,-3.3,a,3.7,i
Louisiana,4.1,a,5.4,a,9.5,a,78.1,a,-4.8,a,4.2,i
Maine,0.9,a,0.7,a,1.6,a,12.1,a,1.4,a,1.1,i
Maryland,4.2,a,5.2,a,9.4,a,56.3,a,-0.1,a,4.3,i
Massachusetts,6.4,a,4.7,a,11.1,a,83.8,a,1.4,a,5.8,i
Michigan,3.9,a,9.3,a,13.1,a,115.2,a,-5.4,a,9.3,i
Minnesota,2.7,a,6.7,a,9.4,a,57.5,a,-2.3,a,4.1,i
Mississippi,0.7,a,1.5,a,2.3,a,24.6,a,-3.5,a,2.5,i
Missouri,1.8,a,3.1,a,4.9,a,60.7,a,-1,a,5,i
Montana,0.4,a,0.6,a,1,a,10.2,a,-5.8,a,0.8,i
Nebraska,0.3,a,4.9,a,5.2,a,21.3,a,-4,a,1.6,i
Nevada,0.6,a,0.9,a,1.6,a,13.9,a,-1,a,0.9,i
New Hampshire,1.3,a,0.5,a,1.7,a,11.4,a,2.5,a,1,i
New Jersey,8.8,a,7.3,a,16.1,a,105.8,a,0.9,a,7.4,i
New Mexico,0.8,a,2.2,a,3,a,19.2,a,-2.1,a,1.3,i
New York,25.8,a,23.5,a,49.4,a,282.2,a,1.5,a,17.6,i
North Carolina,1.6,a,4.4,a,6,a,69,a,-1.4,a,6,i
North Dakota,0.3,a,0.6,a,0.9,a,10,a,-5.8,a,0.6,i
Ohio,5,a,7.3,a,12.3,a,134.6,a,-4.5,a,10.8,i
Oklahoma,1.2,a,4.1,a,5.3,a,49.3,a,2.2,a,3,i
Oregon,6.2,a,2.6,a,8.8,a,31.6,a,-5.8,a,2.7,i
Pennsylvania,6.2,a,14.6,a,20.8,a,142.1,a,-3.4,a,11.9,i
Rhode Island,2,a,0.6,a,2.6,a,11.4,a,0.2,a,1,i
South Carolina,3.1,a,1.9,a,5,a,32.4,a,-1.9,a,3.2,i
South Dakota,0.7,a,0.5,a,1.2,a,7.7,a,-5.2,a,0.7,i
Tennessee,1.6,a,5.2,a,6.8,a,52,a,-2.5,a,4.6,i
Texas,2.6,a,22.2,a,24.7,a,260.1,a,-0.1,a,14.7,i
All states combined,147,a,257,a,404,a,"3,343.80",a,-1.8,a,230.8,i
Utah,0.7,a,2.9,a,3.6,a,18.4,a,-0.1,a,1.5,i
Vermont,0.7,a,0.3,a,1,a,5.8,a,-0.3,a,0.5,i
Virginia,2.6,a,4.4,a,7,a,71.5,a,1.7,a,5.5,i
Washington,2.5,a,14.1,a,16.6,a,62.9,a,0.6,a,4.3,i
West Virginia,1.8,a,2,a,3.8,a,20.5,a,-2.6,a,1.9,i
Wisconsin,2.6,a,3.3,a,6,a,59.5,a,-2.6,a,4.7,i
Wyoming,0.5,a,1.2,a,1.7,a,12.4,a,-7.9,a,0.5,i
