State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,5.3,a,11.5,a,16.8,a,119.2,a,1.6,a,4.5,a
Alaska,4.2,a,3.1,a,7.3,a,26.8,a,-3,a,0.6,a
Arizona,3.1,a,20.5,a,23.6,a,164.6,a,4.9,a,5.2,a
Arkansas,2.7,a,5.1,a,7.8,a,68.8,a,1,a,2.7,a
California,57.2,a,120.7,a,177.9,a,"1,366.60",a,8.1,a,34,a
Colorado,4.4,a,18.8,a,23.2,a,180.6,a,7.6,a,4.3,a
Connecticut,18.5,a,5,a,23.5,a,165.9,a,7,a,3.4,a
Delaware,3.3,a,1.3,a,4.6,a,43.4,a,4.2,a,0.8,a
District of Columbia,0,a,5.1,a,5.1,a,61.1,a,0.7,a,0.6,a
Florida,18.2,a,60.3,a,78.5,a,489.5,a,4.2,a,16,a
Georgia,7.1,a,22.9,a,29.9,a,307.6,a,4.1,a,8.2,a
Hawaii,5.6,a,2.3,a,7.9,a,41.5,a,2.2,a,1.2,a
Idaho,2.3,a,1.2,a,3.4,a,38,a,11.4,a,1.3,a
Illinois,28.8,a,38.7,a,67.6,a,487.2,a,4,a,12.4,a
Indiana,7.9,a,12,a,19.9,a,203.1,a,3.6,a,6.1,a
Iowa,2.4,a,4.9,a,7.3,a,93,a,4.7,a,2.9,a
Kansas,1.9,a,8.5,a,10.4,a,85.9,a,2.5,a,2.7,a
Kentucky,7.8,a,15.7,a,23.4,a,114.3,a,-2.7,a,4,a
Louisiana,7.8,a,10.2,a,18,a,132.8,a,-2.9,a,4.5,a
Maine,4.1,a,1.8,a,5.8,a,36.8,a,4.6,a,1.3,a
Maryland,11.4,a,12.5,a,23.8,a,192.1,a,4.2,a,5.3,a
Massachusetts,39,a,16.2,a,55.2,a,289.9,a,8.4,a,6.4,a
Michigan,19.4,a,27.8,a,47.2,a,351.6,a,2.1,a,10,a
Minnesota,5.6,a,21.8,a,27.4,a,190,a,6.6,a,4.9,a
Mississippi,3.2,a,5.3,a,8.5,a,65.6,a,0.6,a,2.8,a
Missouri,9.8,a,9.5,a,19.3,a,187.3,a,3.2,a,5.6,a
Montana,2.6,a,1.2,a,3.8,a,21.9,a,2.5,a,0.9,a
Nebraska,1.7,a,5,a,6.6,a,56.5,a,3.7,a,1.7,a
Nevada,3,a,10.2,a,13.2,a,76.6,a,4,a,2,a
New Hampshire,5.5,a,1.5,a,7,a,45.2,a,6.9,a,1.2,a
New Jersey,28.9,a,21.4,a,50.3,a,362,a,5.4,a,8.4,a
New Mexico,3.6,a,4,a,7.7,a,55.2,a,1.8,a,1.8,a
New York,78.6,a,98.9,a,177.5,a,838.7,a,3.8,a,19,a
North Carolina,9.3,a,19.8,a,29.1,a,275.7,a,3,a,8.1,a
North Dakota,1.5,a,1.3,a,2.8,a,18,a,3.8,a,0.6,a
Ohio,18.1,a,24,a,42.1,a,391.1,a,2,a,11.4,a
Oklahoma,5.7,a,5.7,a,11.4,a,90.8,a,3.7,a,3.5,a
Oregon,6.2,a,9.4,a,15.6,a,117.3,a,8.6,a,3.4,a
Pennsylvania,18.6,a,54.7,a,73.3,a,407.7,a,2.6,a,12.3,a
Rhode Island,5.7,a,1.2,a,6.9,a,34.5,a,4.8,a,1.1,a
South Carolina,7.1,a,11.6,a,18.7,a,115.2,a,2.7,a,4,a
South Dakota,2.3,a,1,a,3.3,a,22.7,a,6.9,a,0.8,a
Tennessee,3.3,a,15.1,a,18.4,a,181.6,a,1.2,a,5.7,a
Texas,19.2,a,80.9,a,100.2,a,738.9,a,3.4,a,20.9,a
All states combined,547.9,a,903.9,a,"1,451.80",a,"10,252.30",a,4.1,a,282.2,a
Utah,3.9,a,8.5,a,12.4,a,70.3,a,3.6,a,2.2,a
Vermont,2.2,a,0.7,a,2.8,a,18.3,a,5.4,a,0.6,a
Virginia,12,a,19.5,a,31.5,a,266.9,a,4.2,a,7.1,a
Washington,11.7,a,27,a,38.7,a,237.8,a,0.6,a,5.9,a
West Virginia,3.7,a,3.4,a,7.1,a,42.6,a,-0.2,a,1.8,a
Wisconsin,11.5,a,14.1,a,25.6,a,180.5,a,3,a,5.4,a
Wyoming,1.2,a,1.1,a,2.4,a,17.2,a,3.3,a,0.5,a
