State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,0.6,a,1.4,a,2,a,11,a,4.7,a,3.4,i
Alaska,0.2,a,0.2,a,0.3,a,1.9,a,10.9,a,0.3,i
Arizona,0.1,a,0.7,a,0.8,a,6.6,a,9.3,a,1.7,i
Arkansas,0.1,a,0.6,a,0.7,a,5.7,a,6.6,a,1.9,i
California,5.3,a,9.1,a,14.4,a,98.7,a,5.7,a,19,i
Colorado,0.1,a,0.9,a,1,a,8.5,a,6.8,a,2.1,i
Connecticut,1.4,a,1.3,a,2.7,a,14.3,a,0.9,a,2.9,i
Delaware,0.4,a,0.3,a,0.7,a,2.9,a,6.2,a,0.5,i
District of Columbia,0,a,0.4,a,0.4,a,7.7,a,3.5,a,0.8,i
Florida,0.8,a,2.4,a,3.2,a,23.8,a,8,a,6.4,i
Georgia,0.8,a,1.4,a,2.2,a,16.4,a,7.1,a,4.5,i
Hawaii,0.3,a,0.2,a,0.6,a,3.7,a,7.9,a,0.7,i
Idaho,0,a,0.1,a,0.2,a,2.5,a,2.6,a,0.7,i
Illinois,1.3,a,4.3,a,5.6,a,56.3,a,2.3,a,10.9,i
Indiana,0.6,a,1.2,a,1.7,a,22.6,a,3.7,a,5.1,i
Iowa,0.1,a,0.8,a,0.9,a,11.3,a,1.8,a,2.8,i
Kansas,0.2,a,0.8,a,1,a,8.5,a,4.9,a,2.2,i
Kentucky,1.1,a,1.2,a,2.4,a,12.2,a,6.1,a,3.2,i
Louisiana,0.7,a,1.7,a,2.5,a,15.1,a,3.1,a,3.6,i
Maine,0.2,a,0.2,a,0.3,a,3.4,a,3.6,a,1,i
Maryland,0.9,a,1.9,a,2.8,a,15.9,a,6.2,a,3.7,i
Massachusetts,1.8,a,2,a,3.8,a,25.2,a,4,a,5.6,i
Michigan,1,a,3.6,a,4.6,a,44.7,a,7.2,a,8.7,i
Minnesota,0.4,a,1.7,a,2,a,16.1,a,6,a,3.7,i
Mississippi,0.4,a,0.6,a,1.1,a,6.3,a,6.4,a,2.2,i
Missouri,0.1,a,1.6,a,1.8,a,19.7,a,6,a,4.6,i
Montana,0.1,a,0.2,a,0.2,a,2.5,a,2.8,a,0.7,i
Nebraska,0.1,a,0.8,a,0.9,a,5.8,a,1.8,a,1.5,i
Nevada,0,a,0.3,a,0.3,a,2.5,a,8.8,a,0.4,i
New Hampshire,0.1,a,0.2,a,0.3,a,2.6,a,5.1,a,0.7,i
New Jersey,1.1,a,2.7,a,3.9,a,33.7,a,4.2,a,6.9,i
New Mexico,0.1,a,0.3,a,0.4,a,3.8,a,3.9,a,1,i
New York,5.7,a,13.9,a,19.5,a,99.8,a,4,a,17.9,i
North Carolina,0.5,a,1.1,a,1.5,a,19,a,6,a,5,i
North Dakota,0,a,0.2,a,0.2,a,2,a,0.2,a,0.6,i
Ohio,1.3,a,3.7,a,5,a,48.7,a,5.1,a,10.5,i
Oklahoma,0.7,a,0.8,a,1.4,a,8.8,a,4.8,a,2.5,i
Oregon,0.5,a,0.5,a,1,a,8.5,a,7.1,a,2,i
Pennsylvania,2.4,a,5.2,a,7.6,a,50,a,3,a,11.7,i
Rhode Island,0.3,a,0.3,a,0.6,a,3.9,a,3.3,a,0.9,i
South Carolina,0.3,a,0.5,a,0.8,a,8.2,a,6.2,a,2.5,i
South Dakota,0,a,0.1,a,0.1,a,2.1,a,2.4,a,0.7,i
Tennessee,0.4,a,1.8,a,2.1,a,14,a,6.4,a,3.9,i
Texas,0.9,a,5.3,a,6.2,a,44.5,a,6.9,a,10.9,i
All states combined,35.7,a,85.5,a,121.2,a,940.7,a,4.9,a,198.3,i
Utah,0.1,a,0.5,a,0.6,a,3.7,a,2.4,a,1,i
Vermont,0.1,a,0.1,a,0.2,a,1.6,a,3.8,a,0.4,i
Virginia,0.3,a,1.7,a,2,a,17.7,a,6.6,a,4.5,i
Washington,0.6,a,3.2,a,3.8,a,17,a,4.2,a,3.3,i
West Virginia,0.4,a,0.3,a,0.7,a,6.1,a,0.3,a,1.8,i
Wisconsin,0.4,a,1.5,a,2,a,18.2,a,3.8,a,4.3,i
Wyoming,0.1,a,0.1,a,0.2,a,1.7,a,4,a,0.3,i
