State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,2.9,a,4.2,a,7.1,a,50,a,5.7,a,4,i
Alaska,5.5,a,4.2,a,9.7,a,23.8,a,1.6,a,0.5,i
Arizona,0.6,a,9.6,a,10.2,a,46.1,a,12,a,3.1,i
Arkansas,0.7,a,2.3,a,3,a,28.5,a,8.6,a,2.3,i
California,13.6,a,25.8,a,39.3,a,482.2,a,9.2,a,25.9,i
Colorado,1.3,a,6.2,a,7.4,a,56.2,a,7,a,3,i
Connecticut,5.5,a,2.5,a,7.9,a,63.6,a,10.6,a,3.2,i
Delaware,1.8,a,0.7,a,2.5,a,11.9,a,8.5,a,0.6,i
District of Columbia,0,a,3.1,a,3.1,a,26.6,a,4.4,a,0.6,i
Florida,3.9,a,17.3,a,21.2,a,156,a,10.1,a,10.9,i
Georgia,1.8,a,7.7,a,9.5,a,88.5,a,11.3,a,5.8,i
Hawaii,2.5,a,0.4,a,2.9,a,19.1,a,7,a,1,i
Idaho,0.6,a,0.5,a,1.1,a,12.6,a,2.6,a,1,i
Illinois,8.6,a,11.1,a,19.8,a,194.2,a,8.3,a,11.4,i
Indiana,1.6,a,4.9,a,6.4,a,78.9,a,9.8,a,5.5,i
Iowa,0.7,a,2.5,a,3.1,a,41.3,a,6.3,a,2.9,i
Kansas,0.4,a,5.2,a,5.6,a,38.4,a,5.2,a,2.4,i
Kentucky,3.4,a,6.3,a,9.6,a,49.3,a,8,a,3.7,i
Louisiana,6.5,a,7.2,a,13.7,a,82.6,a,3.7,a,4.2,i
Maine,1.2,a,0.7,a,1.9,a,14.9,a,8.6,a,1.2,i
Maryland,4.8,a,6.8,a,11.6,a,69.9,a,8.5,a,4.4,i
Massachusetts,8.9,a,5.2,a,14,a,106.4,a,10.4,a,5.8,i
Michigan,5.2,a,9.4,a,14.7,a,143.7,a,8.5,a,9.3,i
Minnesota,3.4,a,8.8,a,12.2,a,71.4,a,11.2,a,4.2,i
Mississippi,1,a,2.1,a,3.1,a,28.7,a,6.8,a,2.5,i
Missouri,2.8,a,3.5,a,6.3,a,74.5,a,9.8,a,5,i
Montana,0.7,a,1.1,a,1.8,a,11,a,0.4,a,0.8,i
Nebraska,0.6,a,4.8,a,5.4,a,24.6,a,8.9,a,1.6,i
Nevada,0.9,a,1.5,a,2.3,a,16.5,a,5.8,a,0.9,i
New Hampshire,1.7,a,0.5,a,2.2,a,14.8,a,12.9,a,1,i
New Jersey,11.5,a,8.1,a,19.7,a,133.6,a,9.3,a,7.5,i
New Mexico,1.2,a,2.6,a,3.8,a,21.4,a,3.9,a,1.4,i
New York,29.4,a,27.6,a,57,a,339.4,a,7.3,a,17.7,i
North Carolina,1.9,a,7.2,a,9.1,a,88.2,a,9.7,a,6.2,i
North Dakota,0.4,a,0.7,a,1.2,a,10.6,a,2.3,a,0.6,i
Ohio,6.7,a,8.5,a,15.2,a,163.9,a,9.1,a,10.8,i
Oklahoma,3,a,4.1,a,7.2,a,51.3,a,3.8,a,3.1,i
Oregon,6.5,a,2.9,a,9.4,a,37.4,a,7.2,a,2.7,i
Pennsylvania,6.6,a,17.5,a,24.2,a,167.4,a,6.3,a,11.9,i
Rhode Island,2.3,a,0.6,a,2.9,a,13.8,a,8.1,a,1,i
South Carolina,3.2,a,2.6,a,5.8,a,41.2,a,10.9,a,3.3,i
South Dakota,0.9,a,0.5,a,1.4,a,9.2,a,9.2,a,0.7,i
Tennessee,1.7,a,5.6,a,7.3,a,64,a,8.2,a,4.7,i
Texas,4,a,32.1,a,36.1,a,288.6,a,5.2,a,15.3,i
All states combined,186,a,319,a,505,a,"4,037.60",a,7.2,a,235.2,i
Utah,1.2,a,6,a,7.2,a,22.1,a,8.2,a,1.6,i
Vermont,0.8,a,0.3,a,1.1,a,6.9,a,6.2,a,0.5,i
Virginia,2.9,a,4.8,a,7.7,a,89.8,a,9.1,a,5.7,i
Washington,3.1,a,14.7,a,17.8,a,74.2,a,5.4,a,4.4,i
West Virginia,1.6,a,2.5,a,4.1,a,22.2,a,4.9,a,1.9,i
Wisconsin,3.6,a,3.9,a,7.5,a,70,a,7,a,4.8,i
Wyoming,0.7,a,1.3,a,2,a,12.2,a,1.3,a,0.5,i
