State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,4.2,a,6.6,a,10.8,a,76,a,2.7,a,4.1,i
Alaska,5.3,a,4.8,a,10.1,a,22.3,a,-13.9,a,0.6,i
Arizona,2.5,a,16,a,18.5,a,73.4,a,0.5,a,3.8,i
Arkansas,1.8,a,3.1,a,4.8,a,41.6,a,4,a,2.4,i
California,32,a,66.1,a,98.1,a,790,a,-1.2,a,30.1,i
Colorado,2.7,a,11.2,a,13.9,a,79.8,a,2.1,a,3.4,i
Connecticut,13,a,3.5,a,16.5,a,101.5,a,-2,a,3.3,i
Delaware,3.2,a,1,a,4.2,a,21.7,a,5.6,a,0.7,i
District of Columbia,0,a,4.9,a,4.9,a,41.4,a,1,a,0.6,i
Florida,11.1,a,41.5,a,52.5,a,267.7,a,0.9,a,13.2,i
Georgia,3.7,a,15.1,a,18.8,a,147.8,a,1.6,a,6.6,i
Hawaii,4.2,a,1.1,a,5.3,a,34.4,a,2.1,a,1.1,i
Idaho,1.1,a,0.6,a,1.7,a,18.9,a,1.3,a,1,i
Illinois,18.2,a,19.7,a,37.9,a,288.5,a,0,a,11.5,i
Indiana,4.6,a,6.6,a,11.2,a,114.6,a,0,a,5.6,i
Iowa,1.6,a,3.5,a,5.1,a,57.9,a,-0.1,a,2.8,i
Kansas,0.3,a,6.9,a,7.2,a,54,a,0.7,a,2.5,i
Kentucky,6,a,8.3,a,14.4,a,71.7,a,1.3,a,3.7,i
Louisiana,10.7,a,8.7,a,19.4,a,96,a,-2.4,a,4.2,i
Maine,2.6,a,1.5,a,4.1,a,23.4,a,-2.8,a,1.2,i
Maryland,7.5,a,10,a,17.5,a,115.4,a,-1,a,4.8,i
Massachusetts,21.1,a,8.5,a,29.6,a,160.7,a,-2.5,a,6,i
Michigan,10.1,a,13.3,a,23.4,a,197.7,a,-1,a,9.4,i
Minnesota,3.9,a,15,a,18.9,a,106.1,a,-0.1,a,4.4,i
Mississippi,1.4,a,3.5,a,4.9,a,40.9,a,2,a,2.6,i
Missouri,5.8,a,5.3,a,11.1,a,109.2,a,2,a,5.2,i
Montana,1.6,a,0.8,a,2.4,a,13.9,a,1.4,a,0.8,i
Nebraska,1.6,a,4.7,a,6.3,a,35.6,a,2.1,a,1.6,i
Nevada,1.7,a,4.5,a,6.2,a,32.8,a,2.4,a,1.3,i
New Hampshire,4.1,a,1.1,a,5.2,a,24.8,a,0.8,a,1.1,i
New Jersey,19,a,14.7,a,33.7,a,221.9,a,0.1,a,7.8,i
New Mexico,1.8,a,3.2,a,4.9,a,30.3,a,10.2,a,1.5,i
New York,51.8,a,55.5,a,107.3,a,497.3,a,-2.5,a,18.1,i
North Carolina,3.5,a,13.2,a,16.7,a,146.4,a,1.4,a,6.8,i
North Dakota,1,a,1,a,1.9,a,11.7,a,-1.7,a,0.6,i
Ohio,11.4,a,14.4,a,25.7,a,234,a,-0.5,a,10.9,i
Oklahoma,3.7,a,4.9,a,8.7,a,59.6,a,-0.2,a,3.2,i
Oregon,6.5,a,3.8,a,10.2,a,59.4,a,1.6,a,2.9,i
Pennsylvania,11.6,a,36.5,a,48.1,a,255.2,a,0.6,a,11.9,i
Rhode Island,4.4,a,0.8,a,5.2,a,21.7,a,-2.9,a,1,i
South Carolina,4.2,a,6.1,a,10.3,a,68,a,0.9,a,3.5,i
South Dakota,1.8,a,0.5,a,2.3,a,13.7,a,4,a,0.7,i
Tennessee,2.8,a,9.4,a,12.2,a,101.2,a,4,a,5,i
Texas,7.7,a,57.2,a,64.9,a,393.6,a,0.5,a,17.3,i
All states combined,346,a,570,a,916,a,"6,158.10",a,-0.1,a,251.8,i
Utah,1.9,a,8.2,a,10.1,a,33.5,a,3.7,a,1.8,i
Vermont,1.5,a,0.5,a,1.9,a,11.7,a,-2.8,a,0.6,i
Virginia,6.5,a,11.6,a,18.1,a,151.1,a,0.8,a,6.3,i
Washington,6.5,a,19.6,a,26.2,a,125.9,a,2.6,a,5,i
West Virginia,2.8,a,3.8,a,6.6,a,29.1,a,1.4,a,1.8,i
Wisconsin,6.6,a,6.9,a,13.6,a,104.8,a,1.1,a,4.9,i
Wyoming,0.9,a,1.2,a,2.1,a,13,a,-1.2,a,0.5,i
