State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,8.2,a,19.4,a,27.6,a,168.3,a,-3.9,a,4.7,i
Alaska,6.6,a,3.5,a,10.1,a,49.6,a,9.7,a,0.7,i
Arizona,12.3,a,36.3,a,48.6,a,243.9,a,-8.1,a,6.6,i
Arkansas,4.1,a,8.8,a,13,a,97.1,a,-3.1,a,2.9,i
California,134.8,a,240.1,a,374.8,a,"1,920.10",a,-4,a,37,i
Colorado,17.2,a,33.1,a,50.3,a,248.6,a,-2,a,5,i
Connecticut,28.4,a,9.7,a,38.1,a,236.4,a,-4.5,a,3.5,i
Delaware,6,a,2.2,a,8.2,a,56.9,a,3,a,0.9,i
District of Columbia,0,a,9.8,a,9.8,a,100.9,a,-0.4,a,0.6,i
Florida,39.8,a,108.6,a,148.4,a,724.6,a,-5.6,a,18.5,i
Georgia,13.5,a,40.1,a,53.6,a,407,a,-3.9,a,9.8,i
Hawaii,6.9,a,4.6,a,11.5,a,65.7,a,-3.6,a,1.3,i
Idaho,3.5,a,2.4,a,5.9,a,53.8,a,-4.4,a,1.5,i
Illinois,57,a,71.3,a,128.3,a,644.7,a,-2.4,a,12.9,i
Indiana,23.7,a,27.5,a,51.2,a,261.2,a,-7,a,6.4,i
Iowa,6.4,a,9.1,a,15.5,a,136.3,a,-2.4,a,3,i
Kansas,5.9,a,20.9,a,26.7,a,124.3,a,-3.9,a,2.8,i
Kentucky,13.4,a,25.9,a,39.3,a,155.8,a,-4.1,a,4.3,i
Louisiana,17.5,a,17,a,34.5,a,206.9,a,1.4,a,4.5,i
Maine,5.3,a,2.6,a,7.9,a,50.6,a,-1.6,a,1.3,i
Maryland,23.5,a,17.4,a,40.9,a,302.5,a,-0.3,a,5.7,i
Massachusetts,74.6,a,23,a,97.6,a,391.3,a,-1.1,a,6.6,i
Michigan,31.7,a,48.4,a,80.1,a,365.6,a,-8.8,a,10,i
Minnesota,10.5,a,33.3,a,43.8,a,260,a,-3.6,a,5.3,i
Mississippi,6.2,a,7.3,a,13.4,a,93.2,a,-4.7,a,3,i
Missouri,19.2,a,23.4,a,42.6,a,251.8,a,-2,a,6,i
Montana,4.5,a,1.6,a,6.1,a,36,a,-2.1,a,1,i
Nebraska,2.5,a,11.1,a,13.6,a,86.8,a,0.5,a,1.8,i
Nevada,4.4,a,21.5,a,25.9,a,121.1,a,-8.4,a,2.6,i
New Hampshire,8.4,a,2.6,a,11,a,61.9,a,-0.9,a,1.3,i
New Jersey,56.9,a,35.7,a,92.6,a,486.5,a,-4.1,a,8.7,i
New Mexico,8,a,8.2,a,16.2,a,82,a,2,a,2,i
New York,122.7,a,174.7,a,297.3,a,"1,152.80",a,4.1,a,19.5,i
North Carolina,19.9,a,31.7,a,51.6,a,406.5,a,-4.4,a,9.4,i
North Dakota,1.9,a,2.2,a,4.1,a,32,a,2.6,a,0.6,i
Ohio,29.1,a,46.5,a,75.6,a,480.3,a,-5.2,a,11.5,i
Oklahoma,9.9,a,8.4,a,18.3,a,145.7,a,-1.3,a,3.7,i
Oregon,12.7,a,20.6,a,33.3,a,160.6,a,-4.2,a,3.8,i
Pennsylvania,41.9,a,77.4,a,119.3,a,577.4,a,-2.9,a,12.6,i
Rhode Island,9.2,a,2.6,a,11.7,a,47.9,a,-0.5,a,1.1,i
South Carolina,15.3,a,24.9,a,40.2,a,159.8,a,-4.4,a,4.6,i
South Dakota,3.6,a,1.9,a,5.6,a,36.2,a,0.2,a,0.8,i
Tennessee,4.8,a,31.7,a,36.5,a,250.5,a,-3.3,a,6.3,i
Texas,30.4,a,200.7,a,231.2,a,"1,163.40",a,-0.3,a,24.8,i
All states combined,"1,048.70",a,"1,664.60",a,"2,713.20",a,"14,448.90",a,-2.5,a,307,i
Utah,6.3,a,11.8,a,18.1,a,113.3,a,-2.2,a,2.8,i
Vermont,3.4,a,1,a,4.4,a,25.9,a,-1.6,a,0.6,i
Virginia,23.5,a,35.2,a,58.7,a,408.9,a,-0.1,a,7.9,i
Washington,24.6,a,42.1,a,66.7,a,353.6,a,-2.5,a,6.7,i
West Virginia,6.5,a,3.4,a,9.9,a,63,a,-0.5,a,1.8,i
Wisconsin,20.9,a,20.3,a,41.2,a,245.5,a,-2.8,a,5.7,i
Wyoming,1.3,a,0.9,a,2.3,a,36,a,-2.9,a,0.5,i
