State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,4.1,a,6.8,a,11,a,81.3,a,4.5,a,4.1,i
Alaska,4.9,a,5,a,9.9,a,22.8,a,-0.2,a,0.6,i
Arizona,2.8,a,16.3,a,19.1,a,82.7,a,10.2,a,3.9,i
Arkansas,1.9,a,3.4,a,5.3,a,45,a,5.9,a,2.4,i
California,37.8,a,76.4,a,114.2,a,807.4,a,-0.1,a,30.5,i
Colorado,3,a,13.3,a,16.3,a,87.3,a,7,a,3.5,i
Connecticut,12,a,3.8,a,15.8,a,105.8,a,1.9,a,3.3,i
Delaware,3.5,a,1,a,4.6,a,22.9,a,3,a,0.7,i
District of Columbia,0,a,4.9,a,4.9,a,43.2,a,1.9,a,0.6,i
Florida,12.3,a,43,a,55.3,a,284.7,a,4,a,13.5,i
Georgia,4.5,a,16.2,a,20.7,a,160.1,a,5.9,a,6.8,i
Hawaii,4.7,a,1.4,a,6,a,36.1,a,2.8,a,1.1,i
Idaho,1.3,a,0.7,a,1.9,a,20.6,a,7,a,1.1,i
Illinois,18.7,a,21.9,a,40.6,a,306.2,a,3.8,a,11.6,i
Indiana,5.2,a,7.6,a,12.7,a,124.7,a,6.4,a,5.6,i
Iowa,1.9,a,3.6,a,5.5,a,61.9,a,4.4,a,2.8,i
Kansas,0.5,a,7.3,a,7.8,a,56.9,a,3.1,a,2.5,i
Kentucky,6.6,a,9.3,a,15.9,a,77.5,a,5.8,a,3.8,i
Louisiana,10,a,8.9,a,18.8,a,90.9,a,-7.5,a,4.3,i
Maine,2.6,a,1.5,a,4.1,a,24.3,a,1.7,a,1.2,i
Maryland,8.3,a,10.7,a,19.1,a,119.5,a,1.3,a,4.9,i
Massachusetts,24,a,8.9,a,32.9,a,167.4,a,1.9,a,6.1,i
Michigan,10.4,a,14,a,24.3,a,212.1,a,4.9,a,9.4,i
Minnesota,4.1,a,15.8,a,20,a,114.5,a,5.5,a,4.5,i
Mississippi,1.6,a,3.6,a,5.2,a,44,a,5.3,a,2.6,i
Missouri,6.3,a,5.7,a,12,a,115.3,a,3.3,a,5.2,i
Montana,1.9,a,1.9,a,3.7,a,14.9,a,5.3,a,0.8,i
Nebraska,1.8,a,3.6,a,5.4,a,38.2,a,4.9,a,1.6,i
Nevada,1.9,a,3.9,a,5.8,a,36.1,a,7.5,a,1.3,i
New Hampshire,4.7,a,1.1,a,5.8,a,26.3,a,4,a,1.1,i
New Jersey,19.8,a,15.2,a,34.9,a,230.8,a,1.7,a,7.9,i
New Mexico,1.6,a,3.1,a,4.7,a,32.6,a,5.3,a,1.6,i
New York,55.9,a,60.2,a,116.1,a,519.7,a,2.2,a,18.2,i
North Carolina,3.8,a,14,a,17.9,a,159.3,a,6.4,a,6.9,i
North Dakota,1,a,0.9,a,2,a,12.9,a,7.8,a,0.6,i
Ohio,12.2,a,13.8,a,26,a,250.7,a,4.7,a,10.9,i
Oklahoma,3.7,a,5.3,a,9,a,62.2,a,2,a,3.2,i
Oregon,6.3,a,4.3,a,10.5,a,63.4,a,4.3,a,2.9,i
Pennsylvania,13,a,35.1,a,48.1,a,269.8,a,3.4,a,12,i
Rhode Island,5.2,a,0.8,a,6,a,22.7,a,1.9,a,1,i
South Carolina,4.7,a,6.6,a,11.3,a,71.8,a,3.3,a,3.6,i
South Dakota,1.9,a,0.5,a,2.4,a,14.9,a,6,a,0.7,i
Tennessee,2.8,a,9.6,a,12.4,a,111.7,a,7.9,a,5,i
Texas,8,a,57.4,a,65.4,a,416.4,a,3.4,a,17.7,i
All states combined,372.3,a,603.3,a,975.6,a,"6,520.30",a,3.5,a,254.9,i
Utah,2.2,a,8.3,a,10.4,a,35.6,a,3.9,a,1.8,i
Vermont,1.5,a,0.5,a,2,a,12.5,a,4.5,a,0.6,i
Virginia,7.4,a,12.8,a,20.2,a,159,a,2.9,a,6.4,i
Washington,7.2,a,20.8,a,28,a,134.5,a,4.4,a,5.1,i
West Virginia,2.6,a,3.8,a,6.4,a,30.4,a,2.2,a,1.8,i
Wisconsin,7.3,a,7.7,a,15,a,113,a,5.4,a,5,i
Wyoming,0.9,a,1.2,a,2.1,a,13.2,a,-0.7,a,0.5,i
