State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
Alabama,4.5,a,9.8,a,14.3,a,115,a,3.7,a,4.4,i
Alaska,3.9,a,3.5,a,7.4,a,24.7,a,-1.1,a,0.6,i
Arizona,2.7,a,20.2,a,22.9,a,155.3,a,8.2,a,5,i
Arkansas,2.5,a,4.4,a,6.9,a,66.8,a,5.3,a,2.6,i
California,54,a,114.4,a,168.3,a,"1,247.10",a,7.6,a,33.4,i
Colorado,4.1,a,18,a,22.1,a,164.2,a,7.6,a,4.2,i
Connecticut,17.5,a,4.7,a,22.2,a,152.3,a,3,a,3.4,i
Delaware,3.7,a,1.2,a,4.9,a,40.4,a,8.3,a,0.8,i
District of Columbia,0,a,4.9,a,4.9,a,58.8,a,4.3,a,0.6,i
Florida,17.8,a,57.9,a,75.7,a,458.3,a,4.5,a,15.6,i
Georgia,6.3,a,20,a,26.3,a,289,a,7.1,a,8,i
Hawaii,5.4,a,2.2,a,7.7,a,39.3,a,1.5,a,1.2,i
Idaho,2,a,1.1,a,3.1,a,34.1,a,9.6,a,1.3,i
Illinois,26.6,a,36.3,a,62.9,a,459.3,a,3.6,a,12.3,i
Indiana,7.1,a,11.4,a,18.5,a,193.1,a,3.3,a,6,i
Iowa,2.5,a,4.7,a,7.2,a,87.7,a,2.1,a,2.9,i
Kansas,1.5,a,8.3,a,9.7,a,81.9,a,2.5,a,2.7,i
Kentucky,7.4,a,15.1,a,22.5,a,115.3,a,3.1,a,4,i
Louisiana,7.2,a,10.2,a,17.3,a,126,a,2,a,4.4,i
Maine,3.9,a,1.7,a,5.6,a,34.4,a,4.9,a,1.3,i
Maryland,11.2,a,12.7,a,23.9,a,180.2,a,3.9,a,5.2,i
Massachusetts,35.8,a,14.5,a,50.3,a,264.8,a,5.3,a,6.3,i
Michigan,16.2,a,27.9,a,44.1,a,337.6,a,5.7,a,9.9,i
Minnesota,5.5,a,21.4,a,26.9,a,174.7,a,3.5,a,4.9,i
Mississippi,3.2,a,5.4,a,8.6,a,63.8,a,2.7,a,2.8,i
Missouri,8.9,a,8.7,a,17.6,a,177.4,a,2.7,a,5.5,i
Montana,2.4,a,1.2,a,3.6,a,20.8,a,0.4,a,0.9,i
Nebraska,1.8,a,4.5,a,6.3,a,53.7,a,2.2,a,1.7,i
Nevada,3,a,9.3,a,12.3,a,71.5,a,6.7,a,1.9,i
New Hampshire,5.4,a,1.3,a,6.8,a,41.9,a,2.8,a,1.2,i
New Jersey,27.9,a,20,a,47.9,a,336.7,a,3.5,a,8.3,i
New Mexico,3.2,a,4,a,7.2,a,53.1,a,5.4,a,1.8,i
New York,76.6,a,94.9,a,171.4,a,793.7,a,5.2,a,18.9,i
North Carolina,8.2,a,19.2,a,27.4,a,264.1,a,5.6,a,7.9,i
North Dakota,1.3,a,1.1,a,2.5,a,17,a,0.1,a,0.6,i
Ohio,15,a,21.5,a,36.5,a,376,a,2.3,a,11.3,i
Oklahoma,5.6,a,5.6,a,11.2,a,84.1,a,1.6,a,3.4,i
Oregon,5.7,a,8.6,a,14.3,a,107.5,a,2.2,a,3.4,i
Pennsylvania,17.7,a,51.8,a,69.5,a,389.7,a,3,a,12.2,i
Rhode Island,5.5,a,1.2,a,6.6,a,32.3,a,3.3,a,1,i
South Carolina,5.1,a,10.5,a,15.6,a,110.3,a,4.6,a,4,i
South Dakota,2.1,a,0.9,a,3,a,21.1,a,4,a,0.7,i
Tennessee,3.3,a,14.1,a,17.4,a,175.8,a,3,a,5.6,i
Texas,14.7,a,75.8,a,90.6,a,681.3,a,4,a,20.4,i
All states combined,510.5,a,858.8,a,"1,369.30",a,"9,630.70",a,4.8,a,278,i
Utah,3.8,a,9.2,a,12.9,a,66,a,4.1,a,2.2,i
Vermont,2.1,a,0.7,a,2.8,a,17.2,a,5.5,a,0.6,i
Virginia,11.9,a,18.5,a,30.4,a,249.8,a,4.7,a,7,i
Washington,11.1,a,26.1,a,37.2,a,230.6,a,7.3,a,5.8,i
West Virginia,3.7,a,3.4,a,7.1,a,41.8,a,3.3,a,1.8,i
Wisconsin,11.2,a,13.4,a,24.6,a,172.3,a,4.2,a,5.3,i
Wyoming,1,a,1.3,a,2.3,a,15.7,a,3.8,a,0.5,i
