State,State Debt,,Local Debt,,State and Local Debt,,Gross State Product,,Real State Growth %,,Population (million), 
,0,,0,,0,,0,,0,,0,a
Alabama,4,a,6.2,a,10.2,a,71.6,a,0.9,a,4,a
Alaska,5.5,a,4.8,a,10.4,a,25,a,2.9,a,0.6,a
Arizona,2.2,a,15.4,a,17.6,a,70.6,a,0.3,a,3.7,a
Arkansas,1.7,a,2.9,a,4.6,a,38.7,a,0.4,a,2.4,a
California,28.9,a,64.5,a,93.4,a,773.5,a,3.1,a,29.8,a
Colorado,2.4,a,10.9,a,13.4,a,75.6,a,2.3,a,3.3,a
Connecticut,11,a,3.4,a,14.4,a,100.2,a,0.8,a,3.3,a
Delaware,3,a,1,a,4,a,19.9,a,1.6,a,0.7,a
District of Columbia,0,a,4.4,a,4.4,a,39.7,a,2.1,a,0.6,a
Florida,10,a,43.5,a,53.5,a,256.6,a,2.4,a,12.9,a
Georgia,3.1,a,14.3,a,17.4,a,140.6,a,1.3,a,6.5,a
Hawaii,3.4,a,1,a,4.4,a,32.5,a,6.6,a,1.1,a
Idaho,1,a,0.6,a,1.5,a,18,a,2.6,a,1,a
Illinois,15.3,a,16.8,a,32,a,279,a,0.9,a,11.4,a
Indiana,4.1,a,6.7,a,10.9,a,110.9,a,-0.3,a,5.5,a
Iowa,1.9,a,3.6,a,5.5,a,56.1,a,2.2,a,2.8,a
Kansas,0.3,a,6.7,a,7,a,51.9,a,2.4,a,2.5,a
Kentucky,5.3,a,8,a,13.3,a,68.4,a,0.6,a,3.7,a
Louisiana,12.8,a,8.8,a,21.6,a,95.2,a,4.8,a,4.2,a
Maine,2.1,a,1.3,a,3.4,a,23.3,a,-1.1,a,1.2,a
Maryland,6.6,a,9.6,a,16.3,a,112.8,a,1.2,a,4.8,a
Massachusetts,18.7,a,8.3,a,27,a,159.5,a,-2.8,a,6,a
Michigan,9.2,a,12.2,a,21.4,a,193.1,a,-2.4,a,9.3,a
Minnesota,3.8,a,13.6,a,17.4,a,102.8,a,0.8,a,4.4,a
Mississippi,1.3,a,3.4,a,4.8,a,38.8,a,0.4,a,2.6,a
Missouri,5.3,a,4.9,a,10.1,a,103.6,a,-1.6,a,5.1,a
Montana,1.4,a,1.2,a,2.6,a,13.2,a,1.1,a,0.8,a
Nebraska,1.4,a,4.8,a,6.2,a,33.7,a,3.8,a,1.6,a
Nevada,1.6,a,2.8,a,4.4,a,31,a,7.2,a,1.2,a
New Hampshire,3.3,a,1,a,4.3,a,23.8,a,-3.6,a,1.1,a
New Jersey,18.9,a,13.7,a,32.6,a,214.4,a,0.8,a,7.7,a
New Mexico,1.8,a,3.2,a,5,a,26.6,a,2.9,a,1.5,a
New York,46.5,a,48,a,94.5,a,493.2,a,0.5,a,18,a
North Carolina,3.1,a,12.7,a,15.7,a,139.7,a,0.6,a,6.6,a
North Dakota,0.9,a,1,a,1.9,a,11.5,a,3.4,a,0.6,a
Ohio,11.2,a,12,a,23.2,a,227.4,a,0.6,a,10.8,a
Oklahoma,3.7,a,4.5,a,8.2,a,57.8,a,1.3,a,3.1,a
Oregon,6.6,a,3.6,a,10.1,a,56.6,a,3.6,a,2.8,a
Pennsylvania,10.9,a,34.8,a,45.7,a,245.3,a,1.4,a,11.9,a
Rhode Island,3.6,a,0.7,a,4.3,a,21.7,a,-0.8,a,1,a
South Carolina,3.9,a,5.8,a,9.7,a,65.2,a,2.4,a,3.5,a
South Dakota,1.8,a,0.5,a,2.3,a,12.8,a,4.4,a,0.7,a
Tennessee,2.6,a,9.2,a,11.8,a,94.1,a,-1,a,4.9,a
Texas,7.9,a,56.3,a,64.1,a,378.9,a,4.4,a,17,a
All states combined,318,a,542,a,860,a,"5,963.10",a,1.9,a,248.7,a
Utah,1.8,a,8.2,a,10,a,31.2,a,5.1,a,1.7,a
Vermont,1.3,a,0.4,a,1.7,a,11.7,a,1.2,a,0.6,a
Virginia,6.1,a,9.7,a,15.8,a,145,a,1.5,a,6.2,a
Washington,5.7,a,18,a,23.6,a,118.6,a,5.8,a,4.9,a
West Virginia,2.5,a,3.8,a,6.3,a,27.8,a,0.3,a,1.8,a
Wisconsin,6.1,a,6,a,12.1,a,100.2,a,1.5,a,4.9,a
Wyoming,0.9,a,1.3,a,2.3,a,12.7,a,7.1,a,0.5,a
