,State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
0,,1990,0.0,0.0,0.0,0,0.0,0.0
1,Alabama,1990,4.0,6.2,10.2,71.6,0.9,4.0
2,Alaska,1990,5.5,4.8,10.4,25,2.9,0.6
3,Arizona,1990,2.2,15.4,17.6,70.6,0.3,3.7
4,Arkansas,1990,1.7,2.9,4.6,38.7,0.4,2.4
5,California,1990,28.9,64.5,93.4,773.5,3.1,29.8
6,Colorado,1990,2.4,10.9,13.4,75.6,2.3,3.3
7,Connecticut,1990,11.0,3.4,14.4,100.2,0.8,3.3
8,Delaware,1990,3.0,1.0,4.0,19.9,1.6,0.7
9,District of Columbia,1990,0.0,4.4,4.4,39.7,2.1,0.6
10,Florida,1990,10.0,43.5,53.5,256.6,2.4,12.9
11,Georgia,1990,3.1,14.3,17.4,140.6,1.3,6.5
12,Hawaii,1990,3.4,1.0,4.4,32.5,6.6,1.1
13,Idaho,1990,1.0,0.6,1.5,18,2.6,1.0
14,Illinois,1990,15.3,16.8,32.0,279,0.9,11.4
15,Indiana,1990,4.1,6.7,10.9,110.9,-0.3,5.5
16,Iowa,1990,1.9,3.6,5.5,56.1,2.2,2.8
17,Kansas,1990,0.3,6.7,7.0,51.9,2.4,2.5
18,Kentucky,1990,5.3,8.0,13.3,68.4,0.6,3.7
19,Louisiana,1990,12.8,8.8,21.6,95.2,4.8,4.2
20,Maine,1990,2.1,1.3,3.4,23.3,-1.1,1.2
21,Maryland,1990,6.6,9.6,16.3,112.8,1.2,4.8
22,Massachusetts,1990,18.7,8.3,27.0,159.5,-2.8,6.0
23,Michigan,1990,9.2,12.2,21.4,193.1,-2.4,9.3
24,Minnesota,1990,3.8,13.6,17.4,102.8,0.8,4.4
25,Mississippi,1990,1.3,3.4,4.8,38.8,0.4,2.6
26,Missouri,1990,5.3,4.9,10.1,103.6,-1.6,5.1
27,Montana,1990,1.4,1.2,2.6,13.2,1.1,0.8
28,Nebraska,1990,1.4,4.8,6.2,33.7,3.8,1.6
29,Nevada,1990,1.6,2.8,4.4,31,7.2,1.2
30,New Hampshire,1990,3.3,1.0,4.3,23.8,-3.6,1.1
31,New Jersey,1990,18.9,13.7,32.6,214.4,0.8,7.7
32,New Mexico,1990,1.8,3.2,5.0,26.6,2.9,1.5
33,New York,1990,46.5,48.0,94.5,493.2,0.5,18.0
34,North Carolina,1990,3.1,12.7,15.7,139.7,0.6,6.6
35,North Dakota,1990,0.9,1.0,1.9,11.5,3.4,0.6
36,Ohio,1990,11.2,12.0,23.2,227.4,0.6,10.8
37,Oklahoma,1990,3.7,4.5,8.2,57.8,1.3,3.1
38,Oregon,1990,6.6,3.6,10.1,56.6,3.6,2.8
39,Pennsylvania,1990,10.9,34.8,45.7,245.3,1.4,11.9
40,Rhode Island,1990,3.6,0.7,4.3,21.7,-0.8,1.0
41,South Carolina,1990,3.9,5.8,9.7,65.2,2.4,3.5
42,South Dakota,1990,1.8,0.5,2.3,12.8,4.4,0.7
43,Tennessee,1990,2.6,9.2,11.8,94.1,-1.0,4.9
44,Texas,1990,7.9,56.3,64.1,378.9,4.4,17.0
45,All states combined,1990,318.0,542.0,860.0,"5,963.10",1.9,248.7
46,Utah,1990,1.8,8.2,10.0,31.2,5.1,1.7
47,Vermont,1990,1.3,0.4,1.7,11.7,1.2,0.6
48,Virginia,1990,6.1,9.7,15.8,145,1.5,6.2
49,Washington,1990,5.7,18.0,23.6,118.6,5.8,4.9
50,West Virginia,1990,2.5,3.8,6.3,27.8,0.3,1.8
51,Wisconsin,1990,6.1,6.0,12.1,100.2,1.5,4.9
52,Wyoming,1990,0.9,1.3,2.3,12.7,7.1,0.5
