,State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
0,Alabama,2013,9.1,22.6,31.6,191.5,1.0,4.8
1,Alaska,2013,6.2,3.5,9.7,56.6,-5.1,0.7
2,Arizona,2013,14.2,35,49.2,275.2,0.7,6.6
3,Arkansas,2013,3.9,10,14,114.3,2.8,3.0
4,California,2013,152.2,268.3,420.5,"2,262.80",3.6,38.3
5,Colorado,2013,16.3,37.1,53.4,288.3,3.3,5.3
6,Connecticut,2013,32.4,11,43.3,246.6,-1.1,3.6
7,Delaware,2013,5.8,2.6,8.3,60.7,-4.5,0.9
8,District of Columbia,2013,0,12.4,12.4,114.9,-0.1,0.7
9,Florida,2013,37.9,108.5,146.4,800.7,1.9,19.5
10,Georgia,2013,13.3,41.7,55,460.6,1.5,10.0
11,Hawaii,2013,8.3,6.1,14.4,75.8,0.9,1.4
12,Idaho,2013,3.6,2.3,6,61,3.6,1.6
13,Illinois,2013,63.7,85,148.7,739.6,0.5,12.9
14,Indiana,2013,22.6,27.3,49.9,308.7,2.1,6.6
15,Iowa,2013,6.7,11.8,18.5,160.3,-0.4,3.1
16,Kansas,2013,6.8,19.3,26.2,143.2,0.0,2.9
17,Kentucky,2013,15,26.1,41.1,182.4,1.8,4.4
18,Louisiana,2013,18.6,21.6,40.2,229,-3.0,4.6
19,Maine,2013,5.4,3,8.4,53.7,-0.7,1.3
20,Maryland,2013,26.1,23,49,341.3,0.0,5.9
21,Massachusetts,2013,76.2,19.2,95.4,454.3,0.1,6.7
22,Michigan,2013,30.4,46.3,76.7,432.7,1.3,9.9
23,Minnesota,2013,13.7,34.5,48.1,306.2,2.2,5.4
24,Mississippi,2013,7.1,7.2,14.3,101.6,0.0,3.0
25,Missouri,2013,19.3,26.3,45.6,277.9,1.2,6.0
26,Montana,2013,3.5,1.7,5.3,43.1,1.0,1.0
27,Nebraska,2013,1.8,13.1,14.9,107.6,2.7,1.9
28,Nevada,2013,3.6,24.7,28.3,130.6,0.2,2.8
29,New Hampshire,2013,8.8,2.7,11.4,70.2,1.6,1.3
30,New Jersey,2013,64.3,35,99.3,533.7,0.7,8.9
31,New Mexico,2013,7.2,9.1,16.4,88.4,-1.3,2.1
32,New York,2013,136,210.4,346.4,"1,355.60",-0.2,19.6
33,North Carolina,2013,19.1,32.5,51.5,455.5,1.3,9.8
34,North Dakota,2013,1.8,2.8,4.7,53.9,2.3,0.7
35,Ohio,2013,33.1,49.7,82.8,561,1.8,11.6
36,Oklahoma,2013,9.5,9.3,18.8,182.6,2.4,3.9
37,Oregon,2013,13.6,21.2,34.8,179.4,0.8,3.9
38,Pennsylvania,2013,47,83,130.1,663.9,1.6,12.8
39,Rhode Island,2013,9.6,2.7,12.3,53.2,0.9,1.1
40,South Carolina,2013,14.7,27.4,42.1,183,2.0,4.8
41,South Dakota,2013,3.4,2.4,5.9,44.8,0.4,0.8
42,Tennessee,2013,6.2,39.6,45.8,292.8,1.1,6.5
43,Texas,2013,39.6,226.6,266.2,"1,502.30",4.3,26.5
44,All states combined,2013,"1,137.90","1,829.60","2,967.60","16,784.90",1.8,316.0
45,Utah,2013,7,12.7,19.8,134.3,2.5,2.9
46,Vermont,2013,3.3,1.2,4.5,29.1,-1.3,0.6
47,Virginia,2013,28,37.1,65.1,455.1,0.4,8.3
48,Washington,2013,30.5,47,77.5,419.3,2.6,7.0
49,West Virginia,2013,7.4,3.5,10.8,71,1.1,1.9
50,Wisconsin,2013,23.2,21.2,44.4,282.4,0.7,5.7
51,Wyoming,2013,1,1,2,38.9,0.2,0.6
