,State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
0,Alabama,2005,6.3,16.3,22.5,156,3.3,4.5
1,Alaska,2005,5.8,3,8.8,39.8,3.0,0.7
2,Arizona,2005,8.0,24.8,32.8,228.2,8.1,6.0
3,Arkansas,2005,4.3,6.9,11.2,89.6,3.4,2.8
4,California,2005,107.4,179.4,286.8,"1,753.90",4.6,35.8
5,Colorado,2005,12.7,26.7,39.4,219.9,4.2,4.7
6,Connecticut,2005,23.2,8,31.2,208.8,2.3,3.5
7,Delaware,2005,4.4,1.9,6.2,52.2,-1.2,0.8
8,District of Columbia,2005,0.0,6.7,6.7,85.3,2.2,0.6
9,Florida,2005,28.3,85,113.3,696.7,6.5,17.8
10,Georgia,2005,9.2,29.7,39,386.8,3.8,9.1
11,Hawaii,2005,5.8,3.4,9.3,58.7,5.6,1.3
12,Idaho,2005,2.4,1.6,4,48,8.1,1.4
13,Illinois,2005,51.3,55.4,106.7,586.7,1.9,12.7
14,Indiana,2005,14.9,17.2,32.1,243.7,0.3,6.3
15,Iowa,2005,4.9,6.7,11.6,122.2,3.0,2.9
16,Kansas,2005,5.1,12.4,17.6,103.9,3.7,2.7
17,Kentucky,2005,8.6,21.6,30.2,142.6,3.3,4.2
18,Louisiana,2005,11.5,13.3,24.8,197.6,6.0,4.5
19,Maine,2005,4.6,2.3,7,45.9,0.2,1.3
20,Maryland,2005,15.2,14.3,29.5,265.9,4.8,5.6
21,Massachusetts,2005,60.0,22,82,345.6,1.9,6.5
22,Michigan,2005,24.4,42.7,67,394.2,1.5,10.1
23,Minnesota,2005,7.3,29,36.3,242.9,2.7,5.1
24,Mississippi,2005,4.3,5.9,10.2,81,1.7,2.9
25,Missouri,2005,16.2,15.1,31.3,223.5,1.7,5.8
26,Montana,2005,3.9,1.4,5.4,30.5,4.8,0.9
27,Nebraska,2005,1.7,6.8,8.6,74,3.3,1.8
28,Nevada,2005,4.1,14.6,18.7,117.9,8.4,2.4
29,New Hampshire,2005,6.9,2.4,9.3,56.4,1.4,1.3
30,New Jersey,2005,42.3,30.6,72.9,440.8,1.2,8.6
31,New Mexico,2005,5.9,4.6,10.4,73.7,1.2,1.9
32,New York,2005,102.6,130.3,232.9,"1,015.10",3.4,19.3
33,North Carolina,2005,15.8,25.1,40.9,352.4,4.8,8.7
34,North Dakota,2005,1.7,1.6,3.3,24.4,3.0,0.6
35,Ohio,2005,23.2,37.5,60.7,465.8,1.8,11.5
36,Oklahoma,2005,7.5,6.9,14.4,124.6,4.1,3.5
37,Oregon,2005,10.5,15.4,25.9,143.7,3.7,3.6
38,Pennsylvania,2005,27.6,72.9,100.5,505.6,1.7,12.4
39,Rhode Island,2005,6.8,1.9,8.7,45.2,1.4,1.1
40,South Carolina,2005,13.4,16.5,29.9,142.6,2.7,4.3
41,South Dakota,2005,2.6,1.3,3.8,30.7,2.4,0.8
42,Tennessee,2005,3.6,22.2,25.8,228.1,2.0,6.0
43,Texas,2005,18.2,133.9,152.1,986.4,2.7,22.8
44,All states combined,2005,810.9,"1,274.20","2,085.00","13,036.60",3.5,295.8
45,Utah,2005,5.3,9.6,14.8,94.2,6.3,2.5
46,Vermont,2005,2.8,0.8,3.6,23.5,1.3,0.6
47,Virginia,2005,16.9,27.6,44.5,360.3,5.5,7.6
48,Washington,2005,17.0,36,53,296.1,6.6,6.3
49,West Virginia,2005,5.1,3.4,8.5,53.3,2.9,1.8
50,Wisconsin,2005,18.8,18.2,36.9,225.7,2.4,5.5
51,Wyoming,2005,0.9,1,1.9,27.2,5.0,0.5
