,State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
0,Alabama,1966,0.5,1.1,1.6,9.8,6.5,3.4
1,Alaska,1966,0.1,0.1,0.3,1.5,5.8,0.3
2,Arizona,1966,0.0,0.7,0.8,5.5,6.9,1.6
3,Arkansas,1966,0.1,0.5,0.6,4.9,6.5,1.9
4,California,1966,4.2,8.3,12.5,84.6,5.2,18.1
5,Colorado,1966,0.1,0.9,1.0,7.3,6.7,2.0
6,Connecticut,1966,1.2,1.0,2.3,12.8,8.8,2.8
7,Delaware,1966,0.3,0.3,0.6,2.5,4.4,0.5
8,District of Columbia,1966,0.0,0.3,0.3,6.5,4.0,0.8
9,Florida,1966,0.8,2.3,3.1,19.2,7.0,6.0
10,Georgia,1966,0.6,1.2,1.8,13.8,7.3,4.3
11,Hawaii,1966,0.3,0.2,0.5,3.1,6.2,0.7
12,Idaho,1966,0.0,0.2,0.2,2.3,0.6,0.7
13,Illinois,1966,1.2,4.1,5.2,50.4,6.7,10.7
14,Indiana,1966,0.5,1.0,1.5,20.0,5.3,5.0
15,Iowa,1966,0.1,0.5,0.6,10.2,7.9,2.8
16,Kansas,1966,0.3,0.8,1.0,7.4,5.4,2.2
17,Kentucky,1966,0.8,0.9,1.7,10.4,6.1,3.1
18,Louisiana,1966,0.6,1.4,2.1,12.8,8.5,3.5
19,Maine,1966,0.2,0.1,0.3,3.0,4.0,1.0
20,Maryland,1966,0.8,1.6,2.4,13.6,7.6,3.6
21,Massachusetts,1966,1.8,1.6,3.4,21.8,6.2,5.5
22,Michigan,1966,0.9,3.2,4.2,39.3,3.2,8.4
23,Minnesota,1966,0.3,1.5,1.8,13.7,7.2,3.6
24,Mississippi,1966,0.3,0.6,0.9,5.3,5.1,2.2
25,Missouri,1966,0.1,1.4,1.5,16.8,4.9,4.5
26,Montana,1966,0.1,0.2,0.3,2.3,4.9,0.7
27,Nebraska,1966,0.1,0.7,0.8,5.2,6.6,1.5
28,Nevada,1966,0.0,0.3,0.3,2.1,2.0,0.4
29,New Hampshire,1966,0.1,0.1,0.3,2.2,7.6,0.7
30,New Jersey,1966,1.0,2.5,3.5,29.0,5.9,6.7
31,New Mexico,1966,0.1,0.3,0.4,3.5,1.4,1.0
32,New York,1966,4.6,13.2,17.7,86.6,4.8,17.6
33,North Carolina,1966,0.3,1.0,1.2,16.0,6.8,4.9
34,North Dakota,1966,0.0,0.2,0.2,1.8,-1.6,0.6
35,Ohio,1966,1.0,3.5,4.5,42.7,6.2,10.3
36,Oklahoma,1966,0.4,0.7,1.2,7.5,4.3,2.5
37,Oregon,1966,0.5,0.5,0.9,7.3,5.1,2.0
38,Pennsylvania,1966,2.0,4.8,6.8,44.1,5.8,11.6
39,Rhode Island,1966,0.3,0.3,0.5,3.5,6.9,0.9
40,South Carolina,1966,0.2,0.3,0.6,6.9,8.7,2.5
41,South Dakota,1966,0.0,0.1,0.1,1.9,5.9,0.7
42,Tennessee,1966,0.2,1.7,2.0,12.0,7.7,3.8
43,Texas,1966,0.6,4.8,5.4,36.8,5.7,10.5
44,All states combined,1966,29.6,77.5,107.1,813.4,6.6,193.3
45,Utah,1966,0.1,0.4,0.5,3.4,3.4,1.0
46,Vermont,1966,0.1,0.1,0.1,1.4,15.6,0.4
47,Virginia,1966,0.3,1.4,1.7,14.9,6.1,4.4
48,Washington,1966,0.6,3.1,3.6,14.3,12.6,3.2
49,West Virginia,1966,0.4,0.2,0.6,5.6,4.0,1.8
50,Wisconsin,1966,0.3,1.4,1.7,16.1,6.2,4.2
51,Wyoming,1966,0.0,0.1,0.1,1.5,1.4,0.3
