,State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
0,Alabama,2014,8.9,22.3,31.2,194.1,-1.0,4.8
1,Alaska,2014,6,3.1,9.2,55.5,-2.8,0.7
2,Arizona,2014,14.3,33.7,48,284.6,1.2,6.7
3,Arkansas,2014,4.5,11.5,16,117.3,0.8,3.0
4,California,2014,156.8,267.8,424.6,"2,396.60",4.0,38.6
5,Colorado,2014,16.9,37.9,54.8,306.4,4.4,5.4
6,Connecticut,2014,33.2,11.3,44.6,249,-1.5,3.6
7,Delaware,2014,5.1,2.5,7.6,67.2,7.7,0.9
8,District of Columbia,2014,0,13.1,13.1,120,2.0,0.7
9,Florida,2014,36.3,118.4,154.8,839.7,2.6,19.8
10,Georgia,2014,13.4,43.3,56.7,484.9,2.9,10.1
11,Hawaii,2014,8.4,5.9,14.3,78,0.3,1.4
12,Idaho,2014,3.6,2.6,6.2,63.6,2.6,1.6
13,Illinois,2014,65.8,83.4,149.2,765.9,1.3,12.9
14,Indiana,2014,21.1,28,49.1,325,3.0,6.6
15,Iowa,2014,6.3,12.5,18.8,171.5,5.2,3.1
16,Kansas,2014,6.8,19.3,26.1,148.3,1.9,2.9
17,Kentucky,2014,14.8,27.2,42,186.7,0.2,4.4
18,Louisiana,2014,19,21.6,40.6,237.9,2.3,4.6
19,Maine,2014,5.5,3,8.4,55.9,1.7,1.3
20,Maryland,2014,26.4,23.5,49.9,352.5,1.1,6.0
21,Massachusetts,2014,74.4,17.2,91.5,473.5,1.9,6.8
22,Michigan,2014,31.5,45.1,76.6,449,1.5,9.9
23,Minnesota,2014,15.8,33.6,49.4,319.3,2.5,5.5
24,Mississippi,2014,7.2,7.1,14.4,103.7,-0.2,3.0
25,Missouri,2014,19,28,47.1,284.7,0.3,6.1
26,Montana,2014,3.4,1.9,5.3,44.5,1.6,1.0
27,Nebraska,2014,1.9,13.2,15.1,111.3,2.0,1.9
28,Nevada,2014,3.5,24.4,27.9,135,1.1,2.8
29,New Hampshire,2014,8.2,2.6,10.9,72.4,1.0,1.3
30,New Jersey,2014,66.1,33.3,99.4,546.8,0.3,8.9
31,New Mexico,2014,6.9,8.8,15.7,92.5,3.1,2.1
32,New York,2014,136.4,209,345.4,"1,427.80",2.2,19.7
33,North Carolina,2014,17.9,32.3,50.1,475.2,1.9,9.9
34,North Dakota,2014,1.9,3.5,5.4,58.5,7.2,0.7
35,Ohio,2014,33.7,52.1,85.8,593,3.6,11.6
36,Oklahoma,2014,9,9.7,18.7,195.7,5.9,3.9
37,Oregon,2014,14.6,21.2,35.7,189.3,3.5,4.0
38,Pennsylvania,2014,47.6,79.9,127.4,690.7,2.1,12.8
39,Rhode Island,2014,9.4,2.7,12.1,54.6,0.2,1.1
40,South Carolina,2014,15.1,27.7,42.8,192,2.4,4.8
41,South Dakota,2014,3.2,2.5,5.7,46.1,1.1,0.8
42,Tennessee,2014,6,39.4,45.5,304.2,1.6,6.5
43,Texas,2014,41.9,227,268.9,"1,565.40",2.7,27.0
44,All states combined,2014,"1,148.80","1,840.50","2,989.30","17,527.30",2.5,318.3
45,Utah,2014,7.3,12.9,20.2,141.3,3.0,2.9
46,Vermont,2014,3.3,1.3,4.6,29.7,0.0,0.6
47,Virginia,2014,27.7,37.6,65.3,463.8,-0.2,8.3
48,Washington,2014,31.6,48.7,80.3,442.4,3.5,7.1
49,West Virginia,2014,7.4,3.5,10.9,72,-0.4,1.8
50,Wisconsin,2014,22.4,21.4,43.8,293.5,1.8,5.8
51,Wyoming,2014,0.9,1.1,2,39.4,0.1,0.6
