,State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
0,Alabama,1968,0.6,1.4,2.0,11.0,4.7,3.4
1,Alaska,1968,0.2,0.2,0.3,1.9,10.9,0.3
2,Arizona,1968,0.1,0.7,0.8,6.6,9.3,1.7
3,Arkansas,1968,0.1,0.6,0.7,5.7,6.6,1.9
4,California,1968,5.3,9.1,14.4,98.7,5.7,19.0
5,Colorado,1968,0.1,0.9,1.0,8.5,6.8,2.1
6,Connecticut,1968,1.4,1.3,2.7,14.3,0.9,2.9
7,Delaware,1968,0.4,0.3,0.7,2.9,6.2,0.5
8,District of Columbia,1968,0.0,0.4,0.4,7.7,3.5,0.8
9,Florida,1968,0.8,2.4,3.2,23.8,8.0,6.4
10,Georgia,1968,0.8,1.4,2.2,16.4,7.1,4.5
11,Hawaii,1968,0.3,0.2,0.6,3.7,7.9,0.7
12,Idaho,1968,0.0,0.1,0.2,2.5,2.6,0.7
13,Illinois,1968,1.3,4.3,5.6,56.3,2.3,10.9
14,Indiana,1968,0.6,1.2,1.7,22.6,3.7,5.1
15,Iowa,1968,0.1,0.8,0.9,11.3,1.8,2.8
16,Kansas,1968,0.2,0.8,1.0,8.5,4.9,2.2
17,Kentucky,1968,1.1,1.2,2.4,12.2,6.1,3.2
18,Louisiana,1968,0.7,1.7,2.5,15.1,3.1,3.6
19,Maine,1968,0.2,0.2,0.3,3.4,3.6,1.0
20,Maryland,1968,0.9,1.9,2.8,15.9,6.2,3.7
21,Massachusetts,1968,1.8,2.0,3.8,25.2,4.0,5.6
22,Michigan,1968,1.0,3.6,4.6,44.7,7.2,8.7
23,Minnesota,1968,0.4,1.7,2.0,16.1,6.0,3.7
24,Mississippi,1968,0.4,0.6,1.1,6.3,6.4,2.2
25,Missouri,1968,0.1,1.6,1.8,19.7,6.0,4.6
26,Montana,1968,0.1,0.2,0.2,2.5,2.8,0.7
27,Nebraska,1968,0.1,0.8,0.9,5.8,1.8,1.5
28,Nevada,1968,0.0,0.3,0.3,2.5,8.8,0.4
29,New Hampshire,1968,0.1,0.2,0.3,2.6,5.1,0.7
30,New Jersey,1968,1.1,2.7,3.9,33.7,4.2,6.9
31,New Mexico,1968,0.1,0.3,0.4,3.8,3.9,1.0
32,New York,1968,5.7,13.9,19.5,99.8,4.0,17.9
33,North Carolina,1968,0.5,1.1,1.5,19.0,6.0,5.0
34,North Dakota,1968,0.0,0.2,0.2,2.0,0.2,0.6
35,Ohio,1968,1.3,3.7,5.0,48.7,5.1,10.5
36,Oklahoma,1968,0.7,0.8,1.4,8.8,4.8,2.5
37,Oregon,1968,0.5,0.5,1.0,8.5,7.1,2.0
38,Pennsylvania,1968,2.4,5.2,7.6,50.0,3.0,11.7
39,Rhode Island,1968,0.3,0.3,0.6,3.9,3.3,0.9
40,South Carolina,1968,0.3,0.5,0.8,8.2,6.2,2.5
41,South Dakota,1968,0.0,0.1,0.1,2.1,2.4,0.7
42,Tennessee,1968,0.4,1.8,2.1,14.0,6.4,3.9
43,Texas,1968,0.9,5.3,6.2,44.5,6.9,10.9
44,All states combined,1968,35.7,85.5,121.2,940.7,4.9,198.3
45,Utah,1968,0.1,0.5,0.6,3.7,2.4,1.0
46,Vermont,1968,0.1,0.1,0.2,1.6,3.8,0.4
47,Virginia,1968,0.3,1.7,2.0,17.7,6.6,4.5
48,Washington,1968,0.6,3.2,3.8,17.0,4.2,3.3
49,West Virginia,1968,0.4,0.3,0.7,6.1,0.3,1.8
50,Wisconsin,1968,0.4,1.5,2.0,18.2,3.8,4.3
51,Wyoming,1968,0.1,0.1,0.2,1.7,4.0,0.3
