,State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
0,Alabama,1967,0.6,1.3,1.9,10.1,-0.8,3.4
1,Alaska,1967,0.2,0.2,0.3,1.6,6.9,0.3
2,Arizona,1967,0.1,0.7,0.8,5.8,1.7,1.6
3,Arkansas,1967,0.1,0.5,0.6,5.1,2.4,1.9
4,California,1967,4.7,8.5,13.2,89.6,2.9,18.6
5,Colorado,1967,0.1,0.9,1.0,7.7,2.4,2.1
6,Connecticut,1967,1.3,1.2,2.5,13.6,3.1,2.9
7,Delaware,1967,0.4,0.3,0.6,2.6,2.0,0.5
8,District of Columbia,1967,0.0,0.4,0.4,7.2,8.2,0.8
9,Florida,1967,0.9,2.3,3.2,21.1,7.0,6.2
10,Georgia,1967,0.7,1.3,2.0,14.7,3.5,4.4
11,Hawaii,1967,0.3,0.2,0.5,3.3,3.3,0.7
12,Idaho,1967,0.0,0.1,0.2,2.3,-0.2,0.7
13,Illinois,1967,1.2,4.4,5.6,52.8,1.8,10.8
14,Indiana,1967,0.5,1.2,1.7,21.0,1.5,5.0
15,Iowa,1967,0.1,0.6,0.7,10.6,1.1,2.8
16,Kansas,1967,0.3,0.8,1.0,7.8,1.9,2.2
17,Kentucky,1967,1.0,1.0,2.0,11.0,3.4,3.2
18,Louisiana,1967,0.7,1.6,2.3,14.0,6.7,3.5
19,Maine,1967,0.2,0.2,0.3,3.2,2.1,1.0
20,Maryland,1967,0.9,1.6,2.5,14.3,2.6,3.7
21,Massachusetts,1967,1.8,1.8,3.7,23.3,3.6,5.5
22,Michigan,1967,1.0,3.2,4.2,40.0,-0.9,8.6
23,Minnesota,1967,0.3,1.6,1.9,14.6,3.3,3.7
24,Mississippi,1967,0.3,0.6,0.9,5.7,3.3,2.2
25,Missouri,1967,0.1,1.5,1.6,17.8,2.9,4.6
26,Montana,1967,0.1,0.2,0.2,2.4,-2.3,0.7
27,Nebraska,1967,0.1,0.8,0.9,5.5,2.4,1.5
28,Nevada,1967,0.0,0.3,0.3,2.2,2.5,0.4
29,New Hampshire,1967,0.1,0.2,0.3,2.4,6.2,0.7
30,New Jersey,1967,1.2,2.7,3.9,31.0,3.7,6.8
31,New Mexico,1967,0.1,0.3,0.4,3.5,-1.1,1.0
32,New York,1967,4.8,13.7,18.5,92.1,3.4,17.8
33,North Carolina,1967,0.5,1.0,1.5,17.2,4.4,4.9
34,North Dakota,1967,0.0,0.2,0.2,1.9,-1.3,0.6
35,Ohio,1967,1.2,3.5,4.6,44.4,1.2,10.4
36,Oklahoma,1967,0.6,0.8,1.4,8.1,5.2,2.5
37,Oregon,1967,0.5,0.5,1.0,7.6,2.2,2.0
38,Pennsylvania,1967,2.1,4.7,6.8,46.5,2.5,11.7
39,Rhode Island,1967,0.3,0.3,0.6,3.6,1.7,0.9
40,South Carolina,1967,0.3,0.4,0.7,7.4,3.3,2.5
41,South Dakota,1967,0.0,0.1,0.1,2.0,-0.8,0.7
42,Tennessee,1967,0.3,1.7,2.0,12.6,2.2,3.8
43,Texas,1967,0.7,5.1,5.8,39.9,5.5,10.7
44,All states combined,1967,32.5,81.2,113.7,860.0,2.7,195.8
45,Utah,1967,0.1,0.5,0.6,3.5,-0.6,1.0
46,Vermont,1967,0.1,0.1,0.2,1.5,1.9,0.4
47,Virginia,1967,0.3,1.5,1.8,15.9,3.8,4.4
48,Washington,1967,0.6,3.1,3.7,15.7,6.6,3.2
49,West Virginia,1967,0.4,0.3,0.6,5.8,1.6,1.8
50,Wisconsin,1967,0.4,1.5,1.8,16.8,1.4,4.3
51,Wyoming,1967,0.1,0.1,0.2,1.5,-0.8,0.3
