,State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
0,Alabama,1970,0.7,1.8,2.5,12.5,-0.1,3.4
1,Alaska,1970,0.2,0.2,0.4,2.4,8.1,0.3
2,Arizona,1970,0.1,0.9,0.9,8.6,7.6,1.8
3,Arkansas,1970,0.1,0.9,1.0,6.7,1.6,1.9
4,California,1970,5.3,10.5,15.9,112,-0.2,20.0
5,Colorado,1970,0.1,1.1,1.2,10.4,4.5,2.2
6,Connecticut,1970,1.9,1.5,3.4,16.3,-0.6,3.0
7,Delaware,1970,0.4,0.3,0.7,3.2,-2.0,0.5
8,District of Columbia,1970,0.0,0.6,0.6,8.6,0.4,0.8
9,Florida,1970,0.9,2.9,3.7,30.7,6.3,6.8
10,Georgia,1970,0.9,1.7,2.6,19.4,1.7,4.6
11,Hawaii,1970,0.5,0.3,0.8,4.8,7.3,0.8
12,Idaho,1970,0.0,0.2,0.2,3,4.1,0.7
13,Illinois,1970,1.3,5.4,6.7,62.8,-2.0,11.1
14,Indiana,1970,0.6,1.5,2.1,24.5,-3.7,5.2
15,Iowa,1970,0.1,0.9,1.0,13,-0.2,2.8
16,Kansas,1970,0.2,0.9,1.2,9.8,1.1,2.2
17,Kentucky,1970,1.2,1.4,2.6,13.9,0.3,3.2
18,Louisiana,1970,0.9,2.2,3.1,17.2,0.0,3.6
19,Maine,1970,0.2,0.2,0.4,4,1.8,1.0
20,Maryland,1970,1.1,2.2,3.3,18.7,2.3,3.9
21,Massachusetts,1970,1.9,2.3,4.2,29.1,0.4,5.7
22,Michigan,1970,1.0,4.2,5.2,46.2,-8.4,8.9
23,Minnesota,1970,0.5,2.2,2.6,18.7,0.5,3.8
24,Mississippi,1970,0.5,0.8,1.2,7.3,1.3,2.2
25,Missouri,1970,0.1,2.1,2.3,22.2,0.1,4.7
26,Montana,1970,0.1,0.2,0.2,2.9,0.4,0.7
27,Nebraska,1970,0.1,1.3,1.3,6.9,0.4,1.5
28,Nevada,1970,0.0,0.3,0.4,3.3,5.1,0.5
29,New Hampshire,1970,0.2,0.2,0.4,3.1,2.8,0.7
30,New Jersey,1970,1.8,3.3,5.0,38.5,2.0,7.2
31,New Mexico,1970,0.1,0.3,0.4,4.4,2.9,1.0
32,New York,1970,7.4,16.4,23.8,112.3,-0.3,18.2
33,North Carolina,1970,0.5,1.2,1.7,22.8,3.9,5.1
34,North Dakota,1970,0.0,0.2,0.2,2.3,0.0,0.6
35,Ohio,1970,1.6,4.2,5.9,53.7,-3.4,10.7
36,Oklahoma,1970,0.7,0.9,1.6,10.4,2.4,2.6
37,Oregon,1970,0.7,0.7,1.3,9.8,-0.5,2.1
38,Pennsylvania,1970,3.2,5.8,9.1,56.7,-1.2,11.8
39,Rhode Island,1970,0.4,0.4,0.8,4.3,-0.4,0.9
40,South Carolina,1970,0.4,0.5,0.9,9.6,2.3,2.6
41,South Dakota,1970,0.0,0.1,0.1,2.4,1.8,0.7
42,Tennessee,1970,0.4,2.2,2.6,16.1,0.8,3.9
43,Texas,1970,1.0,6.0,7.0,52.3,2.3,11.2
44,All states combined,1970,42.0,101.6,143.6,"1,073.30",0.2,203.3
45,Utah,1970,0.1,0.5,0.6,4.4,4.7,1.1
46,Vermont,1970,0.2,0.1,0.3,2,4.6,0.4
47,Virginia,1970,0.3,1.9,2.2,21,1.8,4.7
48,Washington,1970,0.7,3.6,4.3,18.1,-4.9,3.4
49,West Virginia,1970,0.6,0.3,0.9,7.1,5.5,1.7
50,Wisconsin,1970,0.5,1.8,2.4,20.2,-1.7,4.4
51,Wyoming,1970,0.1,0.2,0.2,1.9,2.5,0.3
