,State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
0,Alabama,1989,4.1,5.8,9.9,68.4,-0.3,4.0
1,Alaska,1989,5.6,4.9,10.5,23.5,6.1,0.5
2,Arizona,1989,2.1,14.8,16.9,67.9,0.6,3.6
3,Arkansas,1989,1.8,2.9,4.7,37.1,2.1,2.3
4,California,1989,26.2,56.0,82.2,723,3.6,29.1
5,Colorado,1989,2.2,10.1,12.3,71.2,1.1,3.3
6,Connecticut,1989,9.6,3.2,12.8,95.8,1.7,3.3
7,Delaware,1989,2.8,0.9,3.7,18.9,7.7,0.7
8,District of Columbia,1989,0.0,4.0,4.0,37.5,2.4,0.6
9,Florida,1989,9.0,39.1,48.1,241.6,3.4,12.6
10,Georgia,1989,3.0,14.1,17.1,133.8,1.7,6.4
11,Hawaii,1989,3.1,0.8,3.9,29.4,5.7,1.1
12,Idaho,1989,0.8,0.5,1.4,16.9,6.5,1.0
13,Illinois,1989,14.2,15.6,29.8,266.6,1.7,11.4
14,Indiana,1989,3.6,6.1,9.6,107.2,3.7,5.5
15,Iowa,1989,1.6,3.4,5.1,52.9,3.7,2.8
16,Kansas,1989,0.3,6.6,7.0,48.8,0.6,2.5
17,Kentucky,1989,5.1,7.9,13.0,65.5,1.9,3.7
18,Louisiana,1989,12.2,8.8,20.9,87.6,1.3,4.2
19,Maine,1989,2.0,1.2,3.2,22.7,2.1,1.2
20,Maryland,1989,5.8,8.9,14.8,107.4,2.1,4.7
21,Massachusetts,1989,16.2,7.7,24.0,158.2,0.4,6.0
22,Michigan,1989,8.2,11.8,20.0,190.6,1.6,9.3
23,Minnesota,1989,3.6,14.1,17.7,98.3,2.9,4.3
24,Mississippi,1989,1.3,3.6,4.9,37.2,0.8,2.6
25,Missouri,1989,4.9,4.9,9.8,101.4,1.9,5.1
26,Montana,1989,1.3,1.1,2.5,12.6,3.9,0.8
27,Nebraska,1989,1.4,4.6,6.1,31.3,3.0,1.6
28,Nevada,1989,1.4,2.8,4.2,27.8,7.2,1.2
29,New Hampshire,1989,2.9,0.8,3.8,23.8,-0.2,1.1
30,New Jersey,1989,17.4,13.6,30.9,205.1,1.3,7.7
31,New Mexico,1989,1.9,3.1,5.0,24.9,2.3,1.5
32,New York,1989,43.3,43.7,87.0,473.3,-0.3,17.9
33,North Carolina,1989,3.0,12.0,14.9,133.9,3.6,6.5
34,North Dakota,1989,0.9,1.0,1.9,10.7,5.9,0.6
35,Ohio,1989,10.5,11.6,22.1,217.8,2.1,10.8
36,Oklahoma,1989,3.6,4.5,8.0,55,0.5,3.1
37,Oregon,1989,6.7,3.5,10.2,52.6,3.0,2.8
38,Pennsylvania,1989,10.5,29.7,40.2,233.2,1.7,11.9
39,Rhode Island,1989,3.3,0.7,4.0,21.1,2.7,1.0
40,South Carolina,1989,3.8,5.5,9.3,61.3,3.0,3.4
41,South Dakota,1989,1.9,0.5,2.3,11.8,1.5,0.7
42,Tennessee,1989,2.6,9.1,11.7,91.6,0.9,4.8
43,Texas,1989,6.7,54.3,61.0,350,2.9,16.7
44,All states combined,1989,296.0,503.0,799.0,"5,641.60",3.7,246.4
45,Utah,1989,1.7,8.1,9.8,28.7,1.0,1.7
46,Vermont,1989,1.1,0.4,1.5,11.1,4.3,0.6
47,Virginia,1989,5.5,8.6,14.1,137.7,3.4,6.1
48,Washington,1989,5.4,16.6,22.0,108.1,5.0,4.8
49,West Virginia,1989,2.5,3.1,5.6,26.7,-0.8,1.8
50,Wisconsin,1989,5.9,5.4,11.3,95.2,2.2,4.9
51,Wyoming,1989,0.9,1.4,2.3,11.4,0.1,0.5
